Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,Array_4,Array_5,OuterLoop_1,InnerLoop_1_1,InnerLoop_2_1,InnerLoop_3_1,InnerLoop_3_2,InnerLoop_3_3,Area,Weight,is_pareto
workload_180.cpp,xczu7ev-ffvc1156-2-e,10.0,22.92005,235,1,1,10,19,complete_1,block_8_2,cyclic_4_1,block_4_1,complete_1,unroll_8,pipeline,pipeline_1,pipeline_1,unroll_2,pipeline_1,7.75,0.7351588825872275,False
workload_181.cpp,xczu7ev-ffvc1156-2-e,10.0,22.92005,235,1,1,10,19,cyclic_2_2,complete_1,complete_1,complete_1,block_4_1,unroll_8,pipeline,unroll,unroll_4,pipeline_1,unroll_4,7.75,0.7351588825872275,False
workload_182.cpp,xczu7ev-ffvc1156-2-e,10.0,22.56224,128,1,1,6,10,complete_1,block_8_2,block_4_1,complete_1,cyclic_8_1,unroll_4,pipeline,unroll,unroll_2,pipeline_1,unroll_2,4.5,0.8936802616539342,False
workload_183.cpp,xczu7ev-ffvc1156-2-e,10.0,22.92005,564,1,1,19,36,complete_1,complete_1,cyclic_4_1,block_4_1,cyclic_2_1,unroll_16,pipeline,pipeline_1,pipeline_1,unroll_2,unroll_2,14.25,0.471044242609965,False
workload_184.cpp,xczu7ev-ffvc1156-2-e,10.0,22.92005,578,1,1,19,36,complete_1,complete_2,block_8_1,block_2_1,complete_1,unroll_16,pipeline,pipeline_1,pipeline_1,unroll_4,unroll_8,14.25,0.471044242609965,False
workload_185.cpp,xczu7ev-ffvc1156-2-e,10.0,22.38376,87,1,1,3,5,complete_2,complete_2,block_2_1,block_4_1,cyclic_8_1,unroll_2,pipeline,pipeline_1,unroll_2,unroll_2,pipeline_1,2.5,1.0,True
workload_186.cpp,xczu7ev-ffvc1156-2-e,10.0,22.56224,125,1,1,6,10,complete_1,complete_1,complete_1,complete_1,block_4_1,unroll_4,pipeline,pipeline_1,unroll_2,unroll_4,unroll_2,4.5,0.8936802616539342,False
workload_187.cpp,xczu7ev-ffvc1156-2-e,10.0,22.92005,224,1,1,10,19,complete_1,complete_1,complete_1,block_4_1,block_4_1,unroll_8,pipeline,unroll,pipeline,unroll_4,unroll,7.75,0.7351588825872275,False
workload_188.cpp,xczu7ev-ffvc1156-2-e,10.0,293.44291,208,1,1,9,35,complete_1,complete_1,complete_1,block_4_1,block_4_1,unroll_8,unroll_2,unroll,pipeline_1,unroll_4,unroll_4,11.5,0.4147993171477874,False
workload_189.cpp,xczu7ev-ffvc1156-2-e,10.0,22.92005,244,1,1,10,19,cyclic_2_2,complete_1,block_8_1,block_2_1,block_8_1,unroll_8,pipeline_1,pipeline_1,unroll_2,unroll_2,unroll_8,7.75,0.7351588825872275,False
workload_190.cpp,xczu7ev-ffvc1156-2-e,10.0,23.32965,213,1,1,8,14,complete_1,cyclic_8_2,complete_1,complete_1,block_4_1,unroll_8,pipeline,unroll,unroll,unroll_4,unroll_2,6.0,0.8183138801007571,False
workload_191.cpp,xczu7ev-ffvc1156-2-e,10.0,22.92005,235,1,1,10,19,complete_2,block_8_2,complete_1,block_4_1,block_4_1,unroll_8,pipeline,pipeline_1,pipeline_1,unroll_4,pipeline_1,7.75,0.7351588825872275,False
workload_192.cpp,xczu7ev-ffvc1156-2-e,10.0,22.38376,89,1,1,3,5,complete_2,complete_2,block_4_1,cyclic_4_1,cyclic_8_1,unroll_2,pipeline,unroll,unroll_2,pipeline_1,pipeline,2.5,1.0,True
workload_193.cpp,xczu7ev-ffvc1156-2-e,10.0,22.92005,556,1,1,19,36,cyclic_2_2,complete_1,block_2_1,block_4_1,block_2_1,unroll_16,pipeline,unroll,unroll_4,unroll_8,unroll_4,14.25,0.471044242609965,False
workload_194.cpp,xczu7ev-ffvc1156-2-e,10.0,22.78376,88,1,1,3,5,block_2_2,complete_1,cyclic_8_1,complete_1,block_4_1,unroll_2,pipeline,unroll,unroll,pipeline_1,unroll_2,2.5,0.9994903127167797,False
workload_195.cpp,xczu7ev-ffvc1156-2-e,10.0,22.92005,232,1,1,10,19,complete_1,complete_1,block_2_1,block_4_1,cyclic_8_1,unroll_8,pipeline,pipeline_1,unroll_2,unroll_4,pipeline,7.75,0.7351588825872275,False
workload_196.cpp,xczu7ev-ffvc1156-2-e,10.0,22.56224,127,1,1,6,10,complete_1,block_8_2,block_8_1,cyclic_4_1,cyclic_8_1,unroll_4,pipeline,pipeline_1,unroll_2,unroll_2,pipeline,4.5,0.8936802616539342,False
workload_197.cpp,xczu7ev-ffvc1156-2-e,10.0,101.52229,293,1,1,8,17,complete_1,cyclic_2_2,complete_1,block_8_1,block_8_1,unroll_8,pipeline_1,pipeline,unroll_4,pipeline_1,pipeline_1,6.75,0.7482768422016216,False
workload_198.cpp,xczu7ev-ffvc1156-2-e,10.0,22.92005,507,1,1,19,36,cyclic_2_2,complete_1,block_2_1,block_4_1,block_4_1,unroll_16,pipeline,unroll,unroll_2,unroll_8,unroll_4,14.25,0.471044242609965,False
workload_199.cpp,xczu7ev-ffvc1156-2-e,10.0,22.92005,214,1,1,10,19,complete_1,complete_1,complete_1,block_4_1,block_2_1,unroll_8,pipeline,pipeline_1,pipeline_1,unroll_4,unroll_2,7.75,0.7351588825872275,False
workload_200.cpp,xczu7ev-ffvc1156-2-e,10.0,178.12876,97,1,2,3,12,complete_1,complete_1,cyclic_8_1,cyclic_4_1,block_8_1,unroll_2,unroll_2,unroll,unroll,unroll_4,pipeline,4.5,0.7371435834588007,False
workload_201.cpp,xczu7ev-ffvc1156-2-e,10.0,22.56224,125,1,1,6,10,complete_2,block_8_2,block_4_1,complete_1,cyclic_8_1,unroll_4,pipeline,unroll,unroll_2,pipeline_1,pipeline,4.5,0.8936802616539342,False
workload_202.cpp,xczu7ev-ffvc1156-2-e,10.0,22.38376,85,1,1,3,5,cyclic_2_2,complete_1,block_2_1,block_2_1,cyclic_8_1,unroll_2,pipeline,unroll,pipeline_1,pipeline,unroll_8,2.5,1.0,True
workload_203.cpp,xczu7ev-ffvc1156-2-e,10.0,22.92005,235,1,1,10,19,complete_1,block_8_2,block_4_1,cyclic_2_1,cyclic_8_1,unroll_8,pipeline,unroll,unroll_2,unroll_8,pipeline,7.75,0.7351588825872275,False
workload_204.cpp,xczu7ev-ffvc1156-2-e,10.0,22.92005,238,1,1,10,19,complete_1,cyclic_4_2,complete_1,block_8_1,block_4_1,unroll_8,pipeline,pipeline_1,pipeline_1,unroll_4,unroll_2,7.75,0.7351588825872275,False
workload_205.cpp,xczu7ev-ffvc1156-2-e,10.0,22.92005,249,1,1,10,19,complete_1,cyclic_2_2,block_8_1,cyclic_8_1,block_8_1,unroll_8,pipeline_1,pipeline_1,unroll_2,unroll_2,pipeline_1,7.75,0.7351588825872275,False
workload_206.cpp,xczu7ev-ffvc1156-2-e,10.0,183.75376,97,1,1,4,7,complete_1,block_8_2,cyclic_8_1,block_4_1,block_4_1,unroll_2,unroll_2,pipeline,pipeline_1,pipeline_1,unroll_2,3.25,0.747882561912741,False
workload_207.cpp,xczu7ev-ffvc1156-2-e,10.0,22.92005,232,1,1,10,19,cyclic_4_2,complete_1,block_8_1,block_2_1,cyclic_8_1,unroll_8,pipeline,pipeline_1,unroll_2,unroll_2,unroll_8,7.75,0.7351588825872275,False
workload_208.cpp,xczu7ev-ffvc1156-2-e,10.0,22.56224,137,1,1,6,10,complete_1,cyclic_8_2,block_4_1,block_4_1,complete_1,unroll_4,pipeline,pipeline_1,unroll_2,unroll_2,pipeline,4.5,0.8936802616539342,False
workload_209.cpp,xczu7ev-ffvc1156-2-e,10.0,505.92291,220,1,1,8,46,cyclic_2_2,cyclic_2_2,complete_1,block_4_1,cyclic_4_1,unroll_8,unroll_2,pipeline_1,unroll_2,unroll,pipeline_1,14.0,0.1916365010764019,False
workload_210.cpp,xczu7ev-ffvc1156-2-e,10.0,22.38376,86,1,1,3,5,cyclic_2_2,complete_2,complete_1,complete_1,cyclic_8_1,unroll_2,pipeline,pipeline_1,unroll_2,unroll_2,pipeline,2.5,1.0,True
workload_211.cpp,xczu7ev-ffvc1156-2-e,10.0,22.92005,229,1,1,10,19,cyclic_2_2,complete_1,cyclic_8_1,block_2_1,cyclic_8_1,unroll_8,pipeline,pipeline_1,unroll_4,unroll_2,unroll_8,7.75,0.7351588825872275,False
workload_212.cpp,xczu7ev-ffvc1156-2-e,10.0,22.38376,87,1,1,3,5,complete_2,cyclic_8_2,block_2_1,block_4_1,cyclic_8_1,unroll_2,pipeline,unroll,unroll_4,unroll_2,pipeline_1,2.5,1.0,True
workload_213.cpp,xczu7ev-ffvc1156-2-e,10.0,22.56224,121,1,1,6,10,complete_1,complete_1,cyclic_4_1,block_4_1,cyclic_2_1,unroll_4,pipeline,pipeline_1,pipeline_1,unroll_4,unroll_2,4.5,0.8936802616539342,False
workload_214.cpp,xczu7ev-ffvc1156-2-e,10.0,22.38376,92,1,1,3,5,cyclic_2_2,complete_2,block_4_1,block_8_1,cyclic_8_1,unroll_2,pipeline,unroll,unroll_2,pipeline_1,pipeline,2.5,1.0,True
workload_215.cpp,xczu7ev-ffvc1156-2-e,10.0,99.93632,138,1,1,4,10,complete_1,cyclic_8_2,complete_1,block_4_1,block_8_1,unroll_4,pipeline_1,pipeline_1,unroll_4,pipeline_1,unroll_2,4.0,0.8576031737909725,False
workload_216.cpp,xczu7ev-ffvc1156-2-e,10.0,22.56224,121,1,1,6,10,complete_2,complete_1,block_4_1,complete_1,cyclic_8_1,unroll_4,pipeline,unroll,unroll_2,pipeline_1,unroll_2,4.5,0.8936802616539342,False
workload_217.cpp,xczu7ev-ffvc1156-2-e,10.0,22.92005,228,1,1,10,19,complete_2,cyclic_2_2,block_8_1,cyclic_4_1,block_4_1,unroll_8,pipeline,pipeline,pipeline_1,unroll_4,pipeline_1,7.75,0.7351588825872275,False
workload_218.cpp,xczu7ev-ffvc1156-2-e,10.0,127.22213,224,1,1,8,17,cyclic_2_2,cyclic_8_2,block_2_1,block_2_1,cyclic_8_1,unroll_8,pipeline,pipeline_1,unroll_4,pipeline,pipeline_1,6.75,0.728836771792017,False
workload_219.cpp,xczu7ev-ffvc1156-2-e,10.0,22.92005,245,1,1,10,19,cyclic_2_2,block_8_2,block_4_1,block_2_1,block_8_1,unroll_8,pipeline_1,unroll,unroll_4,unroll_2,unroll_2,7.75,0.7351588825872275,False
workload_220.cpp,xczu7ev-ffvc1156-2-e,10.0,125.2346,125,1,1,4,9,cyclic_4_2,complete_1,complete_1,block_4_1,block_4_1,unroll_4,pipeline,pipeline_1,pipeline_1,pipeline_1,unroll_2,3.75,0.8380906335506503,False
workload_221.cpp,xczu7ev-ffvc1156-2-e,10.0,22.56224,120,1,1,6,10,block_4_2,block_8_2,block_4_1,block_4_1,block_2_1,unroll_4,pipeline,unroll,pipeline_1,unroll_4,unroll_2,4.5,0.8936802616539342,False
workload_222.cpp,xczu7ev-ffvc1156-2-e,10.0,22.78376,85,1,1,3,5,block_2_2,complete_1,block_2_1,complete_1,block_4_1,unroll_2,pipeline,unroll,unroll,pipeline_1,unroll_2,2.5,0.9994903127167797,False
workload_223.cpp,xczu7ev-ffvc1156-2-e,10.0,22.92005,231,1,1,10,19,complete_1,cyclic_8_2,block_4_1,block_2_1,complete_1,unroll_8,pipeline,pipeline_1,unroll_2,unroll_2,unroll_8,7.75,0.7351588825872275,False
workload_224.cpp,xczu7ev-ffvc1156-2-e,10.0,22.92005,233,1,1,10,19,complete_1,block_8_2,cyclic_4_1,block_4_1,cyclic_8_1,unroll_8,pipeline,unroll,pipeline_1,unroll_4,pipeline_1,7.75,0.7351588825872275,False
workload_225.cpp,xczu7ev-ffvc1156-2-e,10.0,22.38376,90,1,1,3,5,block_4_2,block_4_2,complete_1,block_8_1,cyclic_8_1,unroll_2,pipeline_1,pipeline_1,unroll_4,unroll_2,pipeline,2.5,1.0,True
workload_226.cpp,xczu7ev-ffvc1156-2-e,10.0,23.32965,216,1,1,8,14,cyclic_2_2,complete_1,complete_1,block_2_1,block_2_1,unroll_8,pipeline_1,pipeline_1,unroll,unroll_2,unroll_8,6.0,0.8183138801007571,False
workload_227.cpp,xczu7ev-ffvc1156-2-e,10.0,125.2346,127,1,1,4,9,complete_1,block_8_2,complete_1,block_8_1,cyclic_8_1,unroll_4,pipeline,pipeline_1,unroll_4,pipeline_1,pipeline,3.75,0.8380906335506503,False
workload_228.cpp,xczu7ev-ffvc1156-2-e,10.0,316.25376,95,1,2,3,9,complete_1,complete_1,cyclic_8_1,cyclic_4_1,block_4_1,unroll_2,unroll_2,unroll,unroll,pipeline_1,unroll_2,3.75,0.5054614420081515,False
workload_229.cpp,xczu7ev-ffvc1156-2-e,10.0,23.32965,206,1,1,8,14,complete_2,cyclic_2_2,block_8_1,cyclic_4_1,cyclic_4_1,unroll_8,pipeline,pipeline_1,unroll,unroll,unroll_2,6.0,0.8183138801007571,False
workload_230.cpp,xczu7ev-ffvc1156-2-e,10.0,22.38376,94,1,1,3,5,cyclic_2_2,cyclic_2_2,block_8_1,block_4_1,cyclic_4_1,unroll_2,pipeline,pipeline,unroll_2,unroll,unroll_8,2.5,1.0,True
workload_231.cpp,xczu7ev-ffvc1156-2-e,10.0,22.56224,125,1,1,6,10,cyclic_2_2,complete_2,block_4_1,block_4_1,cyclic_8_1,unroll_4,pipeline,pipeline_1,unroll_2,unroll_4,pipeline,4.5,0.8936802616539342,False
workload_232.cpp,xczu7ev-ffvc1156-2-e,10.0,22.92005,235,1,1,10,19,complete_1,complete_1,complete_1,complete_1,block_4_1,unroll_8,pipeline,pipeline_1,unroll_2,unroll_2,unroll_2,7.75,0.7351588825872275,False
workload_233.cpp,xczu7ev-ffvc1156-2-e,10.0,22.56224,138,1,1,6,10,cyclic_4_2,cyclic_8_2,block_4_1,complete_1,cyclic_8_1,unroll_4,pipeline_1,unroll,unroll_4,unroll,pipeline,4.5,0.8936802616539342,False
workload_234.cpp,xczu7ev-ffvc1156-2-e,10.0,22.92005,238,1,1,10,19,block_4_2,complete_1,block_4_1,block_2_1,block_8_1,unroll_8,pipeline,unroll,unroll_8,unroll_2,pipeline,7.75,0.7351588825872275,False
workload_235.cpp,xczu7ev-ffvc1156-2-e,10.0,22.38376,86,1,1,3,5,complete_2,cyclic_4_2,complete_1,block_4_1,cyclic_8_1,unroll_2,pipeline,pipeline,pipeline_1,unroll_4,pipeline_1,2.5,1.0,True
workload_236.cpp,xczu7ev-ffvc1156-2-e,10.0,22.96544,123,1,1,5,8,complete_1,cyclic_8_2,block_8_1,block_2_1,cyclic_8_1,unroll_4,pipeline,unroll,unroll,unroll_4,pipeline,3.75,0.9327539328475052,False
workload_237.cpp,xczu7ev-ffvc1156-2-e,10.0,101.52229,312,1,1,8,17,complete_2,block_2_2,block_8_1,cyclic_4_1,cyclic_8_1,unroll_8,pipeline_1,pipeline_1,unroll_4,pipeline_1,pipeline,6.75,0.7482768422016216,False
workload_238.cpp,xczu7ev-ffvc1156-2-e,10.0,22.92005,236,1,1,10,19,cyclic_2_2,block_2_2,block_4_1,complete_1,cyclic_8_1,unroll_8,pipeline,pipeline,unroll_4,unroll_4,pipeline_1,7.75,0.7351588825872275,False
workload_239.cpp,xczu7ev-ffvc1156-2-e,10.0,22.92005,213,1,1,10,19,complete_1,complete_2,block_2_1,block_4_1,block_4_1,unroll_8,pipeline,pipeline_1,unroll_2,unroll_2,unroll_2,7.75,0.7351588825872275,False
workload_241.cpp,xczu7ev-ffvc1156-2-e,10.0,22.38376,85,1,1,3,5,complete_1,cyclic_8_2,block_4_1,block_4_1,complete_1,unroll_2,pipeline,unroll,pipeline_1,pipeline,unroll_8,2.5,1.0,True
workload_242.cpp,xczu7ev-ffvc1156-2-e,10.0,22.38376,88,1,1,3,5,cyclic_2_2,complete_2,complete_1,complete_1,cyclic_8_1,unroll_2,pipeline,pipeline_1,unroll_2,unroll,pipeline,2.5,1.0,True
workload_243.cpp,xczu7ev-ffvc1156-2-e,10.0,22.38376,89,1,1,3,5,complete_1,block_8_2,block_8_1,complete_1,cyclic_8_1,unroll_2,pipeline,unroll,unroll_2,pipeline_1,unroll_2,2.5,1.0,True
workload_244.cpp,xczu7ev-ffvc1156-2-e,10.0,494.06626,91,1,1,2,13,cyclic_2_2,block_8_2,complete_1,cyclic_4_1,cyclic_8_1,unroll_2,unroll_2,unroll,unroll_2,unroll,pipeline_1,4.25,0.26845754234826164,False
workload_245.cpp,xczu7ev-ffvc1156-2-e,10.0,22.56224,127,1,1,6,10,cyclic_2_2,complete_2,block_4_1,block_8_1,cyclic_8_1,unroll_4,pipeline,unroll,unroll_2,pipeline_1,pipeline,4.5,0.8936802616539342,False
workload_246.cpp,xczu7ev-ffvc1156-2-e,10.0,22.78376,88,1,1,3,5,block_4_2,block_4_2,cyclic_8_1,block_8_1,cyclic_8_1,unroll_2,pipeline_1,unroll,unroll,unroll_4,pipeline,2.5,0.9994903127167797,False
workload_247.cpp,xczu7ev-ffvc1156-2-e,10.0,22.56224,129,1,1,6,10,complete_1,cyclic_8_2,block_4_1,block_4_1,cyclic_8_1,unroll_4,pipeline,pipeline_1,unroll_2,unroll_4,pipeline,4.5,0.8936802616539342,False
workload_248.cpp,xczu7ev-ffvc1156-2-e,10.0,22.78376,88,1,1,3,5,block_2_2,complete_1,block_2_1,block_4_1,block_4_1,unroll_2,pipeline,unroll,unroll,pipeline_1,unroll_2,2.5,0.9994903127167797,False
workload_249.cpp,xczu7ev-ffvc1156-2-e,10.0,22.56224,127,1,1,6,10,complete_1,complete_1,cyclic_4_1,block_4_1,cyclic_8_1,unroll_4,pipeline,pipeline_1,pipeline_1,unroll_4,unroll_2,4.5,0.8936802616539342,False
workload_250.cpp,xczu7ev-ffvc1156-2-e,10.0,22.38376,86,1,1,3,5,cyclic_2_2,block_8_2,block_8_1,block_8_1,cyclic_4_1,unroll_2,pipeline,pipeline_1,unroll_2,unroll,unroll_2,2.5,1.0,True
workload_251.cpp,xczu7ev-ffvc1156-2-e,10.0,22.38376,93,1,1,3,5,cyclic_2_2,cyclic_8_2,block_4_1,block_4_1,cyclic_4_1,unroll_2,pipeline,unroll,unroll_4,unroll_4,unroll_8,2.5,1.0,True
workload_252.cpp,xczu7ev-ffvc1156-2-e,10.0,183.75376,103,1,1,4,7,complete_1,block_8_2,cyclic_8_1,block_4_1,cyclic_8_1,unroll_2,unroll_2,pipeline,pipeline_1,pipeline_1,unroll_2,3.25,0.747882561912741,False
workload_253.cpp,xczu7ev-ffvc1156-2-e,10.0,22.92005,232,1,1,10,19,complete_1,cyclic_8_2,complete_1,block_4_1,block_4_1,unroll_8,pipeline,pipeline,pipeline_1,unroll_4,unroll_2,7.75,0.7351588825872275,False
workload_254.cpp,xczu7ev-ffvc1156-2-e,10.0,22.38376,83,1,1,3,5,cyclic_2_2,complete_2,block_4_1,cyclic_4_1,cyclic_8_1,unroll_2,pipeline,unroll,unroll_2,pipeline_1,pipeline,2.5,1.0,True
workload_255.cpp,xczu7ev-ffvc1156-2-e,10.0,316.25376,90,1,2,3,9,block_2_2,complete_1,cyclic_8_1,complete_1,block_4_1,unroll_2,unroll_2,unroll,unroll,pipeline_1,unroll_2,3.75,0.5054614420081515,False
workload_256.cpp,xczu7ev-ffvc1156-2-e,10.0,22.56224,125,1,1,6,10,complete_1,block_8_2,block_8_1,cyclic_4_1,block_8_1,unroll_4,pipeline,pipeline_1,unroll_2,unroll_2,pipeline,4.5,0.8936802616539342,False
workload_257.cpp,xczu7ev-ffvc1156-2-e,10.0,22.92005,233,1,1,10,19,complete_2,cyclic_8_2,block_4_1,complete_1,cyclic_8_1,unroll_8,pipeline,unroll,unroll_2,unroll_2,pipeline,7.75,0.7351588825872275,False
workload_258.cpp,xczu7ev-ffvc1156-2-e,10.0,22.56224,130,1,1,6,10,complete_2,complete_2,block_4_1,cyclic_4_1,cyclic_8_1,unroll_4,pipeline,pipeline_1,unroll_2,unroll_2,pipeline,4.5,0.8936802616539342,False
workload_259.cpp,xczu7ev-ffvc1156-2-e,10.0,22.38376,90,1,1,3,5,cyclic_2_2,cyclic_8_2,block_4_1,block_2_1,cyclic_8_1,unroll_2,pipeline_1,unroll,unroll_4,unroll_2,pipeline,2.5,1.0,True
workload_260.cpp,xczu7ev-ffvc1156-2-e,10.0,22.56224,127,1,1,6,10,cyclic_2_2,complete_2,block_4_1,block_2_1,cyclic_8_1,unroll_4,pipeline,pipeline_1,unroll_2,unroll_4,pipeline,4.5,0.8936802616539342,False
workload_261.cpp,xczu7ev-ffvc1156-2-e,10.0,22.38376,86,1,1,3,5,complete_2,cyclic_8_2,complete_1,block_4_1,cyclic_2_1,unroll_2,pipeline,pipeline,pipeline_1,unroll_4,pipeline_1,2.5,1.0,True
workload_262.cpp,xczu7ev-ffvc1156-2-e,10.0,125.2346,123,1,1,4,9,cyclic_4_2,complete_1,block_4_1,block_4_1,block_4_1,unroll_4,pipeline,pipeline_1,pipeline_1,pipeline_1,unroll_2,3.75,0.8380906335506503,False
workload_263.cpp,xczu7ev-ffvc1156-2-e,10.0,22.56224,133,1,1,6,10,complete_1,complete_1,complete_1,cyclic_4_1,block_8_1,unroll_4,pipeline_1,pipeline_1,unroll_4,unroll_2,pipeline_1,4.5,0.8936802616539342,False
workload_264.cpp,xczu7ev-ffvc1156-2-e,10.0,22.38376,87,1,1,3,5,complete_2,complete_2,block_2_1,complete_1,cyclic_8_1,unroll_2,pipeline,pipeline_1,unroll_2,unroll_2,pipeline_1,2.5,1.0,True
workload_265.cpp,xczu7ev-ffvc1156-2-e,10.0,22.56224,123,1,1,6,10,complete_1,complete_1,complete_1,block_4_1,block_4_1,unroll_4,pipeline,unroll,pipeline_1,unroll_4,unroll_2,4.5,0.8936802616539342,False
workload_266.cpp,xczu7ev-ffvc1156-2-e,10.0,22.38376,86,1,1,3,5,complete_2,block_8_2,block_2_1,block_4_1,cyclic_8_1,unroll_2,pipeline,unroll,unroll_4,pipeline_1,pipeline_1,2.5,1.0,True
workload_267.cpp,xczu7ev-ffvc1156-2-e,10.0,22.56224,126,1,1,6,10,complete_1,block_8_2,block_4_1,block_4_1,block_4_1,unroll_4,pipeline,unroll,unroll_2,unroll_4,pipeline,4.5,0.8936802616539342,False
workload_268.cpp,xczu7ev-ffvc1156-2-e,10.0,125.2346,127,1,1,4,9,complete_1,cyclic_2_2,block_4_1,block_8_1,cyclic_4_1,unroll_4,pipeline,pipeline_1,unroll_2,pipeline_1,pipeline,3.75,0.8380906335506503,False
workload_269.cpp,xczu7ev-ffvc1156-2-e,10.0,22.56224,127,1,1,6,10,cyclic_2_2,cyclic_8_2,block_4_1,block_4_1,cyclic_8_1,unroll_4,pipeline,pipeline,unroll_4,unroll_4,unroll_8,4.5,0.8936802616539342,False
workload_270.cpp,xczu7ev-ffvc1156-2-e,10.0,22.38376,85,1,1,3,5,complete_2,complete_2,block_4_1,block_2_1,cyclic_8_1,unroll_2,pipeline,pipeline_1,unroll_2,unroll_2,pipeline_1,2.5,1.0,True
workload_271.cpp,xczu7ev-ffvc1156-2-e,10.0,22.78376,92,1,1,3,5,complete_2,complete_1,cyclic_8_1,complete_1,block_4_1,unroll_2,pipeline,unroll,unroll,pipeline_1,unroll_2,2.5,0.9994903127167797,False
workload_272.cpp,xczu7ev-ffvc1156-2-e,10.0,22.56224,123,1,1,6,10,cyclic_2_2,cyclic_2_2,block_8_1,block_4_1,cyclic_8_1,unroll_4,pipeline,pipeline,unroll_2,unroll,pipeline,4.5,0.8936802616539342,False
workload_273.cpp,xczu7ev-ffvc1156-2-e,10.0,22.56224,129,1,1,6,10,block_8_2,cyclic_8_2,block_2_1,block_4_1,cyclic_8_1,unroll_4,pipeline_1,unroll,unroll_4,unroll_2,pipeline,4.5,0.8936802616539342,False
workload_274.cpp,xczu7ev-ffvc1156-2-e,10.0,484.06626,83,1,1,2,12,complete_2,complete_2,block_8_1,cyclic_4_1,cyclic_8_1,unroll_2,unroll_2,pipeline_1,unroll_2,unroll_2,pipeline,4.0,0.2796077516637847,False
workload_275.cpp,xczu7ev-ffvc1156-2-e,10.0,22.38376,84,1,1,3,5,cyclic_2_2,complete_2,block_8_1,block_8_1,cyclic_8_1,unroll_2,pipeline,unroll,unroll_2,pipeline_1,pipeline,2.5,1.0,True
workload_276.cpp,xczu7ev-ffvc1156-2-e,10.0,22.38376,86,1,1,3,5,complete_2,complete_1,block_2_1,block_2_1,cyclic_8_1,unroll_2,pipeline,unroll,pipeline,pipeline,unroll_8,2.5,1.0,True
workload_277.cpp,xczu7ev-ffvc1156-2-e,10.0,99.93632,141,1,1,4,10,complete_1,cyclic_8_2,complete_1,block_4_1,cyclic_8_1,unroll_4,pipeline_1,pipeline_1,unroll_4,pipeline_1,unroll_2,4.0,0.8576031737909725,False
workload_278.cpp,xczu7ev-ffvc1156-2-e,10.0,22.78376,79,1,1,3,5,complete_1,complete_1,cyclic_8_1,cyclic_4_1,block_8_1,unroll_2,pipeline,unroll,unroll,unroll_4,pipeline,2.5,0.9994903127167797,False
workload_279.cpp,xczu7ev-ffvc1156-2-e,10.0,22.78376,77,1,1,3,5,complete_1,cyclic_8_2,block_4_1,complete_1,complete_1,unroll_2,pipeline,unroll,unroll,pipeline_1,unroll_2,2.5,0.9994903127167797,False
workload_281.cpp,xczu7ev-ffvc1156-2-e,10.0,494.06626,82,1,1,2,11,cyclic_2_2,block_8_2,block_8_1,block_8_1,cyclic_8_1,unroll_2,unroll_2,unroll,unroll_2,unroll,pipeline,3.75,0.26951988881213873,False
workload_282.cpp,xczu7ev-ffvc1156-2-e,10.0,22.38376,89,1,1,3,5,block_4_2,complete_1,complete_1,block_8_1,cyclic_8_1,unroll_2,pipeline_1,pipeline_1,unroll_4,unroll_2,pipeline,2.5,1.0,True
workload_283.cpp,xczu7ev-ffvc1156-2-e,10.0,494.06626,90,1,1,2,13,complete_1,cyclic_2_2,complete_1,block_8_1,cyclic_4_1,unroll_2,unroll_2,pipeline_1,unroll_2,unroll,pipeline_1,4.25,0.26845754234826164,False
workload_284.cpp,xczu7ev-ffvc1156-2-e,10.0,22.38376,91,1,1,3,5,cyclic_2_2,cyclic_8_2,block_2_1,block_4_1,cyclic_8_1,unroll_2,pipeline_1,unroll,unroll_4,unroll_2,pipeline_1,2.5,1.0,True
workload_285.cpp,xczu7ev-ffvc1156-2-e,10.0,22.38376,86,1,1,3,5,cyclic_2_2,complete_2,block_8_1,block_2_1,cyclic_8_1,unroll_2,pipeline,unroll,unroll_2,pipeline_1,pipeline,2.5,1.0,True
workload_286.cpp,xczu7ev-ffvc1156-2-e,10.0,22.78376,82,1,1,3,5,block_2_2,complete_1,cyclic_8_1,complete_1,block_4_1,unroll_2,pipeline,unroll,unroll,pipeline_1,unroll_4,2.5,0.9994903127167797,False
workload_287.cpp,xczu7ev-ffvc1156-2-e,10.0,22.38376,83,1,1,3,5,cyclic_2_2,complete_2,block_4_1,cyclic_4_1,cyclic_8_1,unroll_2,pipeline,unroll,unroll_2,pipeline_1,pipeline_1,2.5,1.0,True
workload_288.cpp,xczu7ev-ffvc1156-2-e,10.0,22.38376,88,1,1,3,5,complete_2,block_8_2,block_4_1,cyclic_4_1,cyclic_8_1,unroll_2,pipeline,unroll,unroll_2,pipeline_1,pipeline,2.5,1.0,True
workload_289.cpp,xczu7ev-ffvc1156-2-e,10.0,22.38376,87,1,1,3,5,cyclic_2_2,block_8_2,block_4_1,block_4_1,cyclic_8_1,unroll_2,pipeline,unroll,unroll_4,unroll_4,unroll_8,2.5,1.0,True
