Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,OuterLoop_1,OuterLoop_2,OuterLoop_3,OuterLoop_4,InnerLoop_1_1,InnerLoop_1_2,InnerLoop_1_3,InnerLoop_1_4,InnerLoop_2_1,Area,Weight,is_pareto
stencil3d_122.c,xczu7ev-ffvc1156-2-e,10.0,0.35432,39,1,3,1,4,unroll_16,unroll_2,pipeline,unroll_2,pipeline,pipeline,unroll_8,pipeline,pipeline,2.25,0.5848367582209003,False
stencil3d_123.c,xczu7ev-ffvc1156-2-e,10.0,0.28748,52,1,11,1,10,pipeline_1,unroll_2,pipeline,unroll_8,pipeline,unroll_2,unroll_2,pipeline_1,unroll,5.75,0.7587391607701379,False
stencil3d_124.c,xczu7ev-ffvc1156-2-e,10.0,0.2814,69,1,13,1,13,unroll,pipeline,unroll_8,unroll_8,pipeline_1,unroll,pipeline_1,pipeline_1,pipeline_1,7.0,0.8011369815045898,False
stencil3d_125.c,xczu7ev-ffvc1156-2-e,10.0,0.58091,33,1,1,1,2,pipeline_1,unroll_2,unroll_2,unroll_2,pipeline,pipeline_1,unroll_2,unroll_4,unroll_2,1.25,0.16729169912391967,False
stencil3d_126.c,xczu7ev-ffvc1156-2-e,10.0,0.35171,36,1,3,1,5,unroll_16,pipeline_1,unroll_8,unroll_2,pipeline,unroll_2,unroll_4,pipeline,unroll_2,2.5,0.5891272110416274,False
stencil3d_127.c,xczu7ev-ffvc1156-2-e,10.0,0.28216,90,1,13,2,21,unroll,unroll_8,unroll_8,unroll_8,pipeline,unroll,unroll,pipeline_1,pipeline_1,9.25,0.7745928816151872,False
stencil3d_128.c,xczu7ev-ffvc1156-2-e,10.0,0.29175,52,1,13,1,12,unroll_4,unroll_8,pipeline,unroll_8,pipeline,unroll_2,pipeline_1,pipeline_1,pipeline_1,6.75,0.7488093315894891,False
stencil3d_129.c,xczu7ev-ffvc1156-2-e,10.0,0.28509,55,1,13,1,11,pipeline_1,unroll_2,unroll_8,unroll_8,pipeline,pipeline_1,pipeline_1,pipeline_1,pipeline,6.5,0.7766231760646897,False
stencil3d_130.c,xczu7ev-ffvc1156-2-e,10.0,0.60387,40,1,2,1,5,unroll,unroll_2,pipeline_1,unroll_4,pipeline,unroll_8,pipeline_1,unroll_2,pipeline,2.25,0.13668779854267393,False
stencil3d_131.c,xczu7ev-ffvc1156-2-e,10.0,0.53834,32,1,1,1,3,pipeline_1,pipeline,unroll_2,unroll_2,unroll_2,pipeline,unroll_4,unroll_4,unroll_4,1.5,0.2518998094084046,False
stencil3d_132.c,xczu7ev-ffvc1156-2-e,10.0,0.34486,38,1,2,1,3,pipeline_1,pipeline_1,pipeline,unroll_2,pipeline_1,unroll,unroll,pipeline,unroll,1.75,1.0,True
stencil3d_133.c,xczu7ev-ffvc1156-2-e,10.0,0.32345,52,1,15,1,12,unroll_4,pipeline_1,pipeline_1,unroll_2,pipeline,unroll_2,pipeline,unroll_4,unroll,7.25,0.6241236319263016,False
stencil3d_134.c,xczu7ev-ffvc1156-2-e,10.0,0.28761,53,1,12,1,11,unroll_8,pipeline_1,unroll_2,unroll_8,unroll_4,unroll,unroll_8,pipeline_1,unroll_2,6.25,0.7613607104529763,False
stencil3d_135.c,xczu7ev-ffvc1156-2-e,10.0,0.23665,269,1,44,3,30,unroll_8,unroll_2,unroll_8,pipeline,pipeline,unroll_2,unroll_4,pipeline_1,unroll_2,19.5,0.7212389057360189,False
stencil3d_136.c,xczu7ev-ffvc1156-2-e,10.0,0.22902,290,1,35,2,27,unroll_8,pipeline,unroll_8,pipeline_1,pipeline_1,unroll,unroll_4,pipeline,unroll_2,16.25,0.8255641670039853,False
stencil3d_137.c,xczu7ev-ffvc1156-2-e,10.0,0.2245,299,1,22,2,25,unroll,unroll_4,pipeline_1,pipeline,pipeline,unroll,unroll,unroll_8,unroll,12.5,0.9419781948140418,False
stencil3d_138.c,xczu7ev-ffvc1156-2-e,10.0,0.2235,278,1,53,3,31,pipeline_1,pipeline,unroll_2,pipeline_1,unroll_2,unroll_4,unroll_8,unroll_4,unroll_4,22.0,0.6952972515001163,False
stencil3d_139.c,xczu7ev-ffvc1156-2-e,10.0,0.23332,296,1,53,3,32,unroll_4,unroll_8,unroll_2,pipeline_1,pipeline,unroll_8,pipeline_1,unroll_4,unroll_4,22.25,0.6648754425784831,False
stencil3d_140.c,xczu7ev-ffvc1156-2-e,10.0,0.52752,45,1,2,1,4,unroll,pipeline,unroll_4,unroll_2,pipeline_1,pipeline,pipeline,unroll_4,pipeline,2.0,0.2778163699762485,False
stencil3d_141.c,xczu7ev-ffvc1156-2-e,10.0,0.22976,302,1,21,2,26,pipeline_1,unroll,unroll_2,pipeline,unroll_8,unroll_8,unroll_4,unroll_2,unroll,12.5,0.923043240030755,False
stencil3d_142.c,xczu7ev-ffvc1156-2-e,10.0,0.45739,49,1,5,1,7,unroll,pipeline,pipeline,unroll_2,pipeline,unroll,unroll,unroll_8,pipeline_1,3.5,0.3845820392770354,False
stencil3d_143.c,xczu7ev-ffvc1156-2-e,10.0,0.30236,45,1,10,1,5,pipeline_1,unroll_2,unroll_2,unroll_2,pipeline,unroll_2,unroll_2,unroll_2,unroll,4.25,0.7167002005307909,False
stencil3d_144.c,xczu7ev-ffvc1156-2-e,10.0,0.57366,116,1,1,2,11,unroll_2,pipeline,unroll_4,unroll_4,unroll_8,pipeline,pipeline_1,unroll,unroll_2,3.75,0.1794397191491397,False
stencil3d_145.c,xczu7ev-ffvc1156-2-e,10.0,0.29077,50,1,12,1,10,pipeline_1,unroll_2,unroll_2,unroll_8,pipeline,pipeline_1,unroll_2,pipeline_1,unroll_2,6.0,0.7453927140267919,False
stencil3d_146.c,xczu7ev-ffvc1156-2-e,10.0,0.34835,34,1,3,1,4,unroll_8,pipeline_1,pipeline,unroll_2,pipeline_1,unroll_2,unroll_4,pipeline,unroll_2,2.25,0.5996292536891626,False
stencil3d_147.c,xczu7ev-ffvc1156-2-e,10.0,0.56623,80,1,20,2,14,pipeline,unroll_2,unroll_8,unroll_2,pipeline,unroll_2,pipeline_1,unroll,pipeline,9.25,0.16608168304751045,False
stencil3d_148.c,xczu7ev-ffvc1156-2-e,10.0,0.2245,296,1,22,2,25,unroll,unroll_4,pipeline,pipeline,pipeline,unroll,unroll_8,unroll_8,unroll,12.5,0.9419781948140418,False
stencil3d_149.c,xczu7ev-ffvc1156-2-e,10.0,0.31587,64,1,12,1,11,unroll,unroll_2,pipeline,unroll_4,pipeline,unroll_8,unroll,unroll_2,unroll,6.25,0.6590084127611984,False
stencil3d_150.c,xczu7ev-ffvc1156-2-e,10.0,0.28215,65,1,13,1,13,unroll,pipeline_1,pipeline,unroll_8,pipeline_1,unroll,unroll_8,pipeline_1,pipeline_1,7.0,0.7975381767347566,False
stencil3d_151.c,xczu7ev-ffvc1156-2-e,10.0,0.22222,354,1,40,2,30,pipeline,pipeline,unroll_4,pipeline,unroll_4,unroll_8,unroll,unroll,unroll,18.25,0.7920665490347645,False
stencil3d_152.c,xczu7ev-ffvc1156-2-e,10.0,0.29367,465,1,22,3,33,unroll_8,pipeline,unroll_4,unroll,pipeline,pipeline,pipeline,unroll_2,unroll,14.75,0.6043957167682472,False
stencil3d_153.c,xczu7ev-ffvc1156-2-e,10.0,0.22982,277,1,46,3,30,pipeline_1,unroll_8,unroll_2,pipeline,unroll_2,unroll_8,pipeline_1,unroll_4,unroll_4,20.0,0.7278613662898497,False
stencil3d_154.c,xczu7ev-ffvc1156-2-e,10.0,0.22446,280,1,46,3,31,unroll,pipeline,pipeline_1,pipeline,pipeline,unroll,unroll_2,unroll_8,pipeline_1,20.25,0.7356276645312633,False
stencil3d_156.c,xczu7ev-ffvc1156-2-e,10.0,0.35605,2119,1,2,5,49,pipeline_1,pipeline,unroll_4,unroll,pipeline,unroll_2,unroll_2,unroll_4,unroll,14.25,0.42515415914401156,False
stencil3d_158.c,xczu7ev-ffvc1156-2-e,10.0,0.53391,33,1,1,1,3,pipeline_1,pipeline,unroll_4,unroll_4,unroll_8,unroll_2,pipeline_1,unroll_2,unroll_4,1.5,0.2625051479756748,False
stencil3d_159.c,xczu7ev-ffvc1156-2-e,10.0,0.32953,36,1,6,1,6,unroll_4,pipeline,unroll_4,unroll_4,unroll_8,unroll_4,pipeline_1,pipeline_1,unroll_2,3.5,0.6511614781764051,False
stencil3d_160.c,xczu7ev-ffvc1156-2-e,10.0,0.32345,51,1,15,1,12,unroll_4,pipeline,pipeline_1,unroll_2,pipeline,unroll_2,pipeline,unroll_4,unroll,7.25,0.6241236319263016,False
stencil3d_161.c,xczu7ev-ffvc1156-2-e,10.0,0.45739,51,1,5,1,7,unroll,pipeline,pipeline,unroll_2,pipeline_1,unroll,unroll_2,unroll_8,pipeline_1,3.5,0.3845820392770354,False
stencil3d_162.c,xczu7ev-ffvc1156-2-e,10.0,0.2812,54,1,13,1,11,pipeline,pipeline_1,unroll_2,unroll_8,pipeline_1,unroll_2,unroll_8,pipeline_1,pipeline_1,6.5,0.7948445684060441,False
stencil3d_163.c,xczu7ev-ffvc1156-2-e,10.0,0.34486,36,1,3,1,4,pipeline_1,pipeline,pipeline,unroll_2,pipeline,pipeline_1,unroll_2,pipeline_1,unroll_2,2.25,0.6137235409996565,False
stencil3d_164.c,xczu7ev-ffvc1156-2-e,10.0,0.28761,54,1,13,1,12,unroll_8,pipeline_1,unroll_2,unroll_8,unroll_4,unroll_4,unroll_8,pipeline_1,unroll_4,6.75,0.7682302698832087,False
stencil3d_165.c,xczu7ev-ffvc1156-2-e,10.0,0.54209,86,1,1,1,8,unroll_2,unroll,unroll_2,unroll_2,unroll_8,pipeline,unroll_4,unroll,unroll_2,2.75,0.24240826817947747,False
stencil3d_166.c,xczu7ev-ffvc1156-2-e,10.0,0.50349,67,1,1,1,7,unroll,pipeline_1,pipeline,unroll_2,unroll_8,unroll,unroll_2,unroll_2,unroll_4,2.5,0.32414211424445283,False
stencil3d_167.c,xczu7ev-ffvc1156-2-e,10.0,0.57238,123,1,1,2,11,unroll_2,pipeline_1,unroll_8,unroll_4,unroll_8,unroll_4,pipeline_1,unroll,unroll_2,3.75,0.18158496088827789,False
stencil3d_168.c,xczu7ev-ffvc1156-2-e,10.0,0.23056,273,1,46,2,29,pipeline_1,unroll_4,pipeline_1,pipeline,pipeline,unroll_2,pipeline_1,unroll_8,pipeline,19.5,0.7382003445633267,False
stencil3d_169.c,xczu7ev-ffvc1156-2-e,10.0,0.2822,83,1,11,2,18,unroll,unroll_4,unroll_8,unroll_8,pipeline,unroll,unroll,pipeline_1,unroll,8.0,0.790676447541715,False
stencil3d_170.c,xczu7ev-ffvc1156-2-e,10.0,0.22222,290,1,22,2,24,pipeline_1,pipeline,unroll_4,pipeline,pipeline,unroll_8,unroll,pipeline_1,unroll,12.25,0.9561139298036452,False
stencil3d_171.c,xczu7ev-ffvc1156-2-e,10.0,0.22976,308,1,21,2,26,pipeline,unroll,unroll_2,pipeline,unroll_8,unroll_8,unroll_4,unroll_2,unroll,12.5,0.923043240030755,False
stencil3d_172.c,xczu7ev-ffvc1156-2-e,10.0,0.23472,281,1,22,1,20,pipeline_1,unroll_2,unroll_2,pipeline_1,pipeline,unroll_2,unroll_2,unroll_2,unroll,11.0,0.9371032458076742,False
stencil3d_173.c,xczu7ev-ffvc1156-2-e,10.0,0.22222,353,1,40,2,30,pipeline,pipeline,unroll_4,pipeline,unroll_2,unroll_8,unroll,unroll,unroll,18.25,0.7920665490347645,False
stencil3d_174.c,xczu7ev-ffvc1156-2-e,10.0,0.22567,289,1,44,2,30,unroll_8,pipeline_1,pipeline_1,pipeline,pipeline,unroll_2,unroll_4,pipeline,unroll_2,19.25,0.7575158316583922,False
stencil3d_175.c,xczu7ev-ffvc1156-2-e,10.0,0.22229,328,1,40,2,28,pipeline,unroll_2,pipeline,pipeline,pipeline,unroll,unroll,unroll,unroll,17.75,0.8048885264590456,False
stencil3d_176.c,xczu7ev-ffvc1156-2-e,10.0,0.28976,64,1,11,1,12,unroll,unroll_2,pipeline,unroll_8,pipeline,unroll_2,unroll_2,pipeline_1,unroll,6.25,0.7514642554779902,False
stencil3d_177.c,xczu7ev-ffvc1156-2-e,10.0,0.57126,123,1,1,2,11,unroll_2,pipeline,unroll_4,unroll_4,pipeline_1,unroll_2,pipeline,unroll,unroll_2,3.75,0.18348265896953833,False
stencil3d_178.c,xczu7ev-ffvc1156-2-e,10.0,0.45868,441,1,83,9,55,unroll,unroll_2,unroll_2,unroll_8,pipeline_1,unroll,unroll_8,unroll,pipeline_1,37.0,0.10099960007500466,False
stencil3d_179.c,xczu7ev-ffvc1156-2-e,10.0,0.35063,40,1,3,1,4,unroll_8,pipeline_1,pipeline,unroll_2,unroll_8,pipeline,unroll_4,pipeline,unroll_2,2.25,0.5918039224860675,False
stencil3d_180.c,xczu7ev-ffvc1156-2-e,10.0,0.28215,64,1,12,1,13,unroll,pipeline_1,pipeline,unroll_8,pipeline_1,unroll,unroll_8,pipeline_1,unroll_2,6.75,0.7940363428337363,False
stencil3d_181.c,xczu7ev-ffvc1156-2-e,10.0,0.28354,61,1,12,1,13,unroll_4,unroll_4,unroll_2,unroll_8,pipeline,unroll,unroll,pipeline_1,unroll_2,6.75,0.7874490880347659,False
stencil3d_182.c,xczu7ev-ffvc1156-2-e,10.0,0.2235,284,1,53,3,31,pipeline_1,pipeline,unroll_2,pipeline_1,unroll_2,pipeline,unroll_8,unroll_4,unroll_4,22.0,0.6952972515001163,False
stencil3d_183.c,xczu7ev-ffvc1156-2-e,10.0,0.2235,276,1,35,2,26,pipeline_1,pipeline,unroll_2,pipeline_1,unroll_2,unroll,unroll_8,unroll_4,unroll_2,16.0,0.8480524972005412,False
stencil3d_184.c,xczu7ev-ffvc1156-2-e,10.0,0.22784,279,1,20,1,21,pipeline_1,unroll_2,unroll_8,pipeline_1,unroll_8,unroll_4,pipeline,pipeline_1,unroll,10.75,0.974399247867179,False
stencil3d_185.c,xczu7ev-ffvc1156-2-e,10.0,0.53561,32,1,2,1,2,pipeline_1,unroll_2,unroll_2,unroll_2,pipeline,pipeline_1,unroll_2,unroll_4,pipeline_1,1.5,0.2583970783799159,False
stencil3d_186.c,xczu7ev-ffvc1156-2-e,10.0,0.23366,300,1,43,3,32,unroll_2,unroll,unroll_4,pipeline,unroll_8,unroll_4,pipeline_1,unroll_2,unroll_2,19.75,0.7235575311236094,False
stencil3d_187.c,xczu7ev-ffvc1156-2-e,10.0,0.29077,51,1,13,1,11,pipeline,unroll_2,unroll_2,unroll_8,unroll_2,pipeline_1,unroll_2,pipeline_1,unroll_4,6.5,0.7501755555284523,False
stencil3d_188.c,xczu7ev-ffvc1156-2-e,10.0,0.35576,34,1,2,1,3,pipeline_1,unroll_2,unroll_2,unroll_2,pipeline,pipeline_1,unroll_2,pipeline_1,unroll,1.75,0.5870009516207153,False
stencil3d_189.c,xczu7ev-ffvc1156-2-e,10.0,0.22494,289,1,22,2,24,unroll,pipeline_1,pipeline_1,pipeline,unroll_4,unroll,unroll_8,unroll_8,unroll,12.25,0.9475902056335892,False
stencil3d_190.c,xczu7ev-ffvc1156-2-e,10.0,0.22567,272,1,20,1,21,unroll_4,pipeline,pipeline,pipeline_1,pipeline,unroll_2,pipeline,pipeline_1,unroll,10.75,0.98417071568242,False
stencil3d_191.c,xczu7ev-ffvc1156-2-e,10.0,0.28829,52,1,12,1,11,unroll_8,pipeline_1,unroll_2,unroll_8,pipeline,unroll,unroll_2,pipeline_1,unroll_2,6.25,0.7582275522938631,False
stencil3d_192.c,xczu7ev-ffvc1156-2-e,10.0,0.22215,302,1,22,1,27,pipeline_1,unroll,pipeline_1,pipeline,pipeline,unroll,unroll,unroll_4,unroll,12.75,0.9419771968272967,False
stencil3d_193.c,xczu7ev-ffvc1156-2-e,10.0,0.2235,259,1,44,2,30,pipeline_1,pipeline,unroll_2,pipeline,pipeline,pipeline,unroll_8,unroll_4,unroll_2,19.25,0.7631507912256889,False
stencil3d_194.c,xczu7ev-ffvc1156-2-e,10.0,0.2307,269,1,20,1,22,unroll_4,pipeline,unroll_4,pipeline_1,unroll_4,unroll_2,unroll_8,unroll_4,unroll,11.0,0.9545358228998598,False
stencil3d_195.c,xczu7ev-ffvc1156-2-e,10.0,0.22797,312,1,40,2,28,pipeline,pipeline,unroll_4,pipeline,pipeline,unroll_8,unroll_2,unroll,unroll,17.75,0.7895296702029866,False
stencil3d_198.c,xczu7ev-ffvc1156-2-e,10.0,0.35576,32,1,3,1,3,pipeline_1,unroll_2,unroll_2,unroll_2,pipeline,pipeline_1,unroll_2,pipeline_1,pipeline_1,2.0,0.584585184773821,False
stencil3d_199.c,xczu7ev-ffvc1156-2-e,10.0,0.35576,32,1,3,1,3,pipeline_1,unroll_2,unroll_2,unroll_2,pipeline_1,pipeline_1,unroll_2,pipeline_1,unroll_2,2.0,0.584585184773821,False
stencil3d_200.c,xczu7ev-ffvc1156-2-e,10.0,0.30116,43,1,10,1,5,pipeline_1,unroll_2,unroll_2,unroll_2,pipeline,unroll_4,unroll_2,unroll_2,unroll,4.25,0.720016042030084,False
stencil3d_201.c,xczu7ev-ffvc1156-2-e,10.0,0.58484,43,1,1,1,4,unroll_4,unroll_4,unroll_2,unroll_8,unroll_4,unroll_8,unroll,unroll_2,unroll_2,1.75,0.1619069983418979,False
stencil3d_202.c,xczu7ev-ffvc1156-2-e,10.0,0.58268,35,1,1,1,2,pipeline_1,unroll_2,unroll_2,unroll_8,pipeline,pipeline_1,unroll_2,unroll_2,unroll_2,1.25,0.1645153020101962,False
stencil3d_203.c,xczu7ev-ffvc1156-2-e,10.0,0.50131,35,1,1,1,2,pipeline,pipeline_1,pipeline_1,unroll_2,pipeline,unroll_2,unroll_2,unroll_2,unroll_4,1.25,1.0,True
stencil3d_204.c,xczu7ev-ffvc1156-2-e,10.0,0.53556,84,1,1,1,9,unroll,pipeline_1,pipeline,unroll_8,unroll_8,unroll_2,unroll_2,unroll_2,unroll_4,3.0,0.25580896317858504,False
stencil3d_205.c,xczu7ev-ffvc1156-2-e,10.0,0.34486,35,1,3,1,4,pipeline_1,pipeline,pipeline,unroll_2,pipeline,pipeline_1,unroll_2,pipeline,unroll_2,2.25,0.6137235409996565,False
stencil3d_206.c,xczu7ev-ffvc1156-2-e,10.0,0.57401,123,1,1,2,11,unroll_2,pipeline,unroll_4,unroll_4,pipeline_1,unroll_2,unroll_4,unroll,unroll_2,3.75,0.17885754114629399,False
stencil3d_207.c,xczu7ev-ffvc1156-2-e,10.0,0.55985,49,1,11,1,9,pipeline,pipeline_1,unroll_2,unroll_8,pipeline_1,unroll_2,unroll_8,unroll_4,pipeline_1,5.5,0.19705917812820628,False
stencil3d_208.c,xczu7ev-ffvc1156-2-e,10.0,0.28219,69,1,11,1,13,unroll,unroll_4,pipeline_1,unroll_8,pipeline,unroll,unroll,pipeline_1,unroll,6.5,0.7902007722688523,False
stencil3d_209.c,xczu7ev-ffvc1156-2-e,10.0,0.50755,41,1,1,1,3,pipeline_1,unroll,unroll_2,unroll_2,unroll_8,unroll_2,pipeline,unroll_2,unroll_4,1.5,0.32626624942519944,False
stencil3d_210.c,xczu7ev-ffvc1156-2-e,10.0,0.32953,42,1,6,1,6,unroll_4,pipeline,unroll_4,unroll_4,unroll_8,unroll_2,pipeline_1,pipeline_1,unroll_2,3.5,0.6511614781764051,False
stencil3d_211.c,xczu7ev-ffvc1156-2-e,10.0,0.34725,49,1,2,1,5,unroll,unroll_2,pipeline,unroll_2,pipeline,unroll,unroll_2,pipeline_1,unroll,2.25,0.6040565260208455,False
stencil3d_212.c,xczu7ev-ffvc1156-2-e,10.0,0.60906,54,1,1,1,8,unroll,pipeline_1,pipeline,unroll_8,pipeline,unroll,unroll_8,unroll_4,unroll_2,2.75,0.13102591952590886,False
stencil3d_213.c,xczu7ev-ffvc1156-2-e,10.0,0.22684,268,1,20,1,21,unroll_4,pipeline,unroll_2,pipeline_1,pipeline,unroll_2,pipeline,unroll_4,unroll,10.75,0.978895483151405,False
stencil3d_214.c,xczu7ev-ffvc1156-2-e,10.0,0.22218,278,1,22,1,22,pipeline_1,pipeline,pipeline,pipeline,pipeline,unroll_8,unroll,pipeline_1,unroll,11.5,0.9779781670153057,False
stencil3d_215.c,xczu7ev-ffvc1156-2-e,10.0,0.2235,279,1,35,2,26,pipeline_1,pipeline,unroll_2,pipeline_1,unroll_2,unroll,unroll_8,pipeline_1,unroll_2,16.0,0.8480524972005412,False
stencil3d_216.c,xczu7ev-ffvc1156-2-e,10.0,0.33162,46,1,6,1,8,unroll_8,unroll_8,unroll_2,unroll_4,pipeline,unroll,unroll_2,pipeline_1,unroll_2,4.0,0.6413990255505873,False
stencil3d_217.c,xczu7ev-ffvc1156-2-e,10.0,0.22683,302,1,59,3,37,unroll_2,unroll,pipeline,pipeline,pipeline,pipeline,unroll_4,unroll,unroll_2,25.0,0.6178176398468058,False
stencil3d_218.c,xczu7ev-ffvc1156-2-e,10.0,0.31833,174,1,34,3,29,pipeline_1,unroll_2,pipeline_1,unroll_8,pipeline,unroll_2,unroll_2,unroll_4,unroll,16.75,0.48817123312344124,False
stencil3d_219.c,xczu7ev-ffvc1156-2-e,10.0,0.2237,299,1,46,3,31,unroll,pipeline,unroll_8,pipeline,pipeline_1,unroll_8,pipeline_1,pipeline_1,pipeline_1,20.25,0.7375497847306028,False
stencil3d_220.c,xczu7ev-ffvc1156-2-e,10.0,0.34486,42,1,2,1,3,pipeline_1,pipeline_1,pipeline,unroll_2,pipeline_1,unroll,unroll,pipeline_1,unroll,1.75,1.0,True
stencil3d_221.c,xczu7ev-ffvc1156-2-e,10.0,0.53262,75,1,1,1,8,pipeline,unroll_2,pipeline,unroll_2,pipeline,unroll,unroll_2,unroll,unroll_2,2.75,0.26336587035906406,False
stencil3d_222.c,xczu7ev-ffvc1156-2-e,10.0,0.22827,353,1,40,2,29,pipeline_1,unroll_2,unroll_2,pipeline,pipeline,pipeline_1,unroll,unroll,unroll,18.0,0.7822724077346673,False
stencil3d_223.c,xczu7ev-ffvc1156-2-e,10.0,0.27991,60,1,11,1,11,pipeline_1,unroll_4,pipeline,unroll_8,pipeline,unroll,unroll,pipeline_1,unroll,6.0,0.7929587322853457,False
stencil3d_224.c,xczu7ev-ffvc1156-2-e,10.0,0.22648,292,1,20,2,23,pipeline_1,unroll,unroll_8,pipeline_1,unroll_8,unroll_2,pipeline,pipeline_1,unroll,11.5,0.9621938972765794,False
stencil3d_225.c,xczu7ev-ffvc1156-2-e,10.0,0.29474,43,1,10,1,6,pipeline,pipeline,unroll_2,unroll_2,pipeline_1,unroll_2,unroll_2,unroll_2,unroll,4.5,0.7357528828733334,False
stencil3d_226.c,xczu7ev-ffvc1156-2-e,10.0,0.31812,169,1,25,3,24,unroll,unroll_4,unroll_2,unroll_2,unroll_8,unroll,unroll,unroll_8,unroll,13.25,0.5634572703524187,False
stencil3d_227.c,xczu7ev-ffvc1156-2-e,10.0,0.22234,274,1,22,2,24,pipeline_1,unroll_2,unroll_4,pipeline,pipeline,unroll,unroll,pipeline_1,unroll,12.25,0.9557666113726095,False
stencil3d_228.c,xczu7ev-ffvc1156-2-e,10.0,0.29592,51,1,12,1,10,unroll_4,unroll_2,unroll_2,unroll_8,pipeline,unroll_2,unroll_2,pipeline_1,unroll_2,6.0,0.7248031865788069,False
stencil3d_229.c,xczu7ev-ffvc1156-2-e,10.0,0.29556,81,1,13,2,17,pipeline_1,unroll_2,unroll,unroll_8,pipeline,pipeline_1,unroll_8,pipeline_1,pipeline_1,8.25,0.7352337917514928,False
stencil3d_230.c,xczu7ev-ffvc1156-2-e,10.0,0.56777,123,1,1,2,11,pipeline_1,pipeline,unroll_4,unroll_4,pipeline_1,unroll_2,pipeline,unroll,unroll_2,3.75,0.189516975880154,False
stencil3d_231.c,xczu7ev-ffvc1156-2-e,10.0,0.22979,282,1,22,1,21,pipeline_1,unroll_2,pipeline_1,pipeline_1,pipeline,unroll_2,unroll_2,unroll_2,unroll,11.25,0.9513637034868382,False
stencil3d_232.c,xczu7ev-ffvc1156-2-e,10.0,0.22227,316,1,22,2,28,pipeline_1,unroll,unroll_2,pipeline,unroll_8,unroll,unroll,unroll_4,unroll,13.25,0.927420484669622,False
stencil3d_233.c,xczu7ev-ffvc1156-2-e,10.0,0.22729,305,1,22,2,26,unroll,pipeline_1,unroll_8,pipeline,unroll_4,unroll,unroll_8,unroll_8,unroll,12.75,0.9255687808639389,False
stencil3d_234.c,xczu7ev-ffvc1156-2-e,10.0,0.22991,270,1,20,1,21,unroll_4,pipeline,pipeline_1,pipeline_1,unroll_2,unroll_2,pipeline,unroll_4,unroll,10.75,0.9651286780537326,False
stencil3d_235.c,xczu7ev-ffvc1156-2-e,10.0,0.22579,257,1,22,1,22,unroll_2,unroll_2,pipeline,pipeline,pipeline,unroll,unroll,pipeline_1,unroll,11.5,0.9651155324691268,False
stencil3d_236.c,xczu7ev-ffvc1156-2-e,10.0,0.22619,252,1,21,1,21,unroll_8,pipeline,unroll_4,pipeline,pipeline,pipeline,pipeline,unroll_2,unroll,11.0,0.9744151423104782,False
stencil3d_238.c,xczu7ev-ffvc1156-2-e,10.0,0.34714,42,1,2,1,5,unroll,pipeline,pipeline,unroll_2,pipeline,unroll,unroll_2,pipeline_1,unroll,2.25,0.6045000220386523,False
stencil3d_239.c,xczu7ev-ffvc1156-2-e,10.0,0.33018,42,1,6,1,6,unroll_4,pipeline,unroll_2,unroll_4,unroll_8,unroll_4,pipeline_1,pipeline_1,unroll_2,3.5,0.6497463456277912,False
stencil3d_240.c,xczu7ev-ffvc1156-2-e,10.0,0.28717,55,1,11,1,10,pipeline,unroll_2,unroll_2,unroll_8,pipeline,pipeline_1,unroll_8,pipeline_1,unroll,5.75,0.7599720162581582,False
stencil3d_241.c,xczu7ev-ffvc1156-2-e,10.0,0.28748,55,1,11,1,10,pipeline_1,unroll_2,pipeline,unroll_8,pipeline_1,unroll_2,unroll_2,pipeline_1,unroll,5.75,0.7587391607701379,False
stencil3d_242.c,xczu7ev-ffvc1156-2-e,10.0,0.34716,68,1,3,1,9,unroll,unroll_2,pipeline,unroll_2,unroll_8,unroll,unroll_2,pipeline_1,unroll_4,3.5,0.6120760307409817,False
stencil3d_243.c,xczu7ev-ffvc1156-2-e,10.0,0.50131,34,1,1,1,2,pipeline,pipeline_1,pipeline_1,unroll_2,unroll_8,unroll_2,unroll_2,unroll_2,unroll_4,1.25,1.0,True
stencil3d_244.c,xczu7ev-ffvc1156-2-e,10.0,0.57671,33,1,1,1,3,pipeline_1,pipeline_1,unroll_2,unroll_8,pipeline,pipeline_1,unroll_2,unroll_2,unroll_2,1.5,0.1745371322918592,False
stencil3d_245.c,xczu7ev-ffvc1156-2-e,10.0,0.28215,65,1,12,1,13,unroll,pipeline_1,pipeline,unroll_8,pipeline,unroll,unroll_8,pipeline_1,unroll_2,6.75,0.7940363428337363,False
stencil3d_246.c,xczu7ev-ffvc1156-2-e,10.0,0.33078,78,1,6,1,11,pipeline_1,unroll,unroll_2,unroll_4,unroll_4,unroll_8,unroll_4,pipeline_1,unroll_2,4.75,0.6349144192917751,False
stencil3d_247.c,xczu7ev-ffvc1156-2-e,10.0,0.54341,75,1,1,1,7,pipeline,unroll_2,unroll_2,unroll_2,pipeline,pipeline_1,unroll_2,unroll,unroll_2,2.5,0.24005406101353033,False
stencil3d_248.c,xczu7ev-ffvc1156-2-e,10.0,0.34483,79,1,2,1,8,pipeline_1,unroll,pipeline,unroll_2,pipeline_1,unroll,unroll,pipeline,unroll,3.0,1.0,True
