Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,OuterLoop_1,OuterLoop_2,InnerLoop_1_1,Area,Weight,is_pareto
workload_1217.cpp,xcu200-fsgd2104-2-e,3.33,1848.02894784,610,1,1,3,4,unroll_8,unroll,unroll_16,2.25,0.429159553071051,False
workload_1218.cpp,xcu200-fsgd2104-2-e,3.33,2980.6611552000004,283,1,1,2,3,unroll_16,unroll,unroll_4,1.75,0.2325893719865462,False
workload_1219.cpp,xcu200-fsgd2104-2-e,3.33,2529.37188621,64,1,1,1,1,unroll_4,unroll_2,unroll_2,1.0,0.32664516925133086,False
workload_1220.cpp,xcu200-fsgd2104-2-e,3.33,403.25309325,96,1,1,3,4,unroll_16,unroll_8,pipeline,2.25,0.6703199269580911,False
workload_1221.cpp,xcu200-fsgd2104-2-e,3.33,403.27695936,189,1,1,6,7,unroll_32,unroll,pipeline,3.75,0.3735391521537106,False
workload_1222.cpp,xcu200-fsgd2104-2-e,3.33,403.25309325,98,1,1,3,4,unroll_16,unroll_16,pipeline_1,2.25,0.6703199269580911,False
workload_1224.cpp,xcu200-fsgd2104-2-e,3.33,403.27696269,190,1,1,6,7,unroll_32,unroll_4,pipeline_1,3.75,0.3735391521535658,False
workload_1225.cpp,xcu200-fsgd2104-2-e,3.33,403.27696269,196,1,1,6,7,unroll_32,unroll_4,pipeline,3.75,0.3735391521535658,False
workload_1226.cpp,xcu200-fsgd2104-2-e,3.33,402.91892109,46,1,1,1,1,unroll_2,unroll_16,pipeline_1,1.0,0.9999999985957538,False
workload_1227.cpp,xcu200-fsgd2104-2-e,3.33,403.20535104,68,1,1,1,2,unroll_8,unroll,pipeline_1,1.25,0.9280738778365487,False
workload_1228.cpp,xcu200-fsgd2104-2-e,3.33,403.10987328,53,1,1,1,1,unroll_4,unroll,pipeline_1,1.0,0.9999194767171257,False
workload_1229.cpp,xcu200-fsgd2104-2-e,3.33,403.27696269,196,1,1,6,7,unroll_32,unroll_8,pipeline_1,3.75,0.3735391521535658,False
workload_1230.cpp,xcu200-fsgd2104-2-e,3.33,4581.67997709,801,1,1,3,4,unroll_2,unroll_8,unroll_32,2.25,0.10000000000000003,False
workload_1231.cpp,xcu200-fsgd2104-2-e,3.33,2980.66115853,279,1,1,2,3,unroll_16,unroll_8,unroll_4,1.75,0.23258937145829806,False
workload_1232.cpp,xcu200-fsgd2104-2-e,3.33,403.28889741,633,1,1,12,14,unroll_64,unroll_8,pipeline_1,7.0,0.10039764057417581,False
workload_1236.cpp,xcu200-fsgd2104-2-e,3.33,403.10987661,58,1,1,1,1,unroll_4,unroll_8,pipeline_1,1.0,0.9999194753129423,False
workload_1237.cpp,xcu200-fsgd2104-2-e,3.33,3164.85821376,100,1,1,1,1,unroll_8,unroll,unroll_2,1.0,0.2121137272083125,False
workload_1238.cpp,xcu200-fsgd2104-2-e,3.33,3164.85821709,99,1,1,1,1,unroll_8,unroll_2,unroll_2,1.0,0.2121137267126897,False
workload_1239.cpp,xcu200-fsgd2104-2-e,3.33,3161.38009869,89,1,1,1,1,unroll_4,unroll_4,unroll_4,1.0,0.2126319924572656,False
workload_1240.cpp,xcu200-fsgd2104-2-e,3.33,402.91891776,54,1,1,1,1,unroll_2,unroll,pipeline_1,1.0,1.0,True
workload_1241.cpp,xcu200-fsgd2104-2-e,3.33,403.10987661,59,1,1,1,1,unroll_4,unroll_4,pipeline,1.0,0.9999194753129423,False
workload_1242.cpp,xcu200-fsgd2104-2-e,3.33,2529.37188621,69,1,1,1,1,unroll_4,unroll_16,unroll_2,1.0,0.32664516925133086,False
workload_1243.cpp,xcu200-fsgd2104-2-e,3.33,3402.33868557,66,1,1,1,1,unroll_2,unroll_16,unroll_4,1.0,0.1795539636768688,False
workload_1244.cpp,xcu200-fsgd2104-2-e,3.33,2529.37188288,66,1,1,1,1,unroll_4,unroll,unroll_2,1.0,0.32664516995601617,False
workload_1245.cpp,xcu200-fsgd2104-2-e,3.33,3040.90080525,132,1,1,1,2,unroll_8,unroll_16,unroll_4,1.25,0.23039905854731263,False
workload_1248.cpp,xcu200-fsgd2104-2-e,3.33,3040.90080525,137,1,1,1,2,unroll_8,unroll_8,unroll_4,1.25,0.23039905854731263,False
workload_1249.cpp,xcu200-fsgd2104-2-e,3.33,3161.38009869,87,1,1,1,1,unroll_4,unroll_2,unroll_4,1.0,0.2126319924572656,False
workload_1250.cpp,xcu200-fsgd2104-2-e,3.33,4076.24799501,102,1,1,1,1,unroll_2,unroll_8,unroll_8,1.0,0.11749660317936624,False
workload_1251.cpp,xcu200-fsgd2104-2-e,3.33,3161.3800953600003,88,1,1,1,1,unroll_4,unroll,unroll_4,1.0,0.21263199295403268,False
workload_1252.cpp,xcu200-fsgd2104-2-e,3.33,4076.24799501,100,1,1,1,1,unroll_2,unroll_2,unroll_8,1.0,0.11749660317936624,False
workload_1254.cpp,xcu200-fsgd2104-2-e,3.33,403.25308992,102,1,1,3,4,unroll_16,unroll,pipeline,2.25,0.67031992695852,False
workload_1255.cpp,xcu200-fsgd2104-2-e,3.33,3482.60138253,185,1,1,1,2,unroll_16,unroll_8,unroll_2,1.25,0.16923289694645516,False
workload_1257.cpp,xcu200-fsgd2104-2-e,3.33,403.25309325,104,1,1,3,4,unroll_16,unroll_8,pipeline_1,2.25,0.6703199269580911,False
workload_1260.cpp,xcu200-fsgd2104-2-e,3.33,3040.90080525,125,1,1,1,2,unroll_8,unroll_2,unroll_4,1.25,0.23039905854731263,False
workload_1261.cpp,xcu200-fsgd2104-2-e,3.33,4076.24799501,97,1,1,1,1,unroll_2,unroll_4,unroll_8,1.0,0.11749660317936624,False
workload_1262.cpp,xcu200-fsgd2104-2-e,3.33,2245.65290253,221,1,1,2,3,unroll_8,unroll_8,unroll_8,1.75,0.3735227065569129,False
workload_1265.cpp,xcu200-fsgd2104-2-e,3.33,2855.85126669,126,1,1,1,2,unroll_4,unroll_8,unroll_8,1.25,0.2617165121680019,False
workload_1266.cpp,xcu200-fsgd2104-2-e,3.33,3040.90080192,127,1,1,1,2,unroll_8,unroll,unroll_4,1.25,0.23039905908066616,False
workload_1268.cpp,xcu200-fsgd2104-2-e,3.33,2855.85126669,125,1,1,1,2,unroll_4,unroll_4,unroll_8,1.25,0.2617165121680019,False
workload_1269.cpp,xcu200-fsgd2104-2-e,3.33,3402.3386822400003,63,1,1,1,1,unroll_2,unroll,unroll_4,1.0,0.1795539640943653,False
workload_1270.cpp,xcu200-fsgd2104-2-e,3.33,1258.3992211200002,52,1,1,1,1,unroll_2,unroll,unroll_2,1.0,0.6753983996694911,False
workload_1272.cpp,xcu200-fsgd2104-2-e,3.33,2855.85126669,131,1,1,1,2,unroll_4,unroll_16,unroll_8,1.25,0.2617165121680019,False
workload_1273.cpp,xcu200-fsgd2104-2-e,3.33,3161.38009869,82,1,1,1,1,unroll_4,unroll_16,unroll_4,1.0,0.2126319924572656,False
workload_1275.cpp,xcu200-fsgd2104-2-e,3.33,2855.85126669,130,1,1,1,2,unroll_4,unroll_2,unroll_8,1.25,0.2617165121680019,False
workload_1276.cpp,xcu200-fsgd2104-2-e,3.33,2855.8512633600003,133,1,1,1,2,unroll_4,unroll,unroll_8,1.25,0.26171651276175756,False
workload_1277.cpp,xcu200-fsgd2104-2-e,3.33,3482.60138253,175,1,1,1,2,unroll_16,unroll_16,unroll_2,1.25,0.16923289694645516,False
workload_1281.cpp,xcu200-fsgd2104-2-e,3.33,4076.24799168,97,1,1,1,1,unroll_2,unroll,unroll_8,1.0,0.11749660337515999,False
workload_1286.cpp,xcu200-fsgd2104-2-e,3.33,2703.0868473600003,311,1,1,2,3,unroll_4,unroll,unroll_16,1.75,0.2801560329115374,False
