Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,OuterLoop_1,OuterLoop_2,InnerLoop_1_1,InnerLoop_1_2,InnerLoop_1_3,Area,Weight,is_pareto
workload_379.cpp,xczu7ev-ffvc1156-2-e,10.0,5846.27201,281,30,1,4,16,cyclic_2_1,block_16_1,block_2_1,unroll_32,unroll_2,unroll_2,unroll,unroll,12.75,0.6295573048798452,False
workload_380.cpp,xczu7ev-ffvc1156-2-e,10.0,6936.79281,429,31,1,4,16,cyclic_4_1,block_2_1,block_4_1,unroll_32,unroll_2,unroll_4,unroll_2,unroll,13.0,0.5358209905541529,False
workload_381.cpp,xczu7ev-ffvc1156-2-e,10.0,1705.65793,258,66,1,6,29,cyclic_4_1,cyclic_64_1,block_4_1,unroll_16,unroll_2,pipeline_1,unroll,unroll_2,25.5,0.688308225509872,False
workload_382.cpp,xczu7ev-ffvc1156-2-e,10.0,1712.11025,199,62,1,26,31,block_2_1,block_32_1,block_2_1,unroll_16,unroll_2,pipeline_1,unroll_4,unroll_2,30.0,0.5799566005221115,False
workload_383.cpp,xczu7ev-ffvc1156-2-e,10.0,1882.48337,134,63,1,4,15,block_2_1,block_64_1,block_32_1,unroll_2,unroll_2,pipeline_1,unroll_4,unroll_2,20.75,0.813689760237395,False
workload_384.cpp,xczu7ev-ffvc1156-2-e,10.0,2046.32393,174,92,1,3,18,cyclic_16_1,block_32_1,cyclic_32_1,unroll_4,unroll_4,pipeline,unroll_2,unroll_2,28.5,0.6139235035566789,False
workload_385.cpp,xczu7ev-ffvc1156-2-e,10.0,1712.66209,172,61,1,9,14,block_2_1,cyclic_4_1,block_2_1,unroll_4,unroll_4,pipeline_1,unroll,unroll_2,21.25,0.8007483703357755,False
workload_386.cpp,xczu7ev-ffvc1156-2-e,10.0,9112.59753,427,30,1,19,37,block_2_1,cyclic_4_1,block_2_1,unroll_16,unroll_4,unroll_4,unroll_4,unroll,21.75,0.33421329437915626,False
workload_387.cpp,xczu7ev-ffvc1156-2-e,10.0,1878.55177,114,76,1,3,10,cyclic_8_1,block_8_1,block_4_1,unroll_4,unroll_4,pipeline,unroll_2,unroll_2,22.5,0.7662465953312826,False
workload_388.cpp,xczu7ev-ffvc1156-2-e,10.0,4656.29361,149,48,1,2,17,cyclic_16_1,block_64_1,block_2_1,unroll_2,unroll_2,unroll_4,unroll_2,unroll,17.0,0.681539848845497,False
workload_389.cpp,xczu7ev-ffvc1156-2-e,10.0,3889.36865,434,30,1,5,21,cyclic_2_1,block_32_1,block_2_1,unroll_32,unroll_2,unroll_4,unroll,unroll_2,14.25,0.7841716151553865,False
workload_390.cpp,xczu7ev-ffvc1156-2-e,10.0,2993.47633,483,30,1,4,19,cyclic_4_1,block_2_1,block_2_1,unroll,unroll_2,unroll_4,unroll_2,unroll,13.5,0.8584814111307615,False
workload_392.cpp,xczu7ev-ffvc1156-2-e,10.0,1712.10961,209,62,1,27,33,block_2_1,block_32_1,block_2_1,unroll_16,unroll_2,pipeline_1,unroll_4,unroll_4,30.75,0.5629653316027695,False
workload_393.cpp,xczu7ev-ffvc1156-2-e,10.0,3889.36801,439,30,1,5,22,cyclic_2_1,block_32_1,block_2_1,unroll_32,unroll_2,unroll_4,unroll,unroll_4,14.5,0.7798691474019567,False
workload_394.cpp,xczu7ev-ffvc1156-2-e,10.0,2046.46561,454,76,1,9,35,cyclic_8_1,cyclic_2_1,block_32_1,unroll_32,unroll_2,pipeline_1,unroll,unroll_2,30.25,0.5734943445831742,False
workload_395.cpp,xczu7ev-ffvc1156-2-e,10.0,7162.23665,371,37,1,5,33,cyclic_16_1,cyclic_4_1,block_2_1,unroll_32,unroll_2,unroll_2,unroll_2,unroll,19.0,0.47647982709172854,False
workload_396.cpp,xczu7ev-ffvc1156-2-e,10.0,14171.99881,192,31,8,8,20,block_4_1,block_32_1,block_2_1,unroll_8,unroll_4,unroll_2,unroll_2,unroll_4,16.75,0.14076918498019833,False
workload_398.cpp,xczu7ev-ffvc1156-2-e,10.0,1705.37121,99,62,1,2,7,cyclic_2_1,block_8_1,block_2_1,unroll_2,unroll_2,pipeline_1,unroll,unroll_2,18.0,0.8895693058951345,False
workload_399.cpp,xczu7ev-ffvc1156-2-e,10.0,3707.33233,104,31,1,2,8,cyclic_4_1,block_16_1,block_2_1,unroll_2,unroll_2,unroll_4,unroll_2,unroll,10.5,0.8480070679854772,False
workload_400.cpp,xczu7ev-ffvc1156-2-e,10.0,2046.32393,146,92,1,3,13,cyclic_16_1,cyclic_4_1,block_16_1,unroll_4,unroll_4,pipeline,unroll_2,unroll_2,27.25,0.6437793660233092,False
workload_401.cpp,xczu7ev-ffvc1156-2-e,10.0,3875.02345,156,31,1,3,16,cyclic_2_1,block_32_1,cyclic_16_1,unroll_4,unroll_4,unroll_4,unroll_2,unroll_4,12.75,0.8085351090529425,False
workload_402.cpp,xczu7ev-ffvc1156-2-e,10.0,1705.65961,173,66,1,6,15,cyclic_4_1,cyclic_4_1,block_4_1,unroll_16,unroll_4,pipeline_1,unroll_2,unroll_2,22.0,0.7801788116110726,False
workload_403.cpp,xczu7ev-ffvc1156-2-e,10.0,1714.71009,155,61,1,6,12,block_2_1,cyclic_4_1,block_2_1,unroll_2,unroll_4,pipeline_1,unroll,unroll_2,20.0,0.8356736269059836,False
workload_404.cpp,xczu7ev-ffvc1156-2-e,10.0,1705.65905,165,61,1,6,14,cyclic_2_1,cyclic_2_1,block_2_1,unroll_16,unroll_2,pipeline_1,unroll_4,unroll_2,20.5,0.8215754036958959,False
workload_405.cpp,xczu7ev-ffvc1156-2-e,10.0,5909.20017,149,34,1,3,14,cyclic_8_1,block_8_1,block_2_1,unroll_16,unroll_2,unroll_2,unroll_2,unroll_2,13.0,0.622562598141918,False
workload_407.cpp,xczu7ev-ffvc1156-2-e,10.0,1878.55185,105,91,1,2,11,cyclic_16_1,block_32_1,block_2_1,unroll_4,unroll_2,pipeline_1,unroll_2,unroll_2,26.25,0.6693450518992485,False
workload_408.cpp,xczu7ev-ffvc1156-2-e,10.0,1878.69521,264,76,1,9,26,cyclic_8_1,block_8_1,block_4_1,unroll_32,unroll_2,pipeline,unroll_2,unroll_2,28.0,0.6266541168159827,False
workload_409.cpp,xczu7ev-ffvc1156-2-e,10.0,1705.65809,183,65,1,6,14,cyclic_4_1,block_2_1,block_2_1,unroll_16,unroll_2,pipeline_1,unroll_2,unroll,21.5,0.7938432441001919,False
workload_410.cpp,xczu7ev-ffvc1156-2-e,10.0,3974.63889,104,34,1,2,10,cyclic_8_1,block_16_1,block_2_1,unroll_4,unroll_2,unroll_4,unroll_2,unroll_2,11.75,0.8111778306736969,False
workload_411.cpp,xczu7ev-ffvc1156-2-e,10.0,3282.57865,113,33,1,3,10,cyclic_8_1,cyclic_4_1,block_2_1,unroll_4,unroll_4,unroll_4,unroll_2,unroll_2,11.75,0.8729974800612564,False
workload_412.cpp,xczu7ev-ffvc1156-2-e,10.0,1712.11025,182,61,1,27,27,block_2_1,cyclic_2_1,block_2_1,unroll_16,unroll_2,pipeline_1,unroll_4,unroll_2,29.0,0.6030872645591223,False
workload_413.cpp,xczu7ev-ffvc1156-2-e,10.0,1705.53505,136,66,1,3,17,cyclic_4_1,cyclic_64_1,block_2_1,unroll_4,unroll_2,pipeline_1,unroll,unroll_2,21.75,0.7869937887430903,False
workload_414.cpp,xczu7ev-ffvc1156-2-e,10.0,3282.57705,235,37,1,3,16,cyclic_16_1,cyclic_2_1,block_2_1,unroll_4,unroll_4,unroll_4,unroll_2,unroll,14.25,0.8254086313293465,False
workload_415.cpp,xczu7ev-ffvc1156-2-e,10.0,4194.83977,119,35,1,3,12,cyclic_8_1,block_8_1,cyclic_8_1,unroll_4,unroll_4,unroll_4,unroll_2,unroll_2,12.75,0.7799038378406719,False
workload_416.cpp,xczu7ev-ffvc1156-2-e,10.0,3889.36705,658,30,1,6,30,cyclic_2_1,block_32_1,block_2_1,unroll_32,unroll_4,unroll_4,unroll,unroll,16.75,0.7401144264390043,False
workload_417.cpp,xczu7ev-ffvc1156-2-e,10.0,3686.36241,85,30,1,1,7,cyclic_2_1,block_32_1,block_2_1,unroll_2,unroll_2,unroll_4,unroll_2,unroll_2,9.75,0.8540595042224776,False
workload_418.cpp,xczu7ev-ffvc1156-2-e,10.0,1882.48337,156,73,1,4,21,block_2_1,block_128_1,block_32_1,unroll_2,unroll_2,pipeline_1,unroll_4,unroll_2,24.75,0.7072151245104515,False
workload_419.cpp,xczu7ev-ffvc1156-2-e,10.0,1705.53673,112,66,1,3,12,cyclic_4_1,block_32_1,block_2_1,unroll_4,unroll_4,pipeline_1,unroll_2,unroll_2,20.5,0.8215749350109457,False
workload_420.cpp,xczu7ev-ffvc1156-2-e,10.0,7233.01537,809,32,1,5,35,cyclic_4_1,block_64_1,block_32_1,unroll_32,unroll_2,unroll_2,unroll,unroll_2,18.25,0.4783539678925667,False
workload_421.cpp,xczu7ev-ffvc1156-2-e,10.0,5846.34545,107,31,1,2,9,cyclic_4_1,block_16_1,block_2_1,unroll_4,unroll_2,unroll_2,unroll_2,unroll,10.75,0.637536556460873,False
workload_422.cpp,xczu7ev-ffvc1156-2-e,10.0,3418.14953,822,34,1,13,54,cyclic_8_1,block_4_1,cyclic_16_1,unroll,unroll_4,unroll_4,unroll_2,unroll,25.5,0.6436987372718526,False
workload_423.cpp,xczu7ev-ffvc1156-2-e,10.0,9112.59809,354,30,1,17,33,block_2_1,cyclic_4_1,block_4_1,unroll_16,unroll_2,unroll_4,unroll,unroll_2,20.25,0.3440672591465517,False
workload_424.cpp,xczu7ev-ffvc1156-2-e,10.0,3974.63817,175,38,1,4,20,cyclic_16_1,block_32_1,block_2_1,unroll_4,unroll_4,unroll_4,unroll_2,unroll_4,15.75,0.751183114345245,False
workload_425.cpp,xczu7ev-ffvc1156-2-e,10.0,1878.69281,395,91,1,9,39,cyclic_16_1,block_16_1,block_2_1,unroll_32,unroll_2,pipeline_1,unroll,unroll_4,35.0,0.47242482753632575,False
workload_426.cpp,xczu7ev-ffvc1156-2-e,10.0,1705.67681,321,62,1,10,27,cyclic_2_1,block_16_1,block_2_1,unroll_32,unroll_2,pipeline_1,unroll,unroll,25.0,0.7010267387097696,False
workload_427.cpp,xczu7ev-ffvc1156-2-e,10.0,6978.73681,228,30,1,3,12,cyclic_2_1,cyclic_4_1,block_2_1,unroll_32,unroll_2,unroll_2,unroll_4,unroll_2,11.5,0.5373447471893052,False
workload_428.cpp,xczu7ev-ffvc1156-2-e,10.0,1712.10913,223,62,1,27,33,block_2_1,block_32_1,block_2_1,unroll_16,unroll_2,pipeline_1,unroll,unroll_2,30.75,0.5629653309468887,False
workload_429.cpp,xczu7ev-ffvc1156-2-e,10.0,1873.43121,258,67,1,5,28,cyclic_4_1,block_64_1,block_32_1,unroll_16,unroll_2,pipeline_1,unroll_4,unroll_2,25.25,0.6944946713748402,False
workload_430.cpp,xczu7ev-ffvc1156-2-e,10.0,7188.52425,126,32,1,2,13,cyclic_4_1,cyclic_64_1,block_4_1,unroll_4,unroll_4,unroll_2,unroll_2,unroll_2,12.0,0.5189590902465105,False
workload_431.cpp,xczu7ev-ffvc1156-2-e,10.0,3885.46889,152,31,1,3,14,cyclic_2_1,block_32_1,cyclic_8_1,unroll_8,unroll_4,unroll_4,unroll_2,unroll_2,12.25,0.8140597709719078,False
workload_432.cpp,xczu7ev-ffvc1156-2-e,10.0,3707.33233,101,31,1,2,7,cyclic_4_1,block_8_1,block_2_1,unroll_2,unroll_2,unroll_4,unroll_2,unroll,10.25,0.8496453826884068,False
workload_433.cpp,xczu7ev-ffvc1156-2-e,10.0,1714.70945,111,61,1,5,10,block_2_1,cyclic_4_1,block_2_1,unroll_2,unroll_2,pipeline_1,unroll,unroll_4,19.25,0.8570244326967766,False
workload_434.cpp,xczu7ev-ffvc1156-2-e,10.0,3686.36065,108,30,1,2,11,cyclic_2_1,block_32_1,block_2_1,unroll_2,unroll_2,unroll_4,unroll,unroll_2,11.0,0.846198555847487,False
workload_435.cpp,xczu7ev-ffvc1156-2-e,10.0,4398.56817,1087,31,1,5,32,cyclic_4_1,cyclic_64_1,block_2_1,unroll,unroll_2,unroll_4,unroll_2,unroll,17.25,0.6951669391749303,False
workload_437.cpp,xczu7ev-ffvc1156-2-e,10.0,4328.46001,537,34,1,8,40,cyclic_8_1,block_16_1,block_2_1,unroll_32,unroll_2,unroll_4,unroll_2,unroll,20.75,0.6641063815696632,False
workload_438.cpp,xczu7ev-ffvc1156-2-e,10.0,1705.53521,108,65,1,3,8,cyclic_4_1,cyclic_4_1,block_2_1,unroll_4,unroll_2,pipeline_1,unroll_2,unroll,19.25,0.8569930361250995,False
workload_439.cpp,xczu7ev-ffvc1156-2-e,10.0,1712.10913,197,61,1,27,28,block_2_1,cyclic_2_1,block_2_1,unroll_16,unroll_2,pipeline_1,unroll,unroll_2,29.25,0.5972536438179546,False
workload_440.cpp,xczu7ev-ffvc1156-2-e,10.0,1878.55025,131,91,1,3,13,cyclic_16_1,block_16_1,block_2_1,unroll_4,unroll_2,pipeline_1,unroll_2,unroll,27.0,0.6508483400938188,False
workload_441.cpp,xczu7ev-ffvc1156-2-e,10.0,2995.45713,302,29,1,5,17,cyclic_2_1,cyclic_2_1,block_2_1,unroll_32,unroll_2,unroll_4,unroll_4,unroll,13.0,0.8679819027450614,False
workload_442.cpp,xczu7ev-ffvc1156-2-e,10.0,1705.53681,100,62,1,2,12,cyclic_2_1,cyclic_64_1,block_2_1,unroll_4,unroll_2,pipeline_1,unroll_2,unroll_2,19.25,0.8569930433075658,False
workload_443.cpp,xczu7ev-ffvc1156-2-e,10.0,6978.80737,99,30,1,2,6,cyclic_2_1,cyclic_4_1,block_2_1,unroll_4,unroll_2,unroll_2,unroll,unroll_2,9.75,0.5395561845204588,False
workload_444.cpp,xczu7ev-ffvc1156-2-e,10.0,1705.65961,234,62,1,6,28,cyclic_2_1,cyclic_64_1,block_2_1,unroll_16,unroll_4,pipeline_1,unroll_2,unroll_2,24.25,0.7203583594964168,False
workload_445.cpp,xczu7ev-ffvc1156-2-e,10.0,14276.97665,156,30,1,4,13,block_2_1,block_16_1,block_2_1,unroll_2,unroll_2,unroll_4,unroll,unroll,12.0,0.14140120335532919,False
workload_446.cpp,xczu7ev-ffvc1156-2-e,10.0,3889.36865,498,30,1,6,25,cyclic_2_1,block_32_1,block_2_1,unroll_32,unroll_4,unroll_4,unroll,unroll_2,15.5,0.7616826975588985,False
workload_447.cpp,xczu7ev-ffvc1156-2-e,10.0,3106.19977,569,33,1,10,36,cyclic_8_1,cyclic_2_1,block_2_1,unroll,unroll_4,unroll_4,unroll_2,unroll_2,20.0,0.767461041242942,False
workload_448.cpp,xczu7ev-ffvc1156-2-e,10.0,5673.26993,134,30,1,2,9,cyclic_2_1,block_8_1,block_2_1,unroll_16,unroll_2,unroll_2,unroll_4,unroll_2,10.5,0.6539970388661466,False
workload_449.cpp,xczu7ev-ffvc1156-2-e,10.0,1705.65841,170,61,1,6,15,cyclic_2_1,cyclic_2_1,block_2_1,unroll_16,unroll_2,pipeline_1,unroll_4,unroll_4,20.75,0.8145920335642548,False
workload_450.cpp,xczu7ev-ffvc1156-2-e,10.0,3644.41761,112,31,1,2,11,cyclic_4_1,block_32_1,block_2_1,unroll_2,unroll_2,unroll_4,unroll,unroll_2,11.25,0.8478749323110878,False
workload_451.cpp,xczu7ev-ffvc1156-2-e,10.0,4093.84097,360,30,1,5,18,cyclic_2_1,block_16_1,block_2_1,unroll_32,unroll_2,unroll_4,unroll,unroll_2,13.5,0.7792473115017188,False
workload_452.cpp,xczu7ev-ffvc1156-2-e,10.0,1705.53673,109,62,1,3,11,cyclic_2_1,block_32_1,block_2_1,unroll_4,unroll_4,pipeline_1,unroll_2,unroll_2,19.25,0.8569930429484569,False
workload_453.cpp,xczu7ev-ffvc1156-2-e,10.0,5846.27361,250,30,1,3,15,cyclic_2_1,block_16_1,block_2_1,unroll_32,unroll_2,unroll_2,unroll,unroll_2,12.25,0.6322116166100213,False
workload_454.cpp,xczu7ev-ffvc1156-2-e,10.0,1714.71009,217,62,1,6,23,block_2_1,block_64_1,block_2_1,unroll_2,unroll_4,pipeline_1,unroll,unroll_2,23.0,0.7532782821551208,False
workload_455.cpp,xczu7ev-ffvc1156-2-e,10.0,1714.71009,154,62,1,6,12,block_2_1,block_8_1,block_2_1,unroll_2,unroll_4,pipeline_1,unroll,unroll_2,20.25,0.828622872017028,False
workload_456.cpp,xczu7ev-ffvc1156-2-e,10.0,3686.36081,109,30,1,2,11,cyclic_2_1,block_32_1,block_2_1,unroll_2,unroll_2,unroll_4,unroll_2,unroll,11.0,0.8461985400955121,False
workload_457.cpp,xczu7ev-ffvc1156-2-e,10.0,1873.63601,429,62,1,25,35,block_2_1,block_4_1,cyclic_16_1,unroll,unroll_2,pipeline_1,unroll_4,unroll_2,30.75,0.5629098676264139,False
workload_458.cpp,xczu7ev-ffvc1156-2-e,10.0,2952.27561,157,30,1,3,10,cyclic_4_1,cyclic_2_1,block_2_1,unroll_4,unroll_4,unroll_4,unroll_2,unroll,11.0,0.907918665379073,False
workload_459.cpp,xczu7ev-ffvc1156-2-e,10.0,3314.11785,108,37,1,2,10,cyclic_16_1,cyclic_2_1,block_2_1,unroll_2,unroll_4,unroll_4,unroll_2,unroll_2,12.5,0.8579880068740097,False
workload_460.cpp,xczu7ev-ffvc1156-2-e,10.0,3707.33381,131,31,1,4,11,cyclic_4_1,block_8_1,block_2_1,unroll_2,unroll_8,unroll_4,unroll_2,unroll_2,11.75,0.8364142976983906,False
workload_461.cpp,xczu7ev-ffvc1156-2-e,10.0,3335.57417,819,34,1,13,54,cyclic_8_1,block_2_1,cyclic_16_1,unroll,unroll_4,unroll_4,unroll_2,unroll,25.5,0.647603669884014,False
workload_462.cpp,xczu7ev-ffvc1156-2-e,10.0,1873.30897,88,66,1,2,7,cyclic_4_1,cyclic_4_1,block_8_1,unroll_4,unroll_2,pipeline,unroll_2,unroll_2,19.0,0.8612076414632321,False
workload_463.cpp,xczu7ev-ffvc1156-2-e,10.0,1873.30889,118,67,1,3,12,cyclic_4_1,block_32_1,block_8_1,unroll_4,unroll_4,pipeline_1,unroll_2,unroll_2,20.75,0.8138112974037879,False
workload_464.cpp,xczu7ev-ffvc1156-2-e,10.0,1878.38737,87,76,1,2,7,cyclic_8_1,block_8_1,block_2_1,unroll_2,unroll_2,pipeline_1,unroll_2,unroll_4,21.5,0.7932496864476482,False
workload_465.cpp,xczu7ev-ffvc1156-2-e,10.0,1705.65729,188,61,1,6,15,cyclic_2_1,cyclic_4_1,block_2_1,unroll_16,unroll_2,pipeline_1,unroll,unroll_4,20.75,0.8145920294049359,False
workload_466.cpp,xczu7ev-ffvc1156-2-e,10.0,1712.66321,117,62,1,7,17,block_2_1,cyclic_64_1,block_2_1,unroll_4,unroll_2,pipeline_1,unroll_4,unroll_2,21.75,0.7870155952782945,False
workload_467.cpp,xczu7ev-ffvc1156-2-e,10.0,1712.66321,109,62,1,7,13,block_2_1,block_32_1,block_2_1,unroll_4,unroll_2,pipeline_1,unroll_4,unroll_2,20.75,0.8146155667699498,False
workload_468.cpp,xczu7ev-ffvc1156-2-e,10.0,1705.53681,87,61,1,2,6,cyclic_2_1,cyclic_2_1,block_2_1,unroll_4,unroll_2,pipeline_1,unroll_2,unroll_2,17.5,0.8968732838280348,False
workload_469.cpp,xczu7ev-ffvc1156-2-e,10.0,3389.31377,842,37,1,10,60,cyclic_16_1,cyclic_2_1,block_2_1,unroll,unroll_2,unroll_4,unroll_2,unroll,27.0,0.6141381239674772,False
workload_470.cpp,xczu7ev-ffvc1156-2-e,10.0,1705.67953,445,65,1,19,37,cyclic_4_1,cyclic_4_1,block_2_1,unroll,unroll_2,pipeline_1,unroll_2,unroll_4,30.5,0.5685857133424527,False
workload_471.cpp,xczu7ev-ffvc1156-2-e,10.0,1878.55017,231,91,1,4,15,cyclic_16_1,cyclic_2_1,block_2_1,unroll_4,unroll_4,pipeline_1,unroll_2,unroll,27.75,0.6326526622610713,False
workload_472.cpp,xczu7ev-ffvc1156-2-e,10.0,1882.48337,115,62,1,4,10,block_2_1,cyclic_4_1,block_32_1,unroll_2,unroll_2,pipeline_1,unroll_4,unroll_2,19.25,0.8544508302071919,False
workload_473.cpp,xczu7ev-ffvc1156-2-e,10.0,13333.17793,117,30,1,3,10,block_2_1,cyclic_4_1,block_2_1,unroll_4,unroll_2,unroll_2,unroll,unroll_2,11.0,0.1693926550983909,False
workload_474.cpp,xczu7ev-ffvc1156-2-e,10.0,1705.67777,428,62,1,11,36,cyclic_2_1,block_32_1,block_2_1,unroll_32,unroll_4,pipeline_1,unroll,unroll_4,27.5,0.6387902541625541,False
workload_475.cpp,xczu7ev-ffvc1156-2-e,10.0,2931.87241,534,30,1,6,22,cyclic_4_1,cyclic_2_1,block_2_1,unroll,unroll_4,unroll_4,unroll_2,unroll,14.75,0.8461847426088467,False
workload_476.cpp,xczu7ev-ffvc1156-2-e,10.0,1873.43185,162,66,1,5,15,cyclic_4_1,cyclic_4_1,block_16_1,unroll_16,unroll_2,pipeline,unroll_2,unroll_2,21.75,0.7865057120469521,False
workload_477.cpp,xczu7ev-ffvc1156-2-e,10.0,3644.41937,85,31,1,1,7,cyclic_4_1,block_32_1,block_2_1,unroll_2,unroll_2,unroll_4,unroll_2,unroll_2,10.0,0.8574458852875912,False
workload_478.cpp,xczu7ev-ffvc1156-2-e,10.0,1705.53681,87,65,1,2,6,cyclic_4_1,cyclic_2_1,block_2_1,unroll_4,unroll_2,pipeline_1,unroll_2,unroll_2,18.5,0.8786428240616684,False
workload_479.cpp,xczu7ev-ffvc1156-2-e,10.0,1705.37121,124,66,1,2,14,cyclic_4_1,cyclic_64_1,block_2_1,unroll_2,unroll_2,pipeline_1,unroll,unroll_2,20.75,0.8145909628435352,False
workload_480.cpp,xczu7ev-ffvc1156-2-e,10.0,3686.36241,84,31,1,1,7,cyclic_2_1,block_32_1,block_4_1,unroll_2,unroll_2,unroll_4,unroll_2,unroll_2,10.0,0.8531093622470204,False
workload_481.cpp,xczu7ev-ffvc1156-2-e,10.0,3707.25041,121,30,1,2,11,cyclic_2_1,block_32_1,block_2_1,unroll_4,unroll_2,unroll_4,unroll_2,unroll,11.0,0.8441390150070441,False
workload_482.cpp,xczu7ev-ffvc1156-2-e,10.0,3833.07945,225,32,1,3,17,cyclic_4_1,block_32_1,block_8_1,unroll_4,unroll_4,unroll_4,unroll_2,unroll,13.25,0.8048453530958629,False
workload_483.cpp,xczu7ev-ffvc1156-2-e,10.0,3707.25193,115,30,1,2,11,cyclic_2_1,block_32_1,block_2_1,unroll_4,unroll_4,unroll_4,unroll_2,unroll_2,11.0,0.8441388649406961,False
workload_484.cpp,xczu7ev-ffvc1156-2-e,10.0,3749.27537,101,30,1,2,8,cyclic_2_1,block_16_1,block_2_1,unroll_2,unroll_2,unroll_4,unroll_2,unroll,10.25,0.8453622161937072,False
workload_485.cpp,xczu7ev-ffvc1156-2-e,10.0,5762.46033,87,30,1,1,6,cyclic_2_1,block_8_1,block_2_1,unroll_4,unroll_2,unroll_2,unroll_4,unroll_2,9.5,0.6465541923908221,False
workload_486.cpp,xczu7ev-ffvc1156-2-e,10.0,4048.12113,83,34,1,1,6,cyclic_8_1,block_8_1,block_2_1,unroll_2,unroll_2,unroll_4,unroll_2,unroll_2,10.5,0.8135042709863719,False
workload_487.cpp,xczu7ev-ffvc1156-2-e,10.0,3078.01929,464,32,1,5,20,cyclic_4_1,cyclic_4_1,block_8_1,unroll,unroll_4,unroll_4,unroll_2,unroll_2,14.5,0.8357076937871653,False
workload_488.cpp,xczu7ev-ffvc1156-2-e,10.0,3686.21729,193,30,1,3,13,cyclic_2_1,block_8_1,block_2_1,unroll_16,unroll_2,unroll_4,unroll,unroll_2,11.75,0.8383609590633576,False
workload_489.cpp,xczu7ev-ffvc1156-2-e,10.0,1705.37137,98,65,1,2,7,cyclic_4_1,cyclic_4_1,block_2_1,unroll_2,unroll_2,pipeline_1,unroll_2,unroll,18.75,0.871392366606534,False
workload_490.cpp,xczu7ev-ffvc1156-2-e,10.0,1705.53681,87,65,1,2,6,cyclic_4_1,cyclic_4_1,block_2_1,unroll_4,unroll_2,pipeline,unroll_2,unroll_2,18.5,0.8786428240616684,False
workload_491.cpp,xczu7ev-ffvc1156-2-e,10.0,2920.81769,191,31,1,4,12,cyclic_4_1,cyclic_4_1,block_4_1,unroll_4,unroll_4,unroll_4,unroll_4,unroll,12.0,0.8924532488591693,False
workload_492.cpp,xczu7ev-ffvc1156-2-e,10.0,1705.68017,413,65,1,16,32,cyclic_4_1,cyclic_2_1,block_2_1,unroll,unroll_2,pipeline_1,unroll_2,unroll_2,28.5,0.6148454605666924,False
workload_493.cpp,xczu7ev-ffvc1156-2-e,10.0,1873.14353,107,67,1,2,8,cyclic_4_1,block_8_1,block_8_1,unroll_2,unroll_2,pipeline_1,unroll_2,unroll,19.5,0.848045899326113,False
workload_494.cpp,xczu7ev-ffvc1156-2-e,10.0,1705.53505,120,66,1,3,12,cyclic_4_1,block_32_1,block_2_1,unroll_4,unroll_2,pipeline_1,unroll,unroll_2,20.5,0.8215749285622327,False
workload_495.cpp,xczu7ev-ffvc1156-2-e,10.0,3167.80209,575,33,1,10,35,cyclic_8_1,block_2_1,block_2_1,unroll,unroll_2,unroll_4,unroll_2,unroll,19.75,0.7669210852466457,False
workload_496.cpp,xczu7ev-ffvc1156-2-e,10.0,2995.45777,296,29,1,5,16,cyclic_2_1,cyclic_2_1,block_2_1,unroll_32,unroll_2,unroll_4,unroll_2,unroll,12.75,0.8732137582665511,False
workload_497.cpp,xczu7ev-ffvc1156-2-e,10.0,1705.53617,110,62,1,3,13,cyclic_2_1,cyclic_64_1,block_2_1,unroll_4,unroll_2,pipeline_1,unroll_4,unroll_2,19.75,0.8427257357023046,False
workload_498.cpp,xczu7ev-ffvc1156-2-e,10.0,1705.67793,279,61,1,10,24,cyclic_2_1,cyclic_2_1,block_2_1,unroll_32,unroll_2,pipeline_1,unroll_4,unroll,24.0,0.7268699766957684,False
workload_499.cpp,xczu7ev-ffvc1156-2-e,10.0,3282.57697,184,33,1,3,13,cyclic_8_1,cyclic_4_1,block_2_1,unroll_4,unroll_4,unroll_4,unroll,unroll_2,12.5,0.8602394067219009,False
workload_500.cpp,xczu7ev-ffvc1156-2-e,10.0,1873.14449,111,62,1,2,8,cyclic_2_1,cyclic_4_1,block_32_1,unroll_2,unroll_2,pipeline_1,unroll_4,unroll_2,18.25,0.877078890734541,False
workload_501.cpp,xczu7ev-ffvc1156-2-e,10.0,3985.20649,119,38,1,2,13,cyclic_16_1,block_32_1,block_2_1,unroll_2,unroll_4,unroll_4,unroll_2,unroll_2,13.5,0.7884250412052978,False
workload_502.cpp,xczu7ev-ffvc1156-2-e,10.0,13668.66081,242,30,1,9,20,block_2_1,block_8_1,block_2_1,unroll_16,unroll_2,unroll_2,unroll,unroll_2,15.0,0.15629759377173938,False
workload_503.cpp,xczu7ev-ffvc1156-2-e,10.0,5673.26929,145,30,1,3,10,cyclic_2_1,block_8_1,block_2_1,unroll_16,unroll_2,unroll_2,unroll_4,unroll_4,11.0,0.6528170144656124,False
workload_504.cpp,xczu7ev-ffvc1156-2-e,10.0,4127.91809,962,38,1,9,62,cyclic_16_1,block_32_1,block_2_1,unroll_32,unroll_2,unroll_4,unroll,unroll,27.5,0.5703019468109396,False
