Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,Array_4,Array_5,OuterLoop_1,OuterLoop_2,OuterLoop_3,OuterLoop_4,InnerLoop_1_1,InnerLoop_2_1,InnerLoop_3_1,Area,Weight,is_pareto
workload_229.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06152,88,28,25,10,17,cyclic_2_1,block_2_1,cyclic_4_1,cyclic_2_1,complete_1,pipeline_1,pipeline,unroll_8,unroll_32,pipeline,unroll,pipeline_1,20.0,0.7769226827832058,False
workload_230.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06149,94,65,25,28,28,block_4_1,block_8_1,cyclic_4_1,complete_1,complete_1,pipeline,pipeline_1,pipeline_1,unroll_16,unroll,unroll_4,pipeline_1,36.5,0.5394611402932716,False
workload_231.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06152,91,28,25,28,29,block_2_1,block_2_1,block_4_1,complete_1,complete_1,pipeline_1,pipeline_1,unroll_4,unroll_8,pipeline,pipeline_1,pipeline,27.5,0.662651637130065,False
workload_232.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06149,97,62,25,28,30,cyclic_8_1,cyclic_16_1,cyclic_2_1,complete_1,complete_1,unroll_2,pipeline,pipeline,unroll_32,pipeline,unroll_2,pipeline,36.25,0.5426778307449367,False
workload_233.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06152,91,74,25,14,19,block_4_1,block_2_1,block_4_1,block_8_1,complete_1,unroll,pipeline_1,unroll_4,unroll_16,pipeline,unroll_8,unroll,33.0,0.5855621970542755,False
workload_234.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06152,97,61,12,24,22,block_4_1,cyclic_16_1,cyclic_2_1,complete_1,complete_1,pipeline_1,pipeline,unroll_4,unroll_2,unroll,pipeline_1,unroll,29.75,0.6304288668229622,False
workload_235.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06149,86,47,25,10,17,block_4_1,cyclic_2_1,cyclic_8_1,cyclic_2_1,complete_1,pipeline,pipeline,pipeline,unroll_32,pipeline_1,unroll_2,pipeline,24.75,0.703325282483354,False
workload_236.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06152,95,28,25,28,28,cyclic_2_1,cyclic_2_1,complete_1,block_8_1,complete_1,pipeline_1,pipeline,unroll_2,unroll_8,pipeline_1,pipeline_1,pipeline,27.25,0.6662905929051627,False
workload_237.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06153,189,66,81,61,65,block_4_1,cyclic_16_1,cyclic_2_1,complete_1,complete_1,unroll_4,unroll_8,unroll_4,unroll_16,unroll,unroll_8,unroll,68.25,0.22627959081767332,False
workload_239.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06152,92,23,25,28,29,block_2_1,cyclic_2_1,block_4_1,complete_1,complete_1,unroll_2,pipeline_1,pipeline,unroll_16,unroll,unroll_2,pipeline,26.25,0.6809637119297298,False
workload_240.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06152,84,52,25,10,17,block_4_1,cyclic_2_1,block_4_1,block_8_1,complete_1,unroll_2,pipeline_1,pipeline_1,unroll_16,unroll,unroll_4,unroll,26.0,0.6846613156666315,False
workload_241.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06155,84,28,12,6,10,cyclic_2_1,block_2_1,cyclic_4_1,cyclic_2_1,complete_1,pipeline_1,pipeline,unroll_8,unroll_2,pipeline,unroll_4,pipeline,14.0,0.8759402554521445,False
workload_242.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06152,86,42,25,10,17,cyclic_2_1,block_2_1,block_4_1,block_8_1,complete_1,pipeline_1,pipeline,unroll_2,unroll_32,pipeline,pipeline_1,pipeline_1,23.5,0.7222824805929173,False
workload_243.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06149,104,81,25,49,44,complete_1,cyclic_2_1,cyclic_16_1,cyclic_16_1,complete_1,unroll_4,pipeline,pipeline,unroll_16,pipeline_1,pipeline,pipeline_1,49.75,0.38576159516758113,False
workload_244.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06152,112,62,25,46,40,cyclic_8_1,complete_1,cyclic_16_1,cyclic_2_1,complete_1,unroll_2,pipeline_1,pipeline,unroll_32,pipeline,unroll_8,pipeline_1,43.25,0.45704428297584754,False
workload_245.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06152,86,33,25,10,18,block_2_1,block_2_1,block_4_1,cyclic_2_1,complete_1,unroll_32,pipeline_1,pipeline,unroll_4,pipeline_1,unroll_4,unroll,21.5,0.7532239431093511,False
workload_246.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06155,85,74,12,10,11,block_4_1,block_2_1,cyclic_4_1,block_8_1,complete_1,unroll_4,pipeline_1,unroll_8,unroll_2,unroll,pipeline_1,pipeline_1,26.75,0.6736036820571937,False
workload_247.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06152,104,33,25,52,33,cyclic_2_1,complete_1,block_4_1,block_8_1,complete_1,unroll_32,pipeline_1,pipeline,unroll_32,pipeline,unroll_8,pipeline,35.75,0.5491463981653878,False
workload_248.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06149,96,32,25,28,29,block_4_1,block_2_1,cyclic_2_1,complete_1,complete_1,pipeline_1,pipeline,pipeline_1,unroll_16,pipeline_1,unroll_4,pipeline,28.5,0.6482131133007298,False
workload_249.cpp,xczu7ev-ffvc1156-2-e,10.0,0.0615,128,83,9,67,40,complete_1,complete_1,block_16_1,block_2_1,complete_1,unroll_4,unroll_2,unroll_16,unroll_32,unroll,unroll_8,unroll,49.75,0.385761595032613,False
workload_250.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06149,94,48,25,28,29,cyclic_2_1,cyclic_2_1,complete_1,cyclic_16_1,complete_1,pipeline,pipeline,unroll_2,unroll_8,pipeline_1,unroll,pipeline,32.5,0.5923357387830195,False
workload_251.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06155,94,38,12,24,22,cyclic_8_1,block_2_1,cyclic_4_1,complete_1,complete_1,pipeline,pipeline_1,pipeline,unroll_2,unroll,unroll_2,pipeline_1,24.0,0.7146643974340791,False
workload_252.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06149,97,65,25,28,28,block_4_1,block_8_1,cyclic_4_1,complete_1,complete_1,pipeline,pipeline_1,pipeline_1,unroll_4,unroll,unroll_4,pipeline_1,36.5,0.5394611402932716,False
workload_253.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06149,86,70,25,10,17,block_4_1,block_8_1,cyclic_4_1,cyclic_2_1,complete_1,pipeline,pipeline_1,pipeline_1,unroll_32,pipeline_1,unroll,pipeline_1,30.5,0.6198990790383794,False
workload_254.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06153,117,88,9,53,39,cyclic_2_1,complete_1,block_16_1,block_2_1,complete_1,unroll_4,unroll_2,unroll_16,unroll_32,unroll,unroll_8,unroll,47.25,0.4122396442649786,False
workload_255.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06149,102,48,25,28,29,cyclic_2_1,cyclic_16_1,cyclic_2_1,complete_1,complete_1,unroll_2,pipeline,unroll_4,unroll_8,unroll,pipeline_1,pipeline,32.5,0.5923357387830195,False
workload_256.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06149,91,60,25,10,17,block_2_1,block_8_1,cyclic_4_1,block_2_1,complete_1,pipeline,pipeline_1,pipeline_1,unroll_32,pipeline,unroll_4,pipeline,28.0,0.6554089178049097,False
workload_257.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06152,93,33,12,24,21,cyclic_8_1,cyclic_2_1,cyclic_4_1,complete_1,complete_1,pipeline,pipeline_1,pipeline,unroll_2,pipeline,unroll_2,pipeline,22.5,0.7376593751251116,False
workload_258.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06149,90,33,25,10,17,cyclic_2_1,cyclic_2_1,cyclic_8_1,cyclic_2_1,complete_1,pipeline,pipeline_1,unroll_2,unroll_32,pipeline_1,pipeline_1,unroll,21.25,0.7571444146072266,False
workload_259.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06155,83,60,12,10,11,cyclic_2_1,block_2_1,cyclic_4_1,block_8_1,complete_1,unroll_4,pipeline_1,unroll_8,unroll_2,pipeline_1,unroll_2,pipeline_1,23.25,0.7261090956487344,False
workload_260.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06149,124,43,25,71,44,complete_1,cyclic_16_1,cyclic_2_1,complete_1,complete_1,pipeline_1,pipeline,unroll_4,unroll_32,unroll,unroll_2,unroll,45.75,0.42868949806470313,False
workload_261.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06152,83,65,12,6,10,block_4_1,block_8_1,cyclic_2_1,cyclic_2_1,complete_1,unroll_2,pipeline_1,unroll_4,unroll_2,unroll,unroll_8,unroll,23.25,0.7261091098393347,False
workload_262.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06149,94,70,25,10,17,block_4_1,block_8_1,cyclic_4_1,cyclic_2_1,complete_1,pipeline,pipeline_1,pipeline,unroll_16,pipeline_1,unroll_4,pipeline_1,30.5,0.6198990790383794,False
workload_263.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06149,92,14,25,28,28,cyclic_2_1,cyclic_2_1,block_2_1,complete_1,complete_1,unroll_32,pipeline,pipeline,unroll_4,pipeline_1,pipeline,pipeline_1,23.75,0.7184675854987044,False
workload_264.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06152,92,42,25,28,29,block_4_1,cyclic_2_1,complete_1,block_8_1,complete_1,pipeline_1,pipeline,unroll_2,unroll_16,pipeline_1,pipeline,unroll,31.0,0.6129378635125121,False
workload_265.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06152,96,18,25,28,29,cyclic_2_1,block_2_1,block_2_1,complete_1,complete_1,pipeline_1,pipeline_1,unroll_2,unroll_32,pipeline,pipeline_1,unroll,25.0,0.6995690265353319,False
workload_266.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06152,86,48,25,10,17,cyclic_2_1,cyclic_2_1,cyclic_8_1,block_8_1,complete_1,unroll_32,pipeline,unroll_2,unroll_8,pipeline_1,pipeline,pipeline_1,25.0,0.6995690265353319,False
workload_267.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06149,85,76,1,2,78,block_4_1,cyclic_16_1,cyclic_8_1,block_2_1,complete_1,pipeline,unroll_2,unroll_4,unroll_32,unroll,pipeline_1,unroll,39.25,0.5048516985196654,False
workload_268.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06153,99,61,11,27,18,block_4_1,cyclic_16_1,cyclic_2_1,complete_1,complete_1,unroll_4,unroll_2,unroll_4,unroll_32,unroll,unroll_8,unroll,29.25,0.6375073728079418,False
workload_269.cpp,xczu7ev-ffvc1156-2-e,10.0,0.37927,121,43,12,55,35,complete_1,cyclic_16_1,cyclic_2_1,complete_1,complete_1,unroll,unroll_2,unroll_4,unroll_2,unroll,unroll_8,unroll,36.25,0.3678664587498155,False
workload_270.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06149,104,67,25,10,17,cyclic_8_1,cyclic_2_1,cyclic_16_1,cyclic_2_1,complete_1,unroll_2,pipeline,pipeline,unroll_4,pipeline_1,pipeline_1,unroll,29.75,0.6304288699328165,False
workload_271.cpp,xczu7ev-ffvc1156-2-e,10.0,0.37893,130,51,25,42,34,complete_1,cyclic_2_1,cyclic_4_1,block_8_1,complete_1,unroll,pipeline,unroll_8,unroll_64,pipeline_1,unroll_2,pipeline,38.0,0.35652976060159525,False
workload_272.cpp,xczu7ev-ffvc1156-2-e,10.0,0.37896,129,9,25,56,45,cyclic_2_1,complete_1,block_2_1,complete_1,complete_1,unroll,pipeline_1,pipeline,unroll_32,pipeline,unroll_8,pipeline_1,33.75,0.38443129948617516,False
workload_273.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06152,137,57,25,64,52,complete_1,cyclic_16_1,cyclic_8_1,complete_1,complete_1,unroll_2,pipeline,unroll_8,unroll_32,pipeline_1,unroll_2,pipeline,49.5,0.3883566159173133,False
workload_274.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06152,83,28,25,10,17,cyclic_2_1,block_2_1,block_4_1,cyclic_2_1,complete_1,pipeline,pipeline_1,unroll_2,unroll_16,pipeline_1,pipeline_1,pipeline_1,20.0,0.7769226827832058,False
workload_275.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06149,86,52,25,10,17,block_4_1,cyclic_2_1,block_4_1,block_8_1,complete_1,unroll_2,pipeline_1,pipeline_1,unroll_16,unroll,unroll_4,unroll,26.0,0.6846613195759986,False
workload_276.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06149,98,38,25,10,18,block_2_1,cyclic_2_1,cyclic_8_1,cyclic_2_1,complete_1,unroll_32,pipeline_1,pipeline,unroll_32,unroll,unroll_4,unroll,22.75,0.7337975620158026,False
workload_277.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06152,96,70,25,10,17,block_4_1,block_8_1,cyclic_4_1,cyclic_2_1,complete_1,pipeline,pipeline_1,pipeline,unroll_16,pipeline_1,unroll_2,pipeline_1,30.5,0.6198990760578077,False
workload_278.cpp,xczu7ev-ffvc1156-2-e,10.0,0.0615,109,52,11,27,19,block_2_1,cyclic_16_1,cyclic_2_1,complete_1,complete_1,unroll_32,unroll_2,unroll_4,unroll_32,unroll,unroll_8,unroll,27.25,0.666290596114017,False
workload_279.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06149,89,67,1,24,76,block_4_1,cyclic_16_1,cyclic_8_1,complete_1,complete_1,pipeline,unroll_2,unroll_4,unroll_32,unroll,pipeline,pipeline_1,42.0,0.47166153760302576,False
workload_280.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06152,90,70,12,10,11,cyclic_2_1,block_2_1,cyclic_8_1,block_8_1,complete_1,unroll_16,pipeline_1,unroll_8,unroll_2,pipeline_1,unroll_4,pipeline_1,25.75,0.6883706489957123,False
workload_281.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06149,92,70,25,11,18,block_2_1,block_8_1,cyclic_8_1,cyclic_2_1,complete_1,unroll_32,pipeline_1,pipeline,unroll_32,pipeline_1,unroll_4,pipeline,31.0,0.6129378664113839,False
workload_282.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06152,115,83,25,54,45,cyclic_2_1,complete_1,block_16_1,cyclic_2_1,complete_1,unroll_4,pipeline,unroll_16,unroll_32,unroll,unroll_8,unroll,51.75,0.3654236836111382,False
workload_285.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06152,98,18,25,28,29,cyclic_2_1,block_2_1,block_2_1,complete_1,complete_1,pipeline_1,pipeline_1,pipeline_1,unroll_32,pipeline,pipeline_1,unroll,25.0,0.6995690265353319,False
workload_286.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06149,102,14,25,28,29,cyclic_2_1,cyclic_2_1,block_2_1,complete_1,complete_1,unroll_32,pipeline_1,pipeline,unroll_32,pipeline,unroll_8,pipeline,24.0,0.714664415354078,False
workload_287.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06155,91,65,12,6,10,block_4_1,block_8_1,cyclic_2_1,cyclic_2_1,complete_1,unroll_2,pipeline_1,pipeline,unroll_2,pipeline,unroll_8,unroll,23.25,0.7261090956487344,False
workload_290.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06149,84,24,25,10,17,cyclic_2_1,cyclic_2_1,cyclic_4_1,cyclic_2_1,complete_1,pipeline,pipeline_1,unroll_2,unroll_32,pipeline_1,unroll_2,unroll,19.0,0.7929564410798606,False
workload_291.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06152,95,38,25,10,18,block_2_1,cyclic_2_1,cyclic_8_1,cyclic_2_1,complete_1,unroll_32,pipeline_1,pipeline,unroll_32,pipeline_1,unroll_2,pipeline_1,22.75,0.7337975571055638,False
workload_294.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06149,127,79,25,68,45,complete_1,complete_1,block_16_1,cyclic_2_1,complete_1,unroll_4,pipeline,unroll_16,unroll_32,pipeline_1,unroll_2,unroll,54.25,0.34105696012924275,False
workload_295.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06149,109,23,25,28,30,cyclic_2_1,block_2_1,block_4_1,complete_1,complete_1,unroll,pipeline_1,unroll_2,unroll_4,unroll,unroll_8,unroll,26.5,0.677277841570071,False
workload_296.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06149,111,67,1,24,76,block_4_1,cyclic_16_1,cyclic_8_1,complete_1,complete_1,pipeline,unroll_2,unroll_4,unroll_32,unroll,pipeline,unroll,42.0,0.47166153760302576,False
workload_297.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06149,99,67,1,24,76,block_4_1,cyclic_16_1,cyclic_8_1,complete_1,complete_1,pipeline_1,unroll_2,unroll_4,unroll_32,unroll,pipeline_1,unroll,42.0,0.47166153760302576,False
workload_298.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06152,111,19,25,52,33,cyclic_2_1,complete_1,block_4_1,block_2_1,complete_1,pipeline,pipeline_1,unroll_2,unroll_32,pipeline_1,pipeline_1,pipeline_1,32.25,0.5957401000276533,False
workload_299.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06152,90,28,12,6,10,block_2_1,cyclic_2_1,cyclic_4_1,cyclic_2_1,complete_1,pipeline,pipeline_1,pipeline_1,unroll_2,unroll,unroll_4,unroll,14.0,0.8759402921250351,False
workload_300.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06152,126,47,25,70,45,complete_1,block_2_1,block_16_1,complete_1,complete_1,unroll_32,pipeline_1,pipeline,unroll_32,unroll,unroll_8,unroll,46.75,0.41767601071039195,False
workload_301.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06152,95,52,25,10,17,cyclic_2_1,block_4_1,block_4_1,block_8_1,complete_1,pipeline_1,pipeline_1,unroll_2,unroll_32,pipeline,pipeline_1,pipeline_1,26.0,0.6846613156666315,False
workload_303.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06152,94,88,12,6,10,block_8_1,block_8_1,cyclic_4_1,cyclic_2_1,complete_1,pipeline_1,pipeline_1,unroll_2,unroll_2,pipeline_1,unroll_4,pipeline,29.0,0.6410642239240347,False
workload_304.cpp,xczu7ev-ffvc1156-2-e,10.0,0.37893,124,9,25,56,45,cyclic_2_1,complete_1,block_2_1,complete_1,complete_1,unroll,pipeline_1,unroll_4,unroll_32,unroll,unroll_8,pipeline_1,33.75,0.3844568717520107,False
workload_305.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06153,120,88,12,49,38,complete_1,block_2_1,block_16_1,cyclic_2_1,complete_1,unroll_4,unroll_2,unroll_16,unroll_16,unroll,unroll_8,unroll,46.75,0.4176760096390739,False
workload_306.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06152,97,51,12,48,25,complete_1,block_8_1,cyclic_4_1,block_2_1,complete_1,pipeline,pipeline_1,pipeline_1,unroll_2,pipeline,pipeline_1,pipeline,34.0,0.5721558740613689,False
workload_307.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06155,84,28,12,6,10,cyclic_2_1,block_2_1,cyclic_4_1,cyclic_2_1,complete_1,pipeline_1,pipeline,unroll_8,unroll_2,pipeline,unroll_4,unroll,14.0,0.8759402554521445,False
workload_309.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06152,157,9,25,84,45,complete_1,complete_1,cyclic_4_1,complete_1,complete_1,pipeline,pipeline_1,pipeline,unroll_64,unroll,unroll_2,unroll,40.75,0.4865720286858555,False
workload_310.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06152,96,43,12,24,21,cyclic_8_1,cyclic_2_1,cyclic_8_1,complete_1,complete_1,pipeline,pipeline_1,pipeline,unroll_2,pipeline,pipeline_1,pipeline,25.0,0.6995690265353319,False
workload_311.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06152,92,61,12,24,22,block_4_1,cyclic_16_1,cyclic_2_1,complete_1,complete_1,pipeline,pipeline,unroll_4,unroll_2,unroll,pipeline_1,unroll,29.75,0.6304288668229622,False
workload_312.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06149,96,61,11,27,18,block_4_1,cyclic_16_1,cyclic_2_1,complete_1,complete_1,pipeline,unroll_2,unroll_4,unroll_32,unroll,unroll_8,unroll,29.25,0.6375073784984042,False
workload_313.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06152,96,28,25,28,29,cyclic_2_1,cyclic_2_1,complete_1,block_8_1,complete_1,unroll_4,pipeline,unroll_2,unroll_8,unroll,unroll,unroll,27.5,0.662651637130065,False
workload_314.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06149,88,33,25,10,17,cyclic_2_1,cyclic_2_1,cyclic_8_1,cyclic_2_1,complete_1,unroll_32,pipeline_1,pipeline,unroll_32,unroll,unroll_4,unroll,21.25,0.7571444146072266,False
workload_315.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06155,86,28,12,6,10,cyclic_2_1,block_2_1,block_4_1,cyclic_2_1,complete_1,pipeline,pipeline_1,unroll_2,unroll_2,pipeline_1,pipeline_1,pipeline,14.0,0.8759402554521445,False
workload_316.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06152,113,46,12,63,48,complete_1,block_8_1,cyclic_4_1,complete_1,complete_1,unroll_4,pipeline_1,pipeline_1,unroll_2,pipeline,unroll_4,pipeline,42.25,0.4687146261367454,False
workload_317.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06152,88,28,25,10,17,cyclic_2_1,block_2_1,cyclic_4_1,cyclic_2_1,complete_1,pipeline_1,pipeline,unroll_8,unroll_4,pipeline,unroll_4,unroll,20.0,0.7769226827832058,False
workload_318.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06152,107,32,25,28,31,block_4_1,block_2_1,cyclic_2_1,complete_1,complete_1,unroll,pipeline,unroll_4,unroll_16,unroll,unroll_8,unroll,29.0,0.6410642239240347,False
workload_319.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06152,118,14,25,70,45,block_2_1,complete_1,block_2_1,complete_1,complete_1,unroll_32,pipeline_1,pipeline,unroll_32,pipeline,unroll_8,pipeline_1,38.5,0.5141498800742693,False
workload_320.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06152,88,38,25,10,17,cyclic_2_1,cyclic_2_1,block_4_1,block_8_1,complete_1,pipeline_1,pipeline,unroll_2,unroll_32,pipeline,pipeline_1,unroll,22.5,0.7376593751251116,False
workload_321.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06152,95,33,12,24,21,cyclic_8_1,cyclic_2_1,cyclic_4_1,complete_1,complete_1,pipeline,pipeline_1,pipeline,unroll_2,unroll,unroll_2,unroll,22.5,0.7376593751251116,False
workload_322.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06149,99,62,1,24,78,block_2_1,cyclic_16_1,cyclic_8_1,complete_1,complete_1,pipeline,unroll_2,unroll_4,unroll_32,unroll,pipeline,pipeline_1,41.25,0.48057264454488946,False
workload_323.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06149,117,79,9,64,25,complete_1,complete_1,block_16_1,block_2_1,complete_1,pipeline,unroll_2,unroll_4,unroll_32,unroll,unroll_8,unroll,44.25,0.445561614845833,False
workload_324.cpp,xczu7ev-ffvc1156-2-e,10.0,0.37896,118,9,25,56,45,cyclic_2_1,complete_1,block_2_1,complete_1,complete_1,unroll,pipeline,pipeline,unroll_32,pipeline_1,unroll_8,pipeline_1,33.75,0.38443129948617516,False
workload_325.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06149,98,67,1,24,75,block_4_1,cyclic_16_1,cyclic_8_1,complete_1,complete_1,pipeline_1,unroll_2,pipeline_1,unroll_32,unroll,pipeline_1,unroll,41.75,0.47462017698978776,False
workload_326.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06152,96,14,25,28,29,cyclic_2_1,cyclic_2_1,block_2_1,complete_1,complete_1,pipeline,pipeline_1,pipeline,unroll_32,pipeline,unroll_8,pipeline,24.0,0.7146644108740782,False
workload_327.cpp,xczu7ev-ffvc1156-2-e,10.0,0.37893,110,9,25,56,45,cyclic_2_1,complete_1,block_2_1,complete_1,complete_1,unroll,pipeline_1,unroll_2,unroll_4,unroll,unroll_8,pipeline_1,33.75,0.3844568717520107,False
workload_328.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06152,108,88,9,56,28,cyclic_2_1,complete_1,block_16_1,block_2_1,complete_1,pipeline,unroll_2,unroll_16,unroll_32,unroll,unroll_8,unroll,45.25,0.434266617147982,False
workload_329.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06149,126,14,25,70,44,complete_1,cyclic_2_1,cyclic_4_1,complete_1,complete_1,pipeline,pipeline_1,pipeline,unroll_64,unroll,unroll_2,unroll,38.25,0.5172727357596748,False
workload_330.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06155,86,33,12,6,10,cyclic_2_1,cyclic_2_1,cyclic_8_1,cyclic_2_1,complete_1,pipeline,pipeline_1,pipeline,unroll_2,unroll,pipeline_1,pipeline,15.25,0.8547544378440267,False
workload_331.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06149,76,86,12,5,9,cyclic_2_1,cyclic_2_1,cyclic_16_1,cyclic_16_1,complete_1,unroll_4,pipeline_1,pipeline,unroll_8,pipeline,pipeline,pipeline_1,28.0,0.6554089178049097,False
workload_332.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06152,110,9,25,70,44,cyclic_2_1,complete_1,block_2_1,complete_1,complete_1,unroll_32,pipeline_1,pipeline,unroll_4,pipeline,unroll_8,pipeline_1,37.0,0.5330629460406237,False
workload_333.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06149,102,48,1,24,77,block_4_1,cyclic_8_1,cyclic_8_1,complete_1,complete_1,pipeline,unroll_2,unroll_4,unroll_64,unroll,pipeline,unroll,37.5,0.5267116744252037,False
workload_335.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06155,97,23,12,41,26,block_2_1,complete_1,cyclic_4_1,cyclic_2_1,complete_1,pipeline,pipeline_1,pipeline_1,unroll_2,unroll,unroll_4,unroll,25.5,0.6920916997955294,False
workload_336.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06153,114,88,9,56,28,cyclic_2_1,complete_1,block_16_1,block_2_1,complete_1,unroll_32,unroll_2,unroll_16,unroll_32,unroll,unroll_8,unroll,45.25,0.4342666160059495,False
workload_337.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06152,103,88,12,31,19,cyclic_2_1,block_2_1,block_16_1,complete_1,complete_1,pipeline_1,unroll_2,unroll_8,unroll_32,unroll,unroll_8,unroll,37.5,0.5267116723446674,False
workload_338.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06149,90,28,25,10,17,cyclic_2_1,block_2_1,cyclic_4_1,cyclic_2_1,complete_1,pipeline,pipeline_1,unroll_2,unroll_32,pipeline_1,unroll_2,pipeline_1,20.0,0.7769226889312089,False
workload_339.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06152,91,28,25,10,17,cyclic_2_1,block_2_1,block_4_1,cyclic_2_1,complete_1,pipeline,pipeline_1,unroll_4,unroll_32,pipeline_1,pipeline_1,pipeline_1,20.0,0.7769226827832058,False
workload_340.cpp,xczu7ev-ffvc1156-2-e,10.0,0.06152,87,70,12,6,10,block_4_1,block_8_1,cyclic_4_1,cyclic_2_1,complete_1,pipeline,pipeline_1,unroll_4,unroll_2,pipeline_1,unroll_4,pipeline,24.5,0.7070932595212889,False
