Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,OuterLoop_1,Area,Weight,is_pareto
workload_155.cpp,xczu7ev-ffvc1156-2-e,10.0,0.34072,86,10,3,3,5,block_4_1,block_16_1,block_2_1,unroll_8,5.25,0.8576521377247577,False
workload_156.cpp,xczu7ev-ffvc1156-2-e,10.0,0.27032,134,7,28,13,21,cyclic_2_1,cyclic_4_1,cyclic_8_1,unroll_32,17.25,0.6675775485012883,False
workload_157.cpp,xczu7ev-ffvc1156-2-e,10.0,0.28056,94,11,2,2,6,cyclic_2_1,block_16_1,cyclic_8_1,unroll_16,5.25,0.9194232197499507,False
workload_158.cpp,xczu7ev-ffvc1156-2-e,10.0,0.32712,468,6,89,42,74,block_8_1,block_4_1,block_2_1,unroll_64,52.75,0.1613907602841355,False
workload_159.cpp,xczu7ev-ffvc1156-2-e,10.0,0.23644,61,12,1,1,2,cyclic_2_1,cyclic_4_1,cyclic_8_1,pipeline,4.0,0.9857998861744149,False
workload_160.cpp,xczu7ev-ffvc1156-2-e,10.0,0.22636,71,11,1,3,5,block_2_1,block_128_1,block_4_1,pipeline,5.0,0.966703719657417,False
workload_161.cpp,xczu7ev-ffvc1156-2-e,10.0,0.45592,83,4,1,3,7,cyclic_8_1,cyclic_2_1,block_128_1,unroll_4,3.75,0.7800957808859863,False
workload_162.cpp,xczu7ev-ffvc1156-2-e,10.0,0.97336,151,5,1,1,5,cyclic_2_1,block_2_1,cyclic_4_1,unroll_32,3.0,0.2553986989307345,False
workload_163.cpp,xczu7ev-ffvc1156-2-e,10.0,1.00632,76,4,1,1,4,cyclic_16_1,cyclic_2_1,block_64_1,unroll_4,2.5,0.23134802879127464,False
workload_164.cpp,xczu7ev-ffvc1156-2-e,10.0,0.92248,111,5,1,1,3,cyclic_2_1,block_2_1,cyclic_8_1,unroll_16,2.5,0.2966265033669859,False
workload_165.cpp,xczu7ev-ffvc1156-2-e,10.0,0.2366,67,13,1,2,4,block_2_1,block_16_1,cyclic_64_1,pipeline,5.0,0.9633841219818836,False
workload_166.cpp,xczu7ev-ffvc1156-2-e,10.0,0.32024,88,4,1,4,8,cyclic_2_1,cyclic_128_1,block_64_1,unroll_8,4.25,0.8902407571865404,False
workload_167.cpp,xczu7ev-ffvc1156-2-e,10.0,0.45848,69,7,1,1,3,cyclic_16_1,cyclic_2_1,block_2_1,unroll_4,3.0,0.7865837941713352,False
workload_168.cpp,xczu7ev-ffvc1156-2-e,10.0,0.25928,297,7,67,29,50,cyclic_2_1,block_8_1,block_2_1,unroll_64,38.25,0.3104510411333643,False
workload_169.cpp,xczu7ev-ffvc1156-2-e,10.0,0.44056,73,5,1,3,5,block_2_1,cyclic_128_1,block_4_1,unroll_4,3.5,0.7955761104033717,False
workload_170.cpp,xczu7ev-ffvc1156-2-e,10.0,0.28696,114,7,6,5,8,block_4_1,cyclic_16_1,block_2_1,unroll_16,6.5,0.8905949164640337,False
workload_171.cpp,xczu7ev-ffvc1156-2-e,10.0,1.08696,91,7,2,2,5,block_4_1,cyclic_16_1,cyclic_2_1,unroll_8,4.0,0.18073195926513957,False
workload_172.cpp,xczu7ev-ffvc1156-2-e,10.0,0.3228,74,10,1,1,4,cyclic_2_1,block_4_1,block_16_1,unroll_8,4.0,0.8908069779847977,False
workload_173.cpp,xczu7ev-ffvc1156-2-e,10.0,0.31256,74,9,1,1,4,cyclic_2_1,block_16_1,cyclic_2_1,unroll_8,3.75,0.9056261092795765,False
workload_174.cpp,xczu7ev-ffvc1156-2-e,10.0,0.26008,137,5,28,13,21,cyclic_2_1,cyclic_4_1,block_2_1,unroll_32,16.75,0.6804062427685874,False
workload_175.cpp,xczu7ev-ffvc1156-2-e,10.0,0.2262,61,13,1,1,2,cyclic_4_1,block_4_1,cyclic_4_1,pipeline,4.25,0.9866066872578163,False
workload_176.cpp,xczu7ev-ffvc1156-2-e,10.0,0.26808,134,5,23,11,19,cyclic_2_1,cyclic_2_1,cyclic_4_1,unroll_32,14.5,0.7273619909947651,False
workload_177.cpp,xczu7ev-ffvc1156-2-e,10.0,0.50712,79,18,1,1,5,block_16_1,block_32_1,cyclic_8_1,unroll_4,6.25,0.7092772108124209,False
workload_178.cpp,xczu7ev-ffvc1156-2-e,10.0,0.57368,60,5,1,1,1,cyclic_2_1,cyclic_2_1,cyclic_4_1,unroll_2,2.0,0.706105983147525,False
workload_179.cpp,xczu7ev-ffvc1156-2-e,10.0,0.26504,544,6,69,87,75,cyclic_2_1,cyclic_16_1,block_128_1,unroll_64,59.25,0.12602204580867565,False
workload_180.cpp,xczu7ev-ffvc1156-2-e,10.0,0.30424,129,8,16,8,16,cyclic_16_1,block_4_1,cyclic_2_1,unroll_32,12.0,0.7652457678326857,False
workload_181.cpp,xczu7ev-ffvc1156-2-e,10.0,0.26328,92,5,2,2,4,cyclic_4_1,cyclic_4_1,cyclic_2_1,unroll_16,3.25,1.0,True
workload_182.cpp,xczu7ev-ffvc1156-2-e,10.0,0.2366,74,16,1,3,5,block_2_1,block_128_1,block_32_1,pipeline,6.25,0.932005235853923,False
workload_183.cpp,xczu7ev-ffvc1156-2-e,10.0,0.45592,78,19,1,1,4,block_4_1,block_16_1,block_32_1,unroll_4,6.25,0.7489355680305411,False
workload_184.cpp,xczu7ev-ffvc1156-2-e,10.0,0.2262,63,14,1,1,2,cyclic_2_1,cyclic_16_1,block_4_1,pipeline,4.5,0.9799476825732475,False
workload_185.cpp,xczu7ev-ffvc1156-2-e,10.0,0.26264,136,6,26,12,21,cyclic_4_1,block_4_1,block_2_1,unroll_32,16.25,0.6905888933888069,False
workload_186.cpp,xczu7ev-ffvc1156-2-e,10.0,0.26744,146,9,28,13,24,cyclic_2_1,block_16_1,block_2_1,unroll_32,18.5,0.6421554297668612,False
workload_187.cpp,xczu7ev-ffvc1156-2-e,10.0,0.91672,60,5,1,1,2,cyclic_2_1,cyclic_4_1,block_2_1,unroll_2,2.25,0.30158877575747667,False
workload_188.cpp,xczu7ev-ffvc1156-2-e,10.0,0.26264,312,10,65,34,51,cyclic_2_1,cyclic_4_1,block_16_1,unroll_64,40.0,0.28817294954227113,False
workload_189.cpp,xczu7ev-ffvc1156-2-e,10.0,1.17016,79,6,1,2,5,block_2_1,block_16_1,cyclic_64_1,unroll_4,3.5,0.14160086372485342,False
workload_190.cpp,xczu7ev-ffvc1156-2-e,10.0,0.33816,121,5,6,6,10,block_8_1,cyclic_64_1,block_2_1,unroll_16,6.75,0.8363124217712647,False
workload_191.cpp,xczu7ev-ffvc1156-2-e,10.0,0.23644,83,12,1,4,6,cyclic_4_1,block_128_1,block_128_1,pipeline,5.75,0.9447053248811101,False
workload_192.cpp,xczu7ev-ffvc1156-2-e,10.0,0.28568,112,6,1,4,8,block_2_1,block_4_1,block_4_1,unroll_16,4.75,0.9191391516701846,False
workload_193.cpp,xczu7ev-ffvc1156-2-e,10.0,0.91416,68,4,1,1,2,cyclic_2_1,block_2_1,cyclic_2_1,unroll_4,2.0,0.3037864405305903,False
workload_194.cpp,xczu7ev-ffvc1156-2-e,10.0,0.32024,82,14,1,3,6,cyclic_2_1,cyclic_128_1,block_32_1,unroll_8,6.0,0.8652857517504713,False
workload_195.cpp,xczu7ev-ffvc1156-2-e,10.0,0.25944,383,7,63,56,58,cyclic_4_1,cyclic_16_1,block_64_1,unroll_64,46.0,0.22187740381518767,False
workload_196.cpp,xczu7ev-ffvc1156-2-e,10.0,0.2262,62,12,1,1,2,cyclic_2_1,block_8_1,block_4_1,pipeline,4.0,0.9932907930667338,False
workload_197.cpp,xczu7ev-ffvc1156-2-e,10.0,0.30136,130,8,25,11,20,cyclic_16_1,cyclic_4_1,cyclic_4_1,unroll_32,16.0,0.6838057480061424,False
workload_198.cpp,xczu7ev-ffvc1156-2-e,10.0,0.27032,380,5,67,39,66,block_2_1,cyclic_4_1,block_2_1,unroll_64,44.25,0.239268885043615,False
workload_199.cpp,xczu7ev-ffvc1156-2-e,10.0,0.40216,90,13,3,3,8,block_16_1,block_16_1,cyclic_8_1,unroll_8,6.75,0.7844765551968099,False
workload_200.cpp,xczu7ev-ffvc1156-2-e,10.0,0.2262,62,12,1,1,2,cyclic_2_1,block_8_1,block_2_1,pipeline,4.0,0.9932907930667338,False
workload_201.cpp,xczu7ev-ffvc1156-2-e,10.0,0.2774,66,23,1,1,2,cyclic_16_1,cyclic_2_1,block_4_1,pipeline,6.75,0.8955863403991994,False
workload_202.cpp,xczu7ev-ffvc1156-2-e,10.0,0.2366,70,11,1,2,4,block_2_1,cyclic_2_1,block_64_1,pipeline_1,4.5,0.9753073405148516,False
workload_203.cpp,xczu7ev-ffvc1156-2-e,10.0,0.45592,76,5,1,2,5,cyclic_8_1,cyclic_4_1,block_64_1,unroll_4,3.25,0.7858566090163156,False
workload_204.cpp,xczu7ev-ffvc1156-2-e,10.0,0.39448,65,5,1,1,2,cyclic_4_1,cyclic_4_1,cyclic_2_1,unroll_4,2.25,0.8481343306028367,False
workload_205.cpp,xczu7ev-ffvc1156-2-e,10.0,0.3228,76,11,1,1,4,cyclic_2_1,block_16_1,block_8_1,unroll_8,4.25,0.8874837181985765,False
workload_206.cpp,xczu7ev-ffvc1156-2-e,10.0,0.2262,62,13,1,1,2,cyclic_2_1,block_16_1,block_2_1,pipeline,4.25,0.9866066872578163,False
workload_207.cpp,xczu7ev-ffvc1156-2-e,10.0,0.26424,136,6,28,13,22,cyclic_2_1,block_4_1,cyclic_2_1,unroll_32,17.25,0.6689210413439688,False
workload_208.cpp,xczu7ev-ffvc1156-2-e,10.0,0.27704,181,6,30,18,32,block_2_1,block_4_1,block_4_1,unroll_32,21.5,0.5801772526097798,False
workload_209.cpp,xczu7ev-ffvc1156-2-e,10.0,0.27296,122,4,2,12,13,cyclic_4_1,cyclic_128_1,block_64_1,unroll_16,7.75,0.8777698977302446,False
workload_210.cpp,xczu7ev-ffvc1156-2-e,10.0,0.33432,82,5,1,2,4,block_2_1,cyclic_2_1,block_2_1,unroll_8,3.0,0.8926731729678627,False
workload_211.cpp,xczu7ev-ffvc1156-2-e,10.0,0.57368,61,7,1,1,2,cyclic_2_1,cyclic_16_1,block_2_1,unroll_2,2.75,0.6983377610709665,False
workload_212.cpp,xczu7ev-ffvc1156-2-e,10.0,0.2684,93,5,1,2,4,cyclic_2_1,cyclic_2_1,cyclic_2_1,unroll_16,3.0,0.9597704668359575,False
workload_213.cpp,xczu7ev-ffvc1156-2-e,10.0,0.3356,107,4,1,4,13,block_2_1,block_128_1,cyclic_2_1,unroll_8,5.5,0.8583178811613531,False
workload_214.cpp,xczu7ev-ffvc1156-2-e,10.0,1.17272,67,9,1,1,3,block_2_1,block_4_1,cyclic_32_1,unroll_2,3.5,0.140598097726629,False
workload_215.cpp,xczu7ev-ffvc1156-2-e,10.0,0.3228,73,6,1,1,3,cyclic_2_1,block_4_1,cyclic_8_1,unroll_8,2.75,0.9057244490840981,False
workload_216.cpp,xczu7ev-ffvc1156-2-e,10.0,0.91416,68,5,1,1,2,cyclic_2_1,block_2_1,cyclic_4_1,unroll_4,2.25,0.3038159710588547,False
workload_217.cpp,xczu7ev-ffvc1156-2-e,10.0,0.26808,132,5,23,11,19,cyclic_2_1,cyclic_2_1,block_2_1,unroll_32,14.5,0.7273619909947651,False
workload_218.cpp,xczu7ev-ffvc1156-2-e,10.0,0.26088,322,9,67,28,53,cyclic_2_1,block_16_1,block_2_1,unroll_64,39.25,0.2975870318554844,False
workload_219.cpp,xczu7ev-ffvc1156-2-e,10.0,0.40728,63,6,1,1,2,cyclic_2_1,cyclic_4_1,cyclic_8_1,unroll_4,2.5,0.8345877006373149,False
workload_220.cpp,xczu7ev-ffvc1156-2-e,10.0,0.4508,94,4,1,5,10,block_2_1,cyclic_128_1,block_128_1,unroll_4,5.0,0.7691065851993908,False
workload_221.cpp,xczu7ev-ffvc1156-2-e,10.0,0.39704,67,4,1,1,2,cyclic_2_1,cyclic_2_1,cyclic_2_1,unroll_4,2.0,1.0,True
workload_222.cpp,xczu7ev-ffvc1156-2-e,10.0,0.2736,140,5,1,18,16,cyclic_4_1,cyclic_4_1,block_128_1,unroll_16,10.0,0.8267008950140913,False
workload_223.cpp,xczu7ev-ffvc1156-2-e,10.0,0.58392,72,4,1,3,6,cyclic_4_1,cyclic_128_1,block_64_1,unroll_2,3.5,0.6813269387274804,False
workload_224.cpp,xczu7ev-ffvc1156-2-e,10.0,0.2366,74,12,2,4,6,block_4_1,block_128_1,cyclic_64_1,pipeline,6.0,0.9383283606715515,False
workload_225.cpp,xczu7ev-ffvc1156-2-e,10.0,0.25928,310,9,65,28,51,cyclic_2_1,block_16_1,cyclic_2_1,unroll_64,38.25,0.3104510411333643,False
workload_226.cpp,xczu7ev-ffvc1156-2-e,10.0,0.22636,62,12,2,1,3,block_4_1,cyclic_2_1,block_2_1,pipeline_1,4.5,0.979945571835567,False
workload_227.cpp,xczu7ev-ffvc1156-2-e,10.0,0.31,72,5,1,1,3,cyclic_2_1,cyclic_4_1,block_2_1,unroll_8,2.5,0.919886825454773,False
workload_228.cpp,xczu7ev-ffvc1156-2-e,10.0,0.23644,67,11,1,2,3,cyclic_2_1,block_2_1,block_64_1,pipeline,4.25,0.9809269326010416,False
workload_229.cpp,xczu7ev-ffvc1156-2-e,10.0,0.31,71,5,1,1,3,cyclic_2_1,cyclic_4_1,cyclic_2_1,unroll_8,2.5,0.919886825454773,False
workload_230.cpp,xczu7ev-ffvc1156-2-e,10.0,0.31256,97,4,1,3,11,cyclic_2_1,block_128_1,block_2_1,unroll_8,4.75,0.892298514438798,False
workload_231.cpp,xczu7ev-ffvc1156-2-e,10.0,0.44056,69,6,1,1,3,block_2_1,block_4_1,block_4_1,unroll_4,2.75,0.8040855399739465,False
workload_232.cpp,xczu7ev-ffvc1156-2-e,10.0,0.28764,66,12,1,2,3,cyclic_8_1,cyclic_2_1,block_64_1,pipeline_1,4.5,0.920994960934497,False
workload_233.cpp,xczu7ev-ffvc1156-2-e,10.0,0.28088,494,4,73,69,81,block_2_1,cyclic_4_1,block_64_1,unroll_64,56.75,0.1383292180035353,False
workload_234.cpp,xczu7ev-ffvc1156-2-e,10.0,0.4508,78,4,1,2,5,block_2_1,cyclic_2_1,block_64_1,unroll_4,3.0,0.7928693639845974,False
workload_235.cpp,xczu7ev-ffvc1156-2-e,10.0,0.23644,74,10,1,3,5,cyclic_2_1,block_128_1,cyclic_64_1,pipeline,4.75,0.9695484288135813,False
workload_236.cpp,xczu7ev-ffvc1156-2-e,10.0,0.26744,143,10,28,13,24,cyclic_2_1,block_16_1,block_4_1,unroll_32,18.75,0.6370091916900158,False
workload_238.cpp,xczu7ev-ffvc1156-2-e,10.0,1.01512,3289,4,1,3,11,cyclic_2_1,block_128_1,cyclic_4_1,unroll_64,4.75,0.2245832230913813,False
workload_239.cpp,xczu7ev-ffvc1156-2-e,10.0,0.2262,68,11,1,3,4,cyclic_2_1,block_128_1,cyclic_2_1,pipeline,4.75,0.9733137790130272,False
workload_240.cpp,xczu7ev-ffvc1156-2-e,10.0,0.39704,63,5,1,1,2,cyclic_2_1,cyclic_2_1,cyclic_4_1,unroll_4,2.25,0.8459260821451607,False
workload_241.cpp,xczu7ev-ffvc1156-2-e,10.0,1.17272,79,4,1,3,6,block_2_1,block_128_1,cyclic_64_1,unroll_2,3.5,0.140598097726629,False
workload_242.cpp,xczu7ev-ffvc1156-2-e,10.0,0.33432,83,5,1,2,4,block_2_1,cyclic_2_1,cyclic_2_1,unroll_8,3.0,0.8926731729678627,False
workload_243.cpp,xczu7ev-ffvc1156-2-e,10.0,0.34584,85,6,1,2,5,block_2_1,block_4_1,cyclic_8_1,unroll_8,3.5,0.8765659469762002,False
workload_244.cpp,xczu7ev-ffvc1156-2-e,10.0,0.39704,65,5,1,1,2,cyclic_2_1,cyclic_4_1,block_2_1,unroll_4,2.25,0.8459260821451607,False
workload_245.cpp,xczu7ev-ffvc1156-2-e,10.0,0.2262,60,12,1,1,2,cyclic_4_1,cyclic_2_1,block_2_1,pipeline,4.0,0.9932907930667338,False
workload_246.cpp,xczu7ev-ffvc1156-2-e,10.0,0.26424,141,9,28,13,24,cyclic_2_1,block_16_1,cyclic_2_1,unroll_32,18.5,0.6427941337299536,False
workload_247.cpp,xczu7ev-ffvc1156-2-e,10.0,0.40728,71,4,1,2,4,cyclic_2_1,cyclic_2_1,block_64_1,unroll_4,2.75,0.8318300025803332,False
workload_248.cpp,xczu7ev-ffvc1156-2-e,10.0,0.39704,65,5,1,1,2,cyclic_2_1,cyclic_2_1,cyclic_4_1,unroll_4,2.25,0.8459260821451607,False
workload_249.cpp,xczu7ev-ffvc1156-2-e,10.0,0.2262,62,11,1,1,2,cyclic_2_1,block_4_1,cyclic_2_1,pipeline,3.75,1.0,True
workload_250.cpp,xczu7ev-ffvc1156-2-e,10.0,0.91288,79,7,1,1,3,cyclic_2_1,cyclic_16_1,block_2_1,unroll_8,3.0,0.3048678789710466,False
workload_251.cpp,xczu7ev-ffvc1156-2-e,10.0,0.30872,96,5,1,3,11,cyclic_4_1,block_128_1,cyclic_2_1,unroll_8,5.0,0.8923991655181694,False
workload_252.cpp,xczu7ev-ffvc1156-2-e,10.0,1.00504,147,4,1,3,9,cyclic_2_1,block_128_1,cyclic_64_1,unroll_8,4.25,0.23181293790656052,False
workload_253.cpp,xczu7ev-ffvc1156-2-e,10.0,0.57368,60,4,1,1,1,cyclic_2_1,cyclic_2_1,cyclic_2_1,unroll_2,1.75,1.0,True
workload_254.cpp,xczu7ev-ffvc1156-2-e,10.0,0.23644,62,12,1,1,2,cyclic_2_1,cyclic_4_1,cyclic_8_1,pipeline,4.0,0.9857998861744149,False
workload_255.cpp,xczu7ev-ffvc1156-2-e,10.0,0.34328,99,4,1,5,10,block_2_1,cyclic_128_1,block_64_1,unroll_8,5.0,0.8590531019403644,False
workload_256.cpp,xczu7ev-ffvc1156-2-e,10.0,0.254,134,5,25,11,19,cyclic_4_1,cyclic_4_1,cyclic_2_1,unroll_32,15.0,0.7196746531744465,False
workload_257.cpp,xczu7ev-ffvc1156-2-e,10.0,0.40728,79,4,1,2,6,cyclic_2_1,cyclic_2_1,block_128_1,unroll_4,3.25,0.8261483813783165,False
workload_258.cpp,xczu7ev-ffvc1156-2-e,10.0,0.92256,142,4,1,9,9,cyclic_2_1,block_2_1,block_64_1,unroll_16,5.75,0.294379738270722,False
workload_259.cpp,xczu7ev-ffvc1156-2-e,10.0,0.30616,72,6,1,1,3,cyclic_4_1,cyclic_4_1,cyclic_4_1,unroll_8,2.75,0.9238311905380602,False
workload_260.cpp,xczu7ev-ffvc1156-2-e,10.0,0.30744,70,5,1,1,2,cyclic_4_1,cyclic_2_1,cyclic_2_1,unroll_8,2.25,1.0,True
workload_261.cpp,xczu7ev-ffvc1156-2-e,10.0,0.2262,61,11,1,1,2,cyclic_2_1,cyclic_4_1,cyclic_2_1,pipeline,3.75,1.0,True
workload_262.cpp,xczu7ev-ffvc1156-2-e,10.0,0.2684,93,5,1,2,4,cyclic_2_1,cyclic_2_1,block_2_1,unroll_16,3.0,0.9597704668359575,False
workload_263.cpp,xczu7ev-ffvc1156-2-e,10.0,0.91672,63,4,1,1,1,cyclic_2_1,block_2_1,cyclic_2_1,unroll_2,1.75,0.30150465193285514,False
workload_264.cpp,xczu7ev-ffvc1156-2-e,10.0,0.32284,139,4,1,12,19,cyclic_2_1,block_128_1,block_128_1,unroll_8,9.0,0.8093371694088505,False
workload_265.cpp,xczu7ev-ffvc1156-2-e,10.0,0.44056,70,4,1,1,3,block_2_1,cyclic_2_1,cyclic_2_1,unroll_4,2.25,0.8095336973075044,False
workload_266.cpp,xczu7ev-ffvc1156-2-e,10.0,0.2262,69,11,1,3,4,cyclic_2_1,block_128_1,block_2_1,pipeline,4.75,0.9733137790130272,False
workload_267.cpp,xczu7ev-ffvc1156-2-e,10.0,0.2262,59,11,1,1,2,cyclic_2_1,cyclic_2_1,cyclic_2_1,pipeline,3.75,1.0,True
workload_268.cpp,xczu7ev-ffvc1156-2-e,10.0,0.25368,279,7,51,24,40,cyclic_4_1,block_4_1,cyclic_4_1,unroll_64,30.5,0.42340540574119767,False
workload_269.cpp,xczu7ev-ffvc1156-2-e,10.0,0.25304,144,5,30,15,25,cyclic_4_1,cyclic_128_1,block_2_1,unroll_32,18.75,0.6395923772659267,False
workload_270.cpp,xczu7ev-ffvc1156-2-e,10.0,0.9244,75,4,1,1,4,cyclic_2_1,block_2_1,block_64_1,unroll_4,2.5,0.29498484929725066,False
workload_271.cpp,xczu7ev-ffvc1156-2-e,10.0,0.31256,96,4,1,3,11,cyclic_2_1,block_128_1,cyclic_4_1,unroll_8,4.75,0.892298514438798,False
workload_272.cpp,xczu7ev-ffvc1156-2-e,10.0,0.58392,61,7,1,1,2,cyclic_4_1,cyclic_2_1,block_8_1,unroll_2,2.75,0.6883195489293531,False
workload_273.cpp,xczu7ev-ffvc1156-2-e,10.0,0.28184,110,5,1,4,8,block_2_1,cyclic_4_1,block_2_1,unroll_16,4.5,0.9273709270987471,False
workload_274.cpp,xczu7ev-ffvc1156-2-e,10.0,0.99864,62,5,1,1,2,cyclic_8_1,cyclic_2_1,cyclic_2_1,unroll_2,2.25,0.23677604256014706,False
workload_275.cpp,xczu7ev-ffvc1156-2-e,10.0,0.4508,76,4,1,2,5,block_2_1,cyclic_2_1,block_64_1,unroll_4,3.0,0.7928693639845974,False
workload_276.cpp,xczu7ev-ffvc1156-2-e,10.0,0.32152,85,4,1,2,5,cyclic_2_1,cyclic_2_1,block_64_1,unroll_8,3.0,0.9041151691519731,False
workload_277.cpp,xczu7ev-ffvc1156-2-e,10.0,0.27336,194,4,30,30,35,cyclic_2_1,cyclic_128_1,block_64_1,unroll_32,24.75,0.5196825844216686,False
workload_278.cpp,xczu7ev-ffvc1156-2-e,10.0,0.26104,558,7,63,85,71,cyclic_4_1,cyclic_16_1,block_128_1,unroll_64,56.5,0.14016828977657458,False
workload_279.cpp,xczu7ev-ffvc1156-2-e,10.0,0.23644,61,12,1,1,2,cyclic_2_1,block_4_1,block_8_1,pipeline,4.0,0.9857998861744149,False
workload_280.cpp,xczu7ev-ffvc1156-2-e,10.0,0.40472,69,15,1,1,3,cyclic_4_1,cyclic_2_1,block_32_1,unroll_4,5.0,0.8066551107211475,False
workload_281.cpp,xczu7ev-ffvc1156-2-e,10.0,0.2736,114,5,2,10,10,cyclic_4_1,cyclic_4_1,block_64_1,unroll_16,6.75,0.8988869025706462,False
workload_283.cpp,xczu7ev-ffvc1156-2-e,10.0,0.23644,65,12,1,2,3,cyclic_4_1,cyclic_4_1,cyclic_64_1,pipeline,4.5,0.9754208367068671,False
workload_284.cpp,xczu7ev-ffvc1156-2-e,10.0,0.27336,176,4,23,26,28,cyclic_2_1,cyclic_2_1,block_64_1,unroll_32,20.25,0.6054808967558685,False
workload_285.cpp,xczu7ev-ffvc1156-2-e,10.0,0.23644,81,10,1,4,6,cyclic_2_1,block_128_1,block_128_1,pipeline,5.25,0.9572717008323144,False
workload_286.cpp,xczu7ev-ffvc1156-2-e,10.0,0.34456,93,4,1,3,7,block_2_1,cyclic_2_1,block_64_1,unroll_8,3.75,0.8746304575557149,False
workload_287.cpp,xczu7ev-ffvc1156-2-e,10.0,0.27544,176,5,30,18,30,block_2_1,cyclic_2_1,cyclic_2_1,unroll_32,20.75,0.5951604165990084,False
workload_288.cpp,xczu7ev-ffvc1156-2-e,10.0,0.40728,78,4,1,3,7,cyclic_2_1,cyclic_128_1,block_64_1,unroll_4,3.75,0.8202461473252637,False
workload_289.cpp,xczu7ev-ffvc1156-2-e,10.0,0.30616,76,5,1,3,5,cyclic_4_1,cyclic_128_1,cyclic_2_1,unroll_8,3.5,0.9154439351720992,False
workload_290.cpp,xczu7ev-ffvc1156-2-e,10.0,0.2262,62,11,1,1,2,cyclic_2_1,cyclic_2_1,block_2_1,pipeline,3.75,1.0,True
workload_291.cpp,xczu7ev-ffvc1156-2-e,10.0,0.26296,146,4,30,15,26,cyclic_2_1,cyclic_128_1,block_2_1,unroll_32,18.75,0.6378811611993294,False
workload_292.cpp,xczu7ev-ffvc1156-2-e,10.0,0.2262,62,16,1,1,2,cyclic_2_1,block_32_1,cyclic_2_1,pipeline,5.0,0.9667049765771557,False
workload_293.cpp,xczu7ev-ffvc1156-2-e,10.0,0.31256,72,6,1,1,3,cyclic_2_1,block_4_1,cyclic_2_1,unroll_8,2.75,0.9150235983047761,False
workload_294.cpp,xczu7ev-ffvc1156-2-e,10.0,0.71192,67,13,1,1,4,block_32_1,block_4_1,cyclic_2_1,unroll_2,4.75,0.5143940188982786,False
workload_295.cpp,xczu7ev-ffvc1156-2-e,10.0,0.33432,80,5,1,2,4,block_2_1,cyclic_2_1,cyclic_4_1,unroll_8,3.0,0.8926731729678627,False
workload_296.cpp,xczu7ev-ffvc1156-2-e,10.0,0.2548,283,6,61,26,45,cyclic_2_1,cyclic_8_1,cyclic_2_1,unroll_64,34.5,0.36220345850046454,False
workload_297.cpp,xczu7ev-ffvc1156-2-e,10.0,0.30616,73,5,1,1,3,cyclic_4_1,cyclic_4_1,cyclic_2_1,unroll_8,2.5,1.0,True
workload_298.cpp,xczu7ev-ffvc1156-2-e,10.0,0.31,80,4,1,3,5,cyclic_2_1,cyclic_128_1,cyclic_4_1,unroll_8,3.25,0.9143289661791847,False
workload_299.cpp,xczu7ev-ffvc1156-2-e,10.0,0.26264,135,7,26,12,21,cyclic_4_1,block_4_1,cyclic_4_1,unroll_32,16.5,0.6852210136726836,False
workload_300.cpp,xczu7ev-ffvc1156-2-e,10.0,0.26648,95,4,1,4,6,cyclic_2_1,cyclic_128_1,cyclic_2_1,unroll_16,3.75,0.9586833527942514,False
workload_301.cpp,xczu7ev-ffvc1156-2-e,10.0,0.31256,74,6,1,1,3,cyclic_2_1,block_4_1,cyclic_4_1,unroll_8,2.75,0.9150235983047761,False
workload_302.cpp,xczu7ev-ffvc1156-2-e,10.0,0.26344,193,4,30,30,35,cyclic_4_1,cyclic_128_1,block_64_1,unroll_32,24.75,0.5211488768872958,False
workload_303.cpp,xczu7ev-ffvc1156-2-e,10.0,0.57368,63,6,1,1,2,cyclic_4_1,block_4_1,block_2_1,unroll_2,2.5,0.7009504311783705,False
workload_304.cpp,xczu7ev-ffvc1156-2-e,10.0,0.39448,64,5,1,1,2,cyclic_4_1,cyclic_4_1,cyclic_4_1,unroll_4,2.25,0.8481343306028367,False
workload_306.cpp,xczu7ev-ffvc1156-2-e,10.0,0.44056,70,5,1,1,3,block_2_1,cyclic_4_1,block_2_1,unroll_4,2.5,0.8068321793062337,False
workload_307.cpp,xczu7ev-ffvc1156-2-e,10.0,0.91416,67,5,1,1,2,cyclic_2_1,cyclic_8_1,cyclic_2_1,unroll_4,2.25,0.3038159710588547,False
workload_308.cpp,xczu7ev-ffvc1156-2-e,10.0,0.23644,78,10,1,4,6,cyclic_2_1,block_128_1,cyclic_128_1,pipeline,5.25,0.9572717008323144,False
workload_309.cpp,xczu7ev-ffvc1156-2-e,10.0,0.39704,76,4,1,2,7,cyclic_2_1,block_128_1,block_2_1,unroll_4,3.5,0.8318513050331056,False
workload_310.cpp,xczu7ev-ffvc1156-2-e,10.0,0.31,73,5,1,1,3,cyclic_2_1,cyclic_4_1,block_2_1,unroll_8,2.5,0.919886825454773,False
workload_311.cpp,xczu7ev-ffvc1156-2-e,10.0,0.70552,249,4,1,6,15,block_2_1,block_128_1,cyclic_2_1,unroll_16,6.5,0.5149505805993102,False
