Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,OuterLoop_1,InnerLoop_1_1,InnerLoop_2_1,InnerLoop_3_1,Area,Weight,is_pareto
workload_235.cpp,xczu7ev-ffvc1156-2-e,10.0,36.31201,129,1,1,1,3,block_4_1,unroll_2,pipeline_1,unroll,pipeline,1.5,1.0,True
workload_236.cpp,xczu7ev-ffvc1156-2-e,10.0,36.31201,154,1,1,2,7,block_4_1,unroll_4,pipeline,unroll,pipeline,2.75,0.9445112019326646,False
workload_238.cpp,xczu7ev-ffvc1156-2-e,10.0,36.31337,213,1,1,5,13,block_4_1,unroll_8,pipeline_1,unroll,unroll,5.0,0.8490802105819026,False
workload_239.cpp,xczu7ev-ffvc1156-2-e,10.0,36.31745,124,1,1,1,3,cyclic_4_1,unroll_2,pipeline,pipeline_1,pipeline_1,1.5,0.9999754166395415,False
workload_240.cpp,xczu7ev-ffvc1156-2-e,10.0,36.31201,124,1,1,1,3,cyclic_2_1,unroll_2,pipeline,unroll,pipeline,1.5,1.0,True
workload_241.cpp,xczu7ev-ffvc1156-2-e,10.0,36.31745,126,1,1,1,3,cyclic_4_1,unroll_2,pipeline_1,pipeline_1,pipeline,1.5,0.9999754166395415,False
workload_242.cpp,xczu7ev-ffvc1156-2-e,10.0,36.31201,128,1,1,1,3,cyclic_4_1,unroll_2,pipeline_1,unroll,pipeline_1,1.5,1.0,True
workload_243.cpp,xczu7ev-ffvc1156-2-e,10.0,36.31201,152,1,1,2,7,block_4_1,unroll_4,pipeline,unroll,pipeline_1,2.75,0.9445112019326646,False
workload_244.cpp,xczu7ev-ffvc1156-2-e,10.0,36.31745,128,1,1,1,3,block_4_1,unroll_2,pipeline_1,pipeline_1,pipeline,1.5,0.9999754166395415,False
workload_245.cpp,xczu7ev-ffvc1156-2-e,10.0,36.31745,129,1,1,1,3,block_2_1,unroll_2,pipeline,pipeline,pipeline,1.5,0.9999754166395415,False
workload_246.cpp,xczu7ev-ffvc1156-2-e,10.0,36.31473,156,1,1,2,6,block_8_1,unroll_4,pipeline_1,pipeline,pipeline_1,2.5,0.9554677267294898,False
workload_247.cpp,xczu7ev-ffvc1156-2-e,10.0,36.31201,157,1,1,2,7,cyclic_2_1,unroll_4,pipeline_1,unroll,pipeline_1,2.75,0.9445112019326646,False
workload_248.cpp,xczu7ev-ffvc1156-2-e,10.0,36.31473,156,1,1,2,6,cyclic_8_1,unroll_4,pipeline_1,pipeline,pipeline_1,2.5,0.9554677267294898,False
workload_249.cpp,xczu7ev-ffvc1156-2-e,10.0,36.31201,154,1,1,2,7,block_4_1,unroll_4,pipeline_1,unroll,pipeline,2.75,0.9445112019326646,False
workload_250.cpp,xczu7ev-ffvc1156-2-e,10.0,36.31201,156,1,1,2,7,block_2_1,unroll_4,pipeline_1,unroll,pipeline,2.75,0.9445112019326646,False
workload_251.cpp,xczu7ev-ffvc1156-2-e,10.0,36.31473,158,1,1,2,6,block_4_1,unroll_4,pipeline_1,pipeline_1,pipeline,2.5,0.9554677267294898,False
workload_252.cpp,xczu7ev-ffvc1156-2-e,10.0,36.31201,129,1,1,1,3,block_4_1,unroll_2,pipeline,unroll,pipeline,1.5,1.0,True
workload_253.cpp,xczu7ev-ffvc1156-2-e,10.0,36.31201,127,1,1,1,3,block_2_1,unroll_2,pipeline_1,unroll,pipeline,1.5,1.0,True
workload_254.cpp,xczu7ev-ffvc1156-2-e,10.0,36.31473,153,1,1,2,6,cyclic_4_1,unroll_4,pipeline,pipeline_1,pipeline_1,2.5,0.9554677267294898,False
workload_255.cpp,xczu7ev-ffvc1156-2-e,10.0,36.31745,129,1,1,1,3,block_2_1,unroll_2,pipeline,pipeline_1,pipeline,1.5,0.9999754166395415,False
workload_256.cpp,xczu7ev-ffvc1156-2-e,10.0,36.31745,129,1,1,1,3,cyclic_8_1,unroll_2,pipeline_1,pipeline_1,pipeline,1.5,0.9999754166395415,False
workload_257.cpp,xczu7ev-ffvc1156-2-e,10.0,36.31473,156,1,1,2,6,block_2_1,unroll_4,pipeline,pipeline_1,pipeline_1,2.5,0.9554677267294898,False
workload_258.cpp,xczu7ev-ffvc1156-2-e,10.0,36.31201,153,1,1,2,7,cyclic_2_1,unroll_4,pipeline,unroll,pipeline,2.75,0.9445112019326646,False
workload_259.cpp,xczu7ev-ffvc1156-2-e,10.0,36.31745,128,1,1,1,3,block_4_1,unroll_2,pipeline_1,pipeline,pipeline_1,1.5,0.9999754166395415,False
workload_260.cpp,xczu7ev-ffvc1156-2-e,10.0,36.31201,128,1,1,1,3,cyclic_8_1,unroll_2,pipeline_1,unroll,pipeline_1,1.5,1.0,True
workload_261.cpp,xczu7ev-ffvc1156-2-e,10.0,36.31745,128,1,1,1,3,complete_1,unroll_2,pipeline_1,pipeline,pipeline_1,1.5,0.9999754166395415,False
workload_262.cpp,xczu7ev-ffvc1156-2-e,10.0,36.31473,155,1,1,2,6,cyclic_2_1,unroll_4,pipeline,pipeline_1,pipeline,2.5,0.9554677267294898,False
workload_263.cpp,xczu7ev-ffvc1156-2-e,10.0,36.31473,157,1,1,2,6,block_4_1,unroll_4,pipeline_1,pipeline,pipeline_1,2.5,0.9554677267294898,False
workload_264.cpp,xczu7ev-ffvc1156-2-e,10.0,36.31473,156,1,1,2,6,cyclic_2_1,unroll_4,pipeline,pipeline_1,pipeline_1,2.5,0.9554677267294898,False
workload_265.cpp,xczu7ev-ffvc1156-2-e,10.0,36.31473,156,1,1,2,6,block_2_1,unroll_4,pipeline_1,pipeline,pipeline_1,2.5,0.9554677267294898,False
workload_266.cpp,xczu7ev-ffvc1156-2-e,10.0,36.31201,212,1,1,5,13,cyclic_4_1,unroll_8,pipeline_1,unroll,pipeline_1,5.0,0.8490802106910627,False
workload_268.cpp,xczu7ev-ffvc1156-2-e,10.0,36.31473,156,1,1,2,6,cyclic_8_1,unroll_4,pipeline,pipeline_1,pipeline,2.5,0.9554677267294898,False
workload_271.cpp,xczu7ev-ffvc1156-2-e,10.0,36.31201,124,1,1,1,3,complete_1,unroll_2,pipeline,unroll,pipeline,1.5,1.0,True
workload_272.cpp,xczu7ev-ffvc1156-2-e,10.0,36.31745,124,1,1,1,3,cyclic_4_1,unroll_2,pipeline,unroll,unroll,1.5,0.9999754166395415,False
workload_273.cpp,xczu7ev-ffvc1156-2-e,10.0,36.31745,125,1,1,1,3,complete_1,unroll_2,pipeline_1,pipeline_1,pipeline,1.5,0.9999754166395415,False
workload_274.cpp,xczu7ev-ffvc1156-2-e,10.0,36.31201,125,1,1,1,3,cyclic_2_1,unroll_2,pipeline,unroll,pipeline_1,1.5,1.0,True
workload_275.cpp,xczu7ev-ffvc1156-2-e,10.0,36.31745,126,1,1,1,3,cyclic_8_1,unroll_2,pipeline,pipeline,pipeline_1,1.5,0.9999754166395415,False
workload_276.cpp,xczu7ev-ffvc1156-2-e,10.0,36.31745,127,1,1,1,3,cyclic_4_1,unroll_2,pipeline_1,pipeline_1,pipeline_1,1.5,0.9999754166395415,False
workload_277.cpp,xczu7ev-ffvc1156-2-e,10.0,36.31473,155,1,1,2,6,block_4_1,unroll_4,pipeline,pipeline_1,pipeline_1,2.5,0.9554677267294898,False
workload_278.cpp,xczu7ev-ffvc1156-2-e,10.0,36.31201,207,1,1,5,13,cyclic_2_1,unroll_8,pipeline,unroll,pipeline,5.0,0.8490802106910627,False
workload_279.cpp,xczu7ev-ffvc1156-2-e,10.0,36.31745,126,1,1,1,3,complete_1,unroll_2,pipeline,pipeline,unroll,1.5,0.9999754166395415,False
workload_280.cpp,xczu7ev-ffvc1156-2-e,10.0,36.31745,129,1,1,1,3,block_4_1,unroll_2,pipeline,pipeline,pipeline,1.5,0.9999754166395415,False
workload_281.cpp,xczu7ev-ffvc1156-2-e,10.0,36.31201,131,1,1,1,3,cyclic_4_1,unroll_2,pipeline_1,unroll,pipeline,1.5,1.0,True
workload_282.cpp,xczu7ev-ffvc1156-2-e,10.0,36.31745,128,1,1,1,3,cyclic_8_1,unroll_2,pipeline,pipeline_1,pipeline_1,1.5,0.9999754166395415,False
workload_283.cpp,xczu7ev-ffvc1156-2-e,10.0,36.31745,128,1,1,1,3,complete_1,unroll_2,pipeline,pipeline,pipeline_1,1.5,0.9999754166395415,False
workload_284.cpp,xczu7ev-ffvc1156-2-e,10.0,36.31473,158,1,1,2,6,cyclic_8_1,unroll_4,pipeline_1,pipeline,pipeline,2.5,0.9554677267294898,False
workload_285.cpp,xczu7ev-ffvc1156-2-e,10.0,36.31473,158,1,1,2,6,block_4_1,unroll_4,pipeline_1,pipeline,pipeline,2.5,0.9554677267294898,False
workload_286.cpp,xczu7ev-ffvc1156-2-e,10.0,36.31745,130,1,1,1,3,complete_1,unroll_2,pipeline_1,pipeline,pipeline,1.5,0.9999754166395415,False
workload_287.cpp,xczu7ev-ffvc1156-2-e,10.0,36.31201,153,1,1,2,7,block_2_1,unroll_4,pipeline_1,unroll,pipeline_1,2.75,0.9445112019326646,False
workload_288.cpp,xczu7ev-ffvc1156-2-e,10.0,36.31473,151,1,1,2,6,block_4_1,unroll_4,pipeline,pipeline_1,pipeline,2.5,0.9554677267294898,False
workload_289.cpp,xczu7ev-ffvc1156-2-e,10.0,36.31745,124,1,1,1,3,cyclic_8_1,unroll_2,pipeline,pipeline,pipeline,1.5,0.9999754166395415,False
workload_290.cpp,xczu7ev-ffvc1156-2-e,10.0,150.41329,135,1,1,2,4,block_2_1,unroll_2,unroll_2,pipeline,pipeline_1,2.0,0.5578743971314434,False
workload_291.cpp,xczu7ev-ffvc1156-2-e,10.0,36.31201,127,1,1,1,3,cyclic_4_1,unroll_2,pipeline,unroll,pipeline,1.5,1.0,True
workload_292.cpp,xczu7ev-ffvc1156-2-e,10.0,36.31201,127,1,1,1,3,cyclic_8_1,unroll_2,pipeline_1,unroll,pipeline,1.5,1.0,True
workload_293.cpp,xczu7ev-ffvc1156-2-e,10.0,36.31745,127,1,1,1,3,block_4_1,unroll_2,pipeline_1,pipeline_1,pipeline_1,1.5,0.9999754166395415,False
workload_294.cpp,xczu7ev-ffvc1156-2-e,10.0,36.31745,128,1,1,1,3,block_8_1,unroll_2,pipeline_1,pipeline,pipeline_1,1.5,0.9999754166395415,False
workload_295.cpp,xczu7ev-ffvc1156-2-e,10.0,36.31201,153,1,1,2,7,cyclic_4_1,unroll_4,pipeline_1,unroll,pipeline,2.75,0.9445112019326646,False
workload_297.cpp,xczu7ev-ffvc1156-2-e,10.0,36.31745,126,1,1,1,3,block_2_1,unroll_2,pipeline,unroll,unroll,1.5,0.9999754166395415,False
workload_298.cpp,xczu7ev-ffvc1156-2-e,10.0,36.31745,127,1,1,1,3,cyclic_8_1,unroll_2,pipeline_1,pipeline,pipeline,1.5,0.9999754166395415,False
workload_299.cpp,xczu7ev-ffvc1156-2-e,10.0,284.10673,150,1,1,2,6,block_2_1,unroll_2,unroll_2,unroll,pipeline,2.5,0.22818023585908154,False
workload_300.cpp,xczu7ev-ffvc1156-2-e,10.0,36.31201,153,1,1,2,7,complete_1,unroll_4,pipeline_1,unroll,pipeline_1,2.75,0.9445112019326646,False
workload_301.cpp,xczu7ev-ffvc1156-2-e,10.0,36.31201,129,1,1,1,3,cyclic_2_1,unroll_2,pipeline_1,unroll,pipeline,1.5,1.0,True
workload_302.cpp,xczu7ev-ffvc1156-2-e,10.0,36.31201,153,1,1,2,7,cyclic_2_1,unroll_4,pipeline,unroll,pipeline_1,2.75,0.9445112019326646,False
workload_303.cpp,xczu7ev-ffvc1156-2-e,10.0,36.31473,155,1,1,2,6,cyclic_8_1,unroll_4,pipeline,pipeline_1,pipeline_1,2.5,0.9554677267294898,False
workload_304.cpp,xczu7ev-ffvc1156-2-e,10.0,150.41193,246,1,1,10,17,block_2_1,unroll_4,unroll_4,pipeline_1,pipeline,7.25,0.5153759642687966,False
workload_305.cpp,xczu7ev-ffvc1156-2-e,10.0,36.31745,130,1,1,1,3,block_4_1,unroll_2,pipeline,pipeline,pipeline_1,1.5,0.9999754166395415,False
workload_306.cpp,xczu7ev-ffvc1156-2-e,10.0,36.31473,157,1,1,2,6,block_4_1,unroll_4,pipeline_1,pipeline_1,pipeline_1,2.5,0.9554677267294898,False
workload_307.cpp,xczu7ev-ffvc1156-2-e,10.0,36.31745,128,1,1,1,3,cyclic_2_1,unroll_2,pipeline,unroll,unroll,1.5,0.9999754166395415,False
workload_308.cpp,xczu7ev-ffvc1156-2-e,10.0,36.31473,159,1,1,2,6,cyclic_4_1,unroll_4,pipeline,pipeline_1,pipeline,2.5,0.9554677267294898,False
workload_309.cpp,xczu7ev-ffvc1156-2-e,10.0,36.31201,128,1,1,1,3,complete_1,unroll_2,pipeline_1,unroll,pipeline_1,1.5,1.0,True
workload_310.cpp,xczu7ev-ffvc1156-2-e,10.0,36.31745,129,1,1,1,3,block_4_1,unroll_2,pipeline_1,unroll,unroll,1.5,0.9999754166395415,False
workload_311.cpp,xczu7ev-ffvc1156-2-e,10.0,36.31745,130,1,1,1,3,block_2_1,unroll_2,pipeline_1,pipeline,pipeline,1.5,0.9999754166395415,False
workload_312.cpp,xczu7ev-ffvc1156-2-e,10.0,36.31201,154,1,1,2,7,cyclic_4_1,unroll_4,pipeline,unroll,pipeline_1,2.75,0.9445112019326646,False
workload_316.cpp,xczu7ev-ffvc1156-2-e,10.0,36.31745,127,1,1,1,3,block_4_1,unroll_2,pipeline,pipeline_1,pipeline,1.5,0.9999754166395415,False
workload_317.cpp,xczu7ev-ffvc1156-2-e,10.0,36.31201,153,1,1,2,7,cyclic_8_1,unroll_4,pipeline_1,unroll,pipeline,2.75,0.9445112019326646,False
workload_318.cpp,xczu7ev-ffvc1156-2-e,10.0,36.31473,155,1,1,2,6,block_4_1,unroll_4,pipeline,pipeline,pipeline_1,2.5,0.9554677267294898,False
workload_319.cpp,xczu7ev-ffvc1156-2-e,10.0,281.32145,250,1,1,4,12,cyclic_8_1,unroll_2,unroll_4,unroll,pipeline,4.5,0.23017273839889302,False
workload_320.cpp,xczu7ev-ffvc1156-2-e,10.0,36.31745,131,1,1,1,3,block_8_1,unroll_2,pipeline_1,pipeline_1,pipeline_1,1.5,0.9999754166395415,False
workload_321.cpp,xczu7ev-ffvc1156-2-e,10.0,281.32145,174,1,1,2,6,cyclic_8_1,unroll_2,unroll_2,unroll,pipeline,2.5,0.23297038777127274,False
workload_322.cpp,xczu7ev-ffvc1156-2-e,10.0,36.31745,130,1,1,1,3,complete_1,unroll_2,pipeline_1,pipeline_1,pipeline_1,1.5,0.9999754166395415,False
workload_323.cpp,xczu7ev-ffvc1156-2-e,10.0,36.31201,128,1,1,1,3,complete_1,unroll_2,pipeline,unroll,pipeline_1,1.5,1.0,True
workload_324.cpp,xczu7ev-ffvc1156-2-e,10.0,36.31201,210,1,1,5,13,complete_1,unroll_8,pipeline,unroll,pipeline,5.0,0.8490802106910627,False
workload_325.cpp,xczu7ev-ffvc1156-2-e,10.0,348.16817,161,1,1,2,6,block_4_1,unroll_2,unroll_2,unroll,pipeline_1,2.5,0.14224804836418797,False
workload_326.cpp,xczu7ev-ffvc1156-2-e,10.0,36.31201,156,1,1,2,7,complete_1,unroll_4,pipeline_1,unroll,pipeline,2.75,0.9445112019326646,False
workload_327.cpp,xczu7ev-ffvc1156-2-e,10.0,36.31745,131,1,1,1,3,cyclic_8_1,unroll_2,pipeline_1,pipeline,pipeline_1,1.5,0.9999754166395415,False
workload_330.cpp,xczu7ev-ffvc1156-2-e,10.0,36.31745,127,1,1,1,3,block_4_1,unroll_2,pipeline,pipeline_1,pipeline_1,1.5,0.9999754166395415,False
workload_333.cpp,xczu7ev-ffvc1156-2-e,10.0,36.31201,127,1,1,1,3,block_8_1,unroll_2,pipeline_1,unroll,pipeline_1,1.5,1.0,True
workload_334.cpp,xczu7ev-ffvc1156-2-e,10.0,36.31201,150,1,1,2,7,cyclic_8_1,unroll_4,pipeline,unroll,pipeline_1,2.75,0.9445112019326646,False
workload_335.cpp,xczu7ev-ffvc1156-2-e,10.0,36.31473,154,1,1,2,6,cyclic_8_1,unroll_4,pipeline_1,pipeline_1,pipeline,2.5,0.9554677267294898,False
workload_336.cpp,xczu7ev-ffvc1156-2-e,10.0,125.34441,160,1,1,3,7,complete_1,unroll_4,unroll_2,pipeline_1,pipeline,3.0,0.6382498867238859,False
workload_337.cpp,xczu7ev-ffvc1156-2-e,10.0,36.31201,157,1,1,2,7,cyclic_2_1,unroll_4,pipeline_1,unroll,pipeline,2.75,0.9445112019326646,False
workload_338.cpp,xczu7ev-ffvc1156-2-e,10.0,36.31745,129,1,1,1,3,block_8_1,unroll_2,pipeline_1,pipeline_1,pipeline,1.5,0.9999754166395415,False
workload_339.cpp,xczu7ev-ffvc1156-2-e,10.0,36.31745,129,1,1,1,3,block_4_1,unroll_2,pipeline_1,pipeline,pipeline,1.5,0.9999754166395415,False
workload_340.cpp,xczu7ev-ffvc1156-2-e,10.0,36.31201,155,1,1,2,7,block_2_1,unroll_4,pipeline,unroll,pipeline_1,2.75,0.9445112019326646,False
workload_341.cpp,xczu7ev-ffvc1156-2-e,10.0,36.31473,158,1,1,2,6,block_8_1,unroll_4,pipeline_1,pipeline,pipeline,2.5,0.9554677267294898,False
workload_346.cpp,xczu7ev-ffvc1156-2-e,5.0,18.190005,155,1,1,3,7,complete_1,unroll_4,pipeline,unroll,pipeline,3.0,1.0,True
workload_347.cpp,xczu7ev-ffvc1156-2-e,5.0,62.672885,228,1,1,6,14,cyclic_2_1,unroll_2,unroll_8,pipeline_1,pipeline,5.5,0.6817894573407581,False
workload_352.cpp,xczu7ev-ffvc1156-2-e,5.0,18.191365,127,1,1,1,3,cyclic_4_1,unroll_2,pipeline,unroll,pipeline_1,1.5,1.0,True
workload_353.cpp,xczu7ev-ffvc1156-2-e,5.0,73.814005,247,1,1,8,17,block_2_1,unroll_2,unroll_8,pipeline_1,pipeline,6.75,0.6111360522397677,False
workload_355.cpp,xczu7ev-ffvc1156-2-e,5.0,73.814005,932,1,1,35,75,block_4_1,unroll_2,unroll_32,pipeline_1,pipeline,28.0,0.3434587545304675,False
workload_359.cpp,xczu7ev-ffvc1156-2-e,5.0,98.880505,304,1,1,5,17,cyclic_8_1,unroll_8,unroll_2,pipeline,pipeline,6.0,0.4878188408754335,False
workload_361.cpp,xczu7ev-ffvc1156-2-e,5.0,61.888335,369,1,1,11,27,complete_1,unroll_16,unroll_2,pipeline_1,unroll,10.0,0.6407412917880426,False
workload_362.cpp,xczu7ev-ffvc1156-2-e,5.0,18.221625,595,1,1,24,54,cyclic_4_1,unroll_32,pipeline,pipeline_1,pipeline,20.0,0.6474960579295735,False
workload_368.cpp,xczu7ev-ffvc1156-2-e,5.0,98.880505,344,1,1,11,25,block_8_1,unroll_8,unroll_4,pipeline,pipeline,9.5,0.4691774577276513,False
workload_369.cpp,xczu7ev-ffvc1156-2-e,5.0,98.881525,202,1,1,2,8,cyclic_8_1,unroll_2,unroll_4,pipeline,pipeline,3.0,0.4961415644964,False
workload_371.cpp,xczu7ev-ffvc1156-2-e,5.0,97.596665,646,1,1,20,49,complete_1,unroll_8,unroll_8,pipeline,pipeline,17.75,0.40742369662044897,False
workload_372.cpp,xczu7ev-ffvc1156-2-e,5.0,18.188815,581,1,1,25,51,cyclic_8_1,unroll_32,pipeline_1,unroll,pipeline_1,19.5,1.0,True
workload_378.cpp,xczu7ev-ffvc1156-2-e,5.0,18.226725,131,1,1,1,4,cyclic_4_1,unroll_2,pipeline_1,pipeline,pipeline_1,1.75,0.9946614330330713,False
workload_381.cpp,xczu7ev-ffvc1156-2-e,5.0,176.868175,2216,1,1,35,90,block_2_1,unroll_16,unroll_4,unroll,pipeline,31.75,0.12288258782726663,False
workload_391.cpp,xczu7ev-ffvc1156-2-e,5.0,73.814005,285,1,1,9,19,block_4_1,unroll_2,unroll_8,pipeline_1,pipeline,7.5,0.6053734040419373,False
workload_392.cpp,xczu7ev-ffvc1156-2-e,5.0,110.021625,760,1,1,31,61,block_2_1,unroll_8,unroll_8,pipeline,pipeline,23.5,0.3117266351408331,False
workload_393.cpp,xczu7ev-ffvc1156-2-e,5.0,110.022645,926,1,1,32,71,block_4_1,unroll_2,unroll_32,pipeline,pipeline_1,26.25,0.28157840345984736,False
workload_394.cpp,xczu7ev-ffvc1156-2-e,5.0,62.671865,942,1,1,23,65,cyclic_8_1,unroll_8,unroll_8,pipeline_1,unroll,22.5,0.46974763509505213,False
workload_395.cpp,xczu7ev-ffvc1156-2-e,5.0,98.880335,519,1,1,11,33,cyclic_8_1,unroll_16,unroll_2,pipeline,unroll,11.5,0.4552412423120912,False
workload_401.cpp,xczu7ev-ffvc1156-2-e,5.0,18.188815,574,1,1,25,51,cyclic_4_1,unroll_32,pipeline,unroll,pipeline_1,19.5,1.0,True
workload_402.cpp,xczu7ev-ffvc1156-2-e,5.0,62.671865,346,1,1,11,27,block_8_1,unroll_8,unroll_4,pipeline_1,pipeline,10.0,0.636924466060941,False
workload_403.cpp,xczu7ev-ffvc1156-2-e,5.0,18.188815,582,1,1,25,51,cyclic_2_1,unroll_32,pipeline_1,unroll,pipeline_1,19.5,1.0,True
workload_404.cpp,xczu7ev-ffvc1156-2-e,5.0,18.189325,211,1,1,6,13,complete_1,unroll_8,pipeline,unroll,pipeline,5.25,1.0,True
workload_405.cpp,xczu7ev-ffvc1156-2-e,5.0,142.052175,2282,1,1,34,80,block_2_1,unroll_16,unroll_4,unroll,pipeline_1,29.0,0.18661798733536017,False
workload_406.cpp,xczu7ev-ffvc1156-2-e,5.0,73.814005,776,1,1,34,66,block_2_1,unroll_2,unroll_32,pipeline_1,pipeline,25.5,0.3862595254283593,False
workload_407.cpp,xczu7ev-ffvc1156-2-e,5.0,18.224005,160,1,1,3,7,block_2_1,unroll_4,pipeline_1,pipeline,pipeline,3.0,0.9688767262848802,False
workload_409.cpp,xczu7ev-ffvc1156-2-e,5.0,176.869365,350,1,1,8,22,cyclic_2_1,unroll_2,unroll_8,unroll,pipeline,8.0,0.19887095323275078,False
workload_419.cpp,xczu7ev-ffvc1156-2-e,5.0,98.097145,229,1,1,5,13,complete_1,unroll_8,unroll_2,pipeline,pipeline,5.0,0.49529010953375674,False
workload_426.cpp,xczu7ev-ffvc1156-2-e,5.0,98.097145,227,1,1,5,13,complete_1,unroll_8,unroll_2,pipeline,unroll,5.0,0.49529010953375674,False
workload_427.cpp,xczu7ev-ffvc1156-2-e,5.0,98.881525,308,1,1,5,17,cyclic_8_1,unroll_2,unroll_8,pipeline,pipeline,6.0,0.487813940162079,False
workload_428.cpp,xczu7ev-ffvc1156-2-e,5.0,18.188985,324,1,1,13,26,cyclic_8_1,unroll_16,pipeline,unroll,pipeline,10.25,1.0,True
workload_429.cpp,xczu7ev-ffvc1156-2-e,5.0,18.221965,339,1,1,12,26,complete_1,unroll_16,pipeline_1,pipeline_1,unroll,10.0,0.8314160831231334,False
workload_430.cpp,xczu7ev-ffvc1156-2-e,5.0,18.226725,131,1,1,1,4,cyclic_4_1,unroll_2,pipeline_1,pipeline,pipeline,1.75,0.9946614330330713,False
workload_431.cpp,xczu7ev-ffvc1156-2-e,5.0,62.671865,624,1,1,23,53,block_8_1,unroll_8,unroll_8,pipeline_1,pipeline,19.5,0.515436131282634,False
workload_432.cpp,xczu7ev-ffvc1156-2-e,5.0,18.188815,580,1,1,25,51,cyclic_2_1,unroll_32,pipeline_1,unroll,pipeline,19.5,1.0,True
workload_433.cpp,xczu7ev-ffvc1156-2-e,5.0,18.226725,131,1,1,1,4,cyclic_4_1,unroll_2,pipeline,unroll,unroll,1.75,0.9946614330330713,False
workload_434.cpp,xczu7ev-ffvc1156-2-e,5.0,61.388025,643,1,1,22,54,complete_1,unroll_8,unroll_8,pipeline_1,pipeline,19.5,0.5200229083875677,False
workload_435.cpp,xczu7ev-ffvc1156-2-e,5.0,110.022645,766,1,1,31,63,block_2_1,unroll_2,unroll_32,pipeline,pipeline_1,24.0,0.30643436898790133,False
workload_436.cpp,xczu7ev-ffvc1156-2-e,5.0,62.671865,494,1,1,11,33,cyclic_8_1,unroll_8,unroll_4,pipeline_1,unroll,11.5,0.6188151414833172,False
workload_437.cpp,xczu7ev-ffvc1156-2-e,5.0,62.672885,227,1,1,6,14,cyclic_2_1,unroll_2,unroll_8,pipeline_1,pipeline_1,5.5,0.6817894573407581,False
workload_439.cpp,xczu7ev-ffvc1156-2-e,5.0,98.880335,525,1,1,11,33,cyclic_8_1,unroll_16,unroll_2,pipeline,pipeline,11.5,0.4552412423120912,False
workload_440.cpp,xczu7ev-ffvc1156-2-e,5.0,97.640185,647,1,1,19,47,complete_1,unroll_8,unroll_8,pipeline,unroll,17.0,0.4140971482555802,False
workload_441.cpp,xczu7ev-ffvc1156-2-e,5.0,208.898895,2391,1,1,42,99,block_4_1,unroll_16,unroll_4,unroll,pipeline,35.75,0.10000000000000002,False
workload_443.cpp,xczu7ev-ffvc1156-2-e,5.0,142.052685,801,1,1,15,38,cyclic_2_1,unroll_4,unroll_8,unroll,pipeline_1,13.75,0.2808533129208062,False
workload_444.cpp,xczu7ev-ffvc1156-2-e,5.0,110.022645,281,1,1,8,17,block_4_1,unroll_2,unroll_8,pipeline,unroll,6.75,0.4332990436779557,False
workload_446.cpp,xczu7ev-ffvc1156-2-e,5.0,18.224005,160,1,1,3,7,block_4_1,unroll_4,pipeline_1,pipeline,pipeline,3.0,0.9688767262848802,False
workload_450.cpp,xczu7ev-ffvc1156-2-e,5.0,110.021625,402,1,1,16,31,block_2_1,unroll_8,unroll_4,pipeline,pipeline,12.25,0.4038084748727704,False
workload_451.cpp,xczu7ev-ffvc1156-2-e,5.0,176.869365,158,1,1,2,6,cyclic_2_1,unroll_2,unroll_2,unroll,pipeline,2.5,0.2038700718576334,False
workload_454.cpp,xczu7ev-ffvc1156-2-e,5.0,62.671865,754,1,1,23,59,cyclic_4_1,unroll_8,unroll_8,pipeline_1,pipeline_1,21.0,0.4941947454434368,False
workload_455.cpp,xczu7ev-ffvc1156-2-e,5.0,18.189325,212,1,1,6,13,cyclic_2_1,unroll_8,pipeline_1,unroll,pipeline_1,5.25,1.0,True
workload_456.cpp,xczu7ev-ffvc1156-2-e,5.0,18.188815,576,1,1,25,51,complete_1,unroll_32,pipeline,unroll,pipeline,19.5,1.0,True
workload_457.cpp,xczu7ev-ffvc1156-2-e,5.0,110.021625,285,1,1,8,18,block_4_1,unroll_8,unroll_2,pipeline,pipeline,7.0,0.4323215156741326,False
workload_459.cpp,xczu7ev-ffvc1156-2-e,5.0,62.672885,289,1,1,5,17,cyclic_8_1,unroll_2,unroll_8,pipeline_1,unroll,6.0,0.6778610898009408,False
workload_461.cpp,xczu7ev-ffvc1156-2-e,5.0,98.881525,348,1,1,10,26,block_8_1,unroll_2,unroll_16,pipeline,pipeline_1,9.5,0.4691728708292533,False
workload_462.cpp,xczu7ev-ffvc1156-2-e,5.0,73.812985,907,1,1,35,74,block_4_1,unroll_8,unroll_8,pipeline_1,pipeline,27.75,0.34775601503586745,False
workload_465.cpp,xczu7ev-ffvc1156-2-e,5.0,18.226725,129,1,1,1,4,cyclic_2_1,unroll_2,pipeline,pipeline_1,pipeline,1.75,0.9946614330330713,False
workload_466.cpp,xczu7ev-ffvc1156-2-e,5.0,18.222645,216,1,1,6,14,complete_1,unroll_8,pipeline_1,pipeline,pipeline_1,5.5,0.9184268045423314,False
workload_467.cpp,xczu7ev-ffvc1156-2-e,5.0,98.880505,218,1,1,5,13,block_8_1,unroll_8,unroll_2,pipeline,pipeline,5.0,0.49146695579193067,False
