Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,Array_4,Array_5,OuterLoop_1,OuterLoop_2,OuterLoop_3,OuterLoop_4,OuterLoop_5,OuterLoop_6,OuterLoop_7,OuterLoop_8,OuterLoop_9,OuterLoop_10,OuterLoop_11,OuterLoop_12,OuterLoop_13,OuterLoop_14,OuterLoop_15,InnerLoop_1_1,InnerLoop_1_2,InnerLoop_1_3,InnerLoop_1_4,InnerLoop_1_5,InnerLoop_1_6,InnerLoop_1_7,InnerLoop_1_8,InnerLoop_1_9,InnerLoop_1_10,InnerLoop_1_11,InnerLoop_1_12,InnerLoop_1_13,InnerLoop_1_14,InnerLoop_1_15,InnerLoop_1_16,InnerLoop_2_1,InnerLoop_2_2,InnerLoop_2_3,InnerLoop_2_4,InnerLoop_2_5,InnerLoop_3_1,InnerLoop_3_2,InnerLoop_3_3,Area,Weight,is_pareto
workload_429.cpp,xczu7ev-ffvc1156-2-e,10.0,62.78045,2536,6,45,39,97,block_2_1,block_16_1,block_64_1,block_8_1,cyclic_16_1,unroll_4,unroll_8,unroll,unroll,pipeline_1,pipeline,unroll,pipeline_1,pipeline,unroll_4,unroll_4,unroll_2,pipeline_1,unroll_8,unroll_32,unroll_2,unroll_2,unroll,pipeline_1,unroll_2,unroll_2,pipeline,unroll_2,pipeline_1,unroll,unroll_2,pipeline_1,unroll_2,unroll_8,pipeline_1,pipeline_1,unroll_4,unroll,pipeline_1,unroll_2,unroll_8,unroll_2,unroll_2,pipeline,46.75,0.2681340575386783,False
workload_430.cpp,xczu7ev-ffvc1156-2-e,10.0,57.00095,2370,6,44,34,84,block_4_1,block_16_1,block_16_1,block_8_1,cyclic_16_1,unroll_4,pipeline,unroll,unroll,pipeline_1,pipeline_1,unroll_4,pipeline,pipeline,pipeline,pipeline_1,unroll_2,pipeline_1,unroll_2,unroll_2,pipeline,unroll_2,pipeline_1,pipeline,unroll_4,unroll,pipeline,unroll_2,pipeline,unroll,unroll_2,pipeline_1,unroll,unroll_8,pipeline_1,pipeline,pipeline_1,pipeline,unroll,pipeline_1,unroll_8,unroll_2,pipeline_1,unroll,42.0,0.3275589950996517,False
workload_432.cpp,xczu7ev-ffvc1156-2-e,10.0,61.0419,2750,6,39,37,88,block_2_1,block_16_1,block_16_1,block_8_1,cyclic_16_1,unroll_4,unroll_8,unroll,unroll,pipeline_1,pipeline_1,pipeline,unroll_8,pipeline,unroll_8,unroll,unroll_2,pipeline_1,unroll_2,unroll_64,unroll_2,unroll_2,unroll_8,pipeline_1,pipeline_1,unroll_2,pipeline,unroll_2,pipeline_1,unroll,unroll_2,pipeline_1,unroll_2,unroll_8,pipeline_1,pipeline_1,unroll_4,pipeline,unroll,unroll_2,pipeline_1,unroll_2,unroll_2,pipeline,42.5,0.31931288399861646,False
workload_433.cpp,xczu7ev-ffvc1156-2-e,10.0,58.16708,2552,7,45,36,88,block_2_1,block_16_1,block_16_1,block_8_1,cyclic_4_1,unroll_2,unroll_8,unroll,unroll,pipeline_1,unroll_8,unroll,pipeline_1,pipeline,unroll_4,unroll,unroll_2,pipeline_1,unroll_2,unroll_64,unroll_2,unroll_2,unroll_8,pipeline_1,unroll_2,unroll,pipeline,unroll_2,pipeline,unroll,unroll_8,pipeline_1,unroll_2,unroll_8,pipeline_1,pipeline_1,unroll_4,unroll,unroll,unroll_2,unroll_8,pipeline,pipeline_1,pipeline,44.0,0.3019531218645074,False
workload_436.cpp,xczu7ev-ffvc1156-2-e,10.0,58.9058,2418,6,45,36,86,block_4_1,block_16_1,block_16_1,block_8_1,cyclic_16_1,unroll_4,unroll_8,unroll,unroll,pipeline_1,pipeline,unroll_4,pipeline_1,pipeline,unroll_8,unroll_4,unroll_2,pipeline_1,unroll_2,unroll_64,unroll_2,unroll_2,unroll,pipeline,unroll_2,unroll,pipeline,unroll_2,pipeline,unroll,unroll,pipeline_1,unroll,unroll_8,pipeline_1,pipeline_1,unroll_4,pipeline,unroll,unroll_2,unroll_8,pipeline_1,unroll_2,pipeline,43.25,0.3108357309589711,False
workload_437.cpp,xczu7ev-ffvc1156-2-e,10.0,58.857,2427,4,55,40,91,block_4_1,block_16_1,block_16_1,block_8_1,cyclic_16_1,unroll_4,pipeline_1,unroll,unroll,pipeline_1,pipeline,unroll_4,unroll_4,pipeline,unroll_8,unroll_4,unroll_2,pipeline_1,unroll_2,unroll_64,unroll_2,unroll_2,unroll,pipeline,unroll_2,unroll,unroll_8,unroll_2,pipeline,unroll,unroll_4,pipeline_1,unroll,unroll_8,pipeline_1,pipeline,unroll_4,pipeline,unroll,unroll_2,pipeline_1,pipeline_1,pipeline_1,pipeline,47.5,0.2613508113528654,False
workload_438.cpp,xczu7ev-ffvc1156-2-e,10.0,412.76969,999,4,16,33,99,cyclic_4_1,block_16_1,block_8_1,cyclic_32_1,cyclic_32_1,unroll_4,pipeline_1,unroll,unroll_2,pipeline,pipeline_1,unroll_4,unroll_2,unroll_2,pipeline,pipeline,unroll_4,pipeline_1,unroll_16,unroll_16,pipeline,unroll_2,unroll_8,unroll_2,pipeline,unroll,pipeline_1,unroll_8,pipeline,unroll,unroll_4,pipeline,pipeline,unroll_8,unroll,pipeline,unroll_8,pipeline,unroll_4,unroll_2,pipeline_1,unroll_2,unroll_2,unroll_4,38.0,0.24054524293718044,False
workload_439.cpp,xczu7ev-ffvc1156-2-e,10.0,58.404,2453,6,57,40,94,block_2_1,block_16_1,block_16_1,block_8_1,cyclic_16_1,unroll_4,unroll_8,unroll,unroll,pipeline_1,pipeline,unroll_4,unroll_4,pipeline,unroll_8,unroll_4,unroll_2,pipeline_1,unroll_2,unroll_64,unroll_2,unroll_2,unroll,pipeline_1,pipeline_1,unroll,pipeline,unroll_2,pipeline,unroll,unroll,pipeline_1,unroll,unroll_8,pipeline_1,pipeline,unroll_4,pipeline,unroll,unroll_2,unroll_8,unroll_2,pipeline_1,pipeline,49.25,0.2429070742199432,False
workload_441.cpp,xczu7ev-ffvc1156-2-e,10.0,86.44895,2378,6,43,27,79,cyclic_4_1,block_8_1,block_16_1,block_4_1,cyclic_4_1,pipeline_1,pipeline,unroll,unroll,pipeline_1,unroll_8,unroll,pipeline_1,pipeline,unroll_4,pipeline_1,unroll_4,pipeline_1,unroll_2,unroll_64,unroll_2,unroll_2,unroll_8,pipeline_1,unroll_2,unroll_2,pipeline,unroll_2,pipeline_1,unroll,unroll_2,pipeline_1,pipeline,unroll_8,pipeline_1,unroll_2,unroll_4,unroll,pipeline_1,unroll_2,pipeline_1,pipeline,unroll_8,pipeline,38.75,0.35948901004359224,False
workload_442.cpp,xczu7ev-ffvc1156-2-e,10.0,57.90188,2447,7,39,34,80,block_2_1,block_16_1,block_16_1,block_8_1,cyclic_4_1,unroll_2,unroll_8,unroll,unroll_2,pipeline_1,unroll_8,unroll_4,pipeline_1,pipeline,unroll_8,unroll,unroll_4,pipeline_1,unroll_2,unroll_64,unroll_2,unroll_2,unroll,pipeline,unroll_2,unroll,pipeline,unroll_2,pipeline_1,unroll,unroll_2,pipeline_1,unroll_2,unroll_8,pipeline_1,pipeline_1,unroll_4,unroll_4,unroll,unroll_2,pipeline_1,pipeline,unroll_8,pipeline,40.0,0.35482229072984217,False
workload_443.cpp,xczu7ev-ffvc1156-2-e,10.0,55.97636,2500,8,57,39,91,block_4_1,block_16_1,block_16_1,block_8_1,cyclic_4_1,pipeline_1,pipeline_1,unroll,unroll,pipeline_1,pipeline,unroll_4,unroll_4,pipeline,unroll_8,unroll_4,unroll_2,pipeline_1,unroll_2,unroll_64,unroll_2,unroll_2,unroll,pipeline,unroll_2,unroll,unroll_8,unroll_2,pipeline,unroll,unroll_4,pipeline_1,unroll,unroll_8,pipeline_1,pipeline,unroll_4,pipeline,unroll,unroll_2,pipeline_1,pipeline_1,pipeline_1,pipeline,48.75,0.24901115759343564,False
workload_444.cpp,xczu7ev-ffvc1156-2-e,10.0,59.1219,2835,6,39,37,88,block_2_1,block_16_1,block_16_1,block_8_1,cyclic_16_1,unroll_4,unroll_8,unroll,unroll,pipeline_1,pipeline_1,pipeline,unroll_8,pipeline,unroll_8,unroll,unroll_2,pipeline_1,unroll_2,unroll_64,unroll_2,unroll_2,unroll_8,pipeline_1,pipeline_1,unroll,pipeline,unroll_2,pipeline,unroll,unroll,pipeline_1,unroll_4,unroll_8,pipeline_1,pipeline_1,unroll_4,pipeline,unroll,unroll_2,unroll_8,unroll_2,unroll_2,pipeline,42.5,0.32009128294282874,False
workload_446.cpp,xczu7ev-ffvc1156-2-e,10.0,491.89383,2086,8,13,31,79,block_2_1,block_16_1,block_16_1,block_8_1,cyclic_4_1,unroll_2,unroll_2,unroll,unroll_2,pipeline_1,unroll_8,unroll,pipeline_1,unroll_4,unroll_4,unroll,unroll_2,pipeline_1,unroll_2,unroll_64,unroll_2,unroll_2,unroll_8,pipeline_1,unroll_4,pipeline_1,unroll_4,unroll_2,pipeline,unroll,unroll_2,pipeline,unroll_2,unroll_8,pipeline_1,pipeline_1,unroll_4,unroll,pipeline_1,unroll_2,pipeline_1,pipeline,unroll,pipeline,32.75,0.2814560223517666,False
workload_448.cpp,xczu7ev-ffvc1156-2-e,10.0,61.20232,2714,6,45,37,88,block_4_1,block_16_1,block_16_1,block_8_1,cyclic_16_1,unroll_4,unroll_8,unroll,unroll,pipeline_1,pipeline_1,pipeline,pipeline_1,pipeline,unroll_8,unroll,unroll_2,pipeline_1,unroll_2,unroll_64,unroll_2,unroll_2,unroll_8,pipeline_1,unroll_2,unroll_2,unroll_8,unroll_2,pipeline_1,unroll,unroll,pipeline_1,unroll_2,unroll_8,pipeline_1,pipeline,unroll_4,pipeline,unroll,unroll_2,unroll_8,pipeline_1,unroll_2,pipeline,44.0,0.30074264725485955,False
workload_449.cpp,xczu7ev-ffvc1156-2-e,10.0,60.97514,2973,6,38,35,83,block_4_1,block_16_1,block_16_1,block_8_1,cyclic_16_1,pipeline_1,unroll_8,unroll,unroll_2,pipeline_1,pipeline,pipeline,unroll_8,pipeline,unroll_8,unroll_4,unroll_2,pipeline_1,unroll_2,unroll_64,unroll_2,unroll_2,unroll,pipeline_1,pipeline_1,unroll,pipeline,unroll_2,pipeline,unroll,unroll,pipeline_1,unroll_2,unroll_8,pipeline_1,pipeline,unroll_4,unroll_8,unroll,unroll_2,unroll_8,unroll_2,pipeline_1,unroll_4,40.5,0.34697394490211647,False
workload_451.cpp,xczu7ev-ffvc1156-2-e,10.0,60.22845,2770,7,45,39,97,block_2_1,block_16_1,block_16_1,block_8_1,cyclic_4_1,unroll_4,unroll_8,unroll,unroll,pipeline_1,unroll_8,unroll,pipeline_1,pipeline,unroll_4,unroll,unroll_2,pipeline_1,unroll_8,unroll_64,unroll_2,unroll_2,unroll_8,pipeline_1,pipeline_1,unroll,pipeline,unroll_2,pipeline,unroll,unroll_8,pipeline_1,unroll_2,unroll_8,pipeline_1,pipeline_1,unroll_4,pipeline,pipeline_1,unroll_2,unroll_8,unroll_2,unroll_8,pipeline,47.0,0.2663318024767626,False
workload_452.cpp,xczu7ev-ffvc1156-2-e,10.0,58.2098,2457,8,48,38,90,cyclic_8_1,block_16_1,block_16_1,block_8_1,cyclic_16_1,unroll_4,unroll_8,unroll,unroll,pipeline_1,pipeline,unroll_4,pipeline_1,pipeline,unroll_8,unroll_4,unroll_2,pipeline_1,unroll_2,unroll_64,unroll_2,unroll_2,unroll,pipeline,unroll_2,unroll,pipeline,unroll_2,pipeline,unroll,unroll_4,pipeline_1,unroll,unroll_8,pipeline,pipeline_1,unroll_4,pipeline,unroll,unroll_2,unroll_8,unroll_2,unroll_2,pipeline,46.0,0.2783530572941404,False
workload_453.cpp,xczu7ev-ffvc1156-2-e,10.0,53.07776,2635,6,58,40,95,block_2_1,block_16_1,block_16_1,block_8_1,cyclic_16_1,pipeline_1,unroll_8,unroll,unroll_2,pipeline_1,pipeline_1,unroll_4,unroll_4,pipeline,pipeline,pipeline_1,unroll_2,pipeline_1,unroll_2,unroll_64,unroll_2,unroll_2,unroll_8,pipeline_1,unroll_8,unroll_8,pipeline,unroll_2,pipeline_1,unroll,unroll_2,pipeline_1,pipeline,unroll_8,pipeline_1,pipeline_1,unroll_4,pipeline,unroll,unroll_2,pipeline_1,unroll_2,unroll_2,pipeline,49.75,0.2396860185011287,False
workload_454.cpp,xczu7ev-ffvc1156-2-e,10.0,55.494,2525,6,45,37,90,block_2_1,block_16_1,block_16_1,block_8_1,cyclic_16_1,unroll_4,unroll_8,unroll,unroll,pipeline_1,pipeline,pipeline,pipeline_1,pipeline,unroll_8,unroll,unroll_2,pipeline_1,unroll_2,unroll_64,unroll_2,unroll_2,unroll_8,pipeline,pipeline_1,unroll,pipeline,unroll_2,pipeline,unroll,unroll_2,pipeline_1,unroll,unroll_8,pipeline_1,pipeline_1,unroll_4,pipeline,unroll,unroll_2,unroll_8,unroll_2,unroll_2,pipeline,44.5,0.29702007514360196,False
workload_455.cpp,xczu7ev-ffvc1156-2-e,10.0,63.09353,2521,3,51,37,94,cyclic_2_1,block_16_1,block_16_1,block_8_1,cyclic_16_1,unroll_4,pipeline,unroll,unroll,pipeline_1,pipeline,unroll_4,pipeline,pipeline,unroll_8,unroll_4,unroll_2,pipeline_1,unroll_8,unroll_64,unroll_2,unroll_2,unroll,unroll_2,unroll_2,unroll,pipeline_1,unroll_2,pipeline_1,unroll,unroll_2,pipeline,unroll_2,unroll_8,pipeline_1,pipeline_1,unroll_4,unroll_4,pipeline,unroll_2,pipeline_1,unroll_2,unroll_2,pipeline,46.25,0.2736240709451252,False
workload_457.cpp,xczu7ev-ffvc1156-2-e,10.0,57.00095,2625,6,44,34,84,block_4_1,block_16_1,block_16_1,block_8_1,cyclic_16_1,unroll_4,pipeline,unroll,unroll,pipeline_1,pipeline_1,unroll_4,pipeline,pipeline,pipeline,pipeline_1,unroll_2,pipeline_1,unroll_2,unroll_2,pipeline,unroll_2,pipeline_1,pipeline,unroll_4,unroll,pipeline,unroll_2,pipeline,unroll,unroll_2,pipeline,unroll,unroll_8,pipeline_1,pipeline,pipeline_1,pipeline,unroll,pipeline_1,unroll_8,unroll,pipeline_1,unroll,42.0,0.3275589950996517,False
workload_461.cpp,xczu7ev-ffvc1156-2-e,10.0,164.29076,2541,6,36,29,93,block_2_1,block_16_1,block_16_1,block_8_1,cyclic_4_1,unroll_2,unroll_8,unroll,unroll,pipeline_1,unroll_8,unroll,pipeline_1,pipeline,unroll_4,unroll,unroll_4,pipeline_1,unroll_2,unroll_64,unroll_2,unroll_2,unroll_8,pipeline_1,unroll_4,unroll,pipeline,unroll_8,pipeline,unroll,unroll_2,pipeline_1,pipeline,unroll_8,unroll,unroll_2,unroll_4,unroll_8,unroll,pipeline_1,unroll_8,pipeline,pipeline_1,pipeline,41.0,0.29456251941717715,False
workload_462.cpp,xczu7ev-ffvc1156-2-e,10.0,53.44316,2761,6,44,37,91,block_4_1,block_16_1,block_16_1,block_8_1,cyclic_16_1,pipeline_1,unroll_8,unroll,unroll,pipeline_1,pipeline_1,unroll_4,pipeline_1,pipeline,pipeline,unroll,unroll_4,pipeline_1,unroll_2,unroll_64,unroll_2,unroll_2,unroll_4,pipeline_1,unroll_2,unroll_2,pipeline,unroll_2,pipeline,unroll,unroll,pipeline_1,unroll,unroll_8,unroll_4,pipeline,unroll_4,pipeline,unroll,unroll_2,pipeline_1,unroll_2,pipeline_1,unroll_4,44.5,0.297828414248683,False
workload_463.cpp,xczu7ev-ffvc1156-2-e,10.0,58.65854,2592,3,67,43,98,cyclic_2_1,block_16_1,block_16_1,block_8_1,cyclic_16_1,unroll_2,unroll_8,unroll,unroll,pipeline_1,pipeline_1,unroll_4,unroll_8,pipeline,unroll_8,unroll_4,unroll_2,pipeline_1,unroll_4,unroll_32,unroll_2,unroll_2,unroll,unroll_2,pipeline_1,unroll,pipeline,unroll_2,pipeline,unroll,unroll_2,pipeline_1,unroll,unroll_8,pipeline_1,pipeline_1,unroll_4,unroll_4,pipeline,unroll_2,pipeline_1,unroll_2,pipeline_1,pipeline,52.75,0.1901328168538936,False
workload_465.cpp,xczu7ev-ffvc1156-2-e,10.0,48.37146,2758,6,49,38,88,cyclic_8_1,block_16_1,block_16_1,cyclic_32_1,cyclic_4_1,pipeline_1,pipeline_1,unroll,unroll,pipeline,unroll_8,unroll,unroll_8,pipeline,pipeline,pipeline,unroll_4,pipeline_1,unroll_2,unroll_64,unroll_2,unroll_2,unroll_8,pipeline_1,pipeline_1,unroll,pipeline,unroll_2,pipeline,unroll,unroll_8,pipeline_1,pipeline,unroll_8,unroll,pipeline,unroll_8,unroll,unroll,unroll_2,pipeline_1,unroll,pipeline_1,pipeline,45.25,1.0,True
workload_467.cpp,xczu7ev-ffvc1156-2-e,10.0,57.82034,2377,9,39,36,87,cyclic_8_1,block_16_1,block_16_1,block_8_1,cyclic_4_1,unroll_2,unroll_8,unroll,unroll,pipeline_1,unroll_8,unroll,unroll_8,pipeline_1,unroll_8,unroll,unroll_2,pipeline_1,unroll_2,unroll_64,unroll_2,unroll_2,unroll_8,pipeline_1,unroll_2,unroll,pipeline,unroll_2,pipeline,unroll,unroll,pipeline_1,unroll_2,unroll_8,pipeline_1,pipeline,unroll_4,unroll,pipeline_1,unroll_2,unroll_8,pipeline,pipeline_1,pipeline,42.75,0.3174843679267146,False
workload_469.cpp,xczu7ev-ffvc1156-2-e,10.0,93.88938,2835,8,40,28,80,block_4_1,block_8_1,block_16_1,cyclic_16_1,cyclic_16_1,unroll_4,unroll_8,unroll,unroll_2,pipeline_1,unroll_8,unroll,unroll_8,pipeline,unroll_4,unroll_8,unroll_4,pipeline_1,unroll_2,unroll_64,unroll_2,unroll_2,unroll,pipeline_1,pipeline_1,pipeline_1,pipeline,unroll_2,unroll_4,unroll_2,unroll_2,pipeline_1,unroll_8,unroll_8,unroll,unroll_8,unroll_4,unroll_8,unroll,unroll_2,pipeline_1,unroll,pipeline_1,unroll_4,39.0,0.35288203661224504,False
workload_470.cpp,xczu7ev-ffvc1156-2-e,10.0,249.93807,1128,6,8,21,63,cyclic_2_1,block_64_1,block_16_1,cyclic_32_1,block_4_1,unroll_2,unroll_8,unroll,unroll,pipeline,pipeline_1,unroll_4,pipeline_1,unroll_2,unroll_2,unroll_4,unroll_2,pipeline_1,unroll_4,unroll_32,unroll_4,unroll_2,unroll,unroll_2,unroll_2,unroll_2,unroll_8,pipeline_1,pipeline,unroll_2,unroll_4,pipeline,unroll,unroll_8,pipeline,pipeline_1,pipeline_1,pipeline,unroll_4,unroll_2,unroll_8,unroll_2,pipeline,unroll_8,24.5,0.6712154747114266,False
workload_471.cpp,xczu7ev-ffvc1156-2-e,10.0,56.97621,2531,6,45,39,98,block_2_1,block_16_1,block_64_1,block_8_1,cyclic_16_1,unroll_4,unroll_8,unroll,unroll,pipeline_1,pipeline,unroll_4,pipeline_1,pipeline,unroll_8,pipeline_1,unroll_2,pipeline_1,unroll_8,unroll_32,unroll_2,unroll_2,unroll,pipeline,unroll_2,unroll,pipeline,unroll_2,pipeline,unroll,unroll,pipeline_1,unroll_2,unroll_8,pipeline_1,pipeline_1,unroll_4,unroll_4,pipeline_1,unroll_2,unroll_8,unroll_2,unroll_2,pipeline,47.0,0.26756893606555054,False
workload_473.cpp,xczu7ev-ffvc1156-2-e,10.0,91.07242,2921,6,29,27,74,block_4_1,block_16_1,block_16_1,cyclic_16_1,cyclic_4_1,unroll_4,unroll_8,unroll,unroll,pipeline_1,unroll_8,unroll,unroll_8,pipeline,unroll_4,unroll_8,unroll_4,pipeline_1,unroll_2,unroll_64,unroll_2,unroll_2,unroll_8,pipeline_1,pipeline_1,pipeline_1,pipeline,unroll_2,unroll_4,unroll_2,unroll_2,pipeline_1,unroll_8,unroll_8,pipeline_1,unroll_8,unroll_4,pipeline,unroll,unroll_2,pipeline_1,unroll,pipeline_1,pipeline,34.0,0.4460946526974623,False
workload_474.cpp,xczu7ev-ffvc1156-2-e,10.0,59.90595,2755,7,39,38,94,block_2_1,block_16_1,block_16_1,block_8_1,cyclic_4_1,unroll_4,unroll_8,unroll,unroll,pipeline_1,unroll_8,unroll,unroll_8,pipeline,unroll_8,unroll,unroll_2,pipeline_1,unroll_8,unroll_64,unroll_2,unroll_2,unroll,pipeline_1,pipeline_1,unroll,pipeline,unroll_2,pipeline,unroll,unroll_8,pipeline_1,unroll_2,unroll_8,pipeline_1,pipeline,unroll_4,pipeline,pipeline_1,unroll_2,unroll_8,unroll_2,pipeline_1,pipeline,44.5,0.2952752187770538,False
workload_475.cpp,xczu7ev-ffvc1156-2-e,10.0,60.16601,2528,2,50,38,94,cyclic_2_1,block_16_1,block_16_1,block_4_1,cyclic_16_1,unroll_4,unroll_8,unroll,unroll,pipeline_1,pipeline,unroll_4,pipeline_1,pipeline,unroll_8,unroll_4,unroll_2,pipeline_1,unroll_8,unroll_32,unroll_2,unroll_2,unroll,pipeline,unroll_4,unroll,unroll_8,unroll_2,pipeline_1,unroll,unroll_2,pipeline_1,unroll,unroll_8,pipeline,pipeline_1,unroll_4,unroll_4,pipeline,unroll_2,pipeline_1,unroll_2,unroll_2,pipeline,46.0,0.2775954591646583,False
workload_478.cpp,xczu7ev-ffvc1156-2-e,10.0,90.85076,2415,8,30,28,78,block_2_1,block_16_1,block_16_1,block_8_1,cyclic_4_1,unroll_2,unroll_8,unroll,unroll_2,pipeline_1,unroll_8,unroll,pipeline_1,pipeline,unroll_4,unroll,unroll_2,pipeline_1,unroll_2,unroll_64,unroll_2,unroll_2,unroll_8,pipeline_1,unroll_2,pipeline_1,pipeline,unroll_2,unroll_4,unroll,unroll_2,pipeline_1,unroll_2,unroll_8,pipeline_1,unroll_8,unroll_4,unroll_8,pipeline_1,unroll_2,pipeline_1,pipeline,unroll_8,pipeline,36.0,0.3960562383860884,False
workload_481.cpp,xczu7ev-ffvc1156-2-e,10.0,450.77463,926,6,11,24,58,block_2_1,block_16_1,block_16_1,block_8_1,cyclic_4_1,unroll_2,unroll_8,unroll,unroll_2,pipeline_1,unroll_8,unroll,pipeline_1,unroll_2,unroll_4,unroll,unroll_2,pipeline_1,unroll_2,unroll_16,unroll_2,unroll_2,unroll_8,pipeline,unroll_2,unroll_2,unroll_8,pipeline_1,pipeline_1,unroll,unroll_2,pipeline,unroll_2,unroll_8,pipeline_1,pipeline_1,unroll_4,pipeline,pipeline_1,unroll_2,pipeline_1,pipeline,unroll_8,pipeline,24.75,0.4485343296616128,False
workload_484.cpp,xczu7ev-ffvc1156-2-e,10.0,50.76974,2525,6,49,39,87,cyclic_8_1,block_16_1,block_16_1,cyclic_32_1,cyclic_4_1,unroll_2,pipeline_1,unroll,unroll,pipeline,unroll_8,unroll,unroll_8,pipeline,unroll_4,pipeline,unroll_4,pipeline_1,unroll_2,unroll_64,unroll_2,unroll_2,unroll_8,pipeline_1,pipeline_1,unroll,pipeline,unroll_2,pipeline,unroll,unroll_8,pipeline_1,unroll_2,unroll_8,pipeline_1,pipeline,unroll_8,unroll_8,pipeline_1,unroll_2,pipeline_1,unroll,pipeline_1,pipeline,45.25,0.28996958491064656,False
workload_485.cpp,xczu7ev-ffvc1156-2-e,10.0,55.25276,2357,3,50,36,86,cyclic_2_1,block_16_1,block_16_1,block_4_1,cyclic_4_1,unroll_4,unroll_8,unroll,unroll,pipeline_1,unroll_8,unroll_4,pipeline_1,pipeline,unroll_8,unroll_4,unroll_4,pipeline_1,unroll_2,unroll_32,unroll_2,unroll_2,unroll,pipeline,unroll_4,unroll,unroll_8,unroll_2,pipeline_1,unroll,unroll_2,pipeline_1,unroll,unroll_8,pipeline_1,pipeline_1,unroll_4,unroll_4,pipeline_1,unroll_2,pipeline_1,pipeline,unroll_2,pipeline,43.75,0.30615604394857604,False
workload_486.cpp,xczu7ev-ffvc1156-2-e,10.0,452.82807,848,6,8,22,54,cyclic_2_1,block_16_1,block_16_1,cyclic_32_1,block_4_1,unroll_2,unroll_8,unroll,unroll,pipeline,pipeline_1,unroll_4,pipeline_1,unroll_2,unroll_2,unroll_4,unroll_2,pipeline_1,unroll_4,unroll_32,unroll_4,unroll_2,unroll,unroll_2,unroll_2,unroll_2,unroll_8,pipeline_1,pipeline,unroll_2,unroll_4,pipeline,unroll,unroll_8,pipeline_1,pipeline_1,pipeline_1,pipeline,pipeline,unroll_2,unroll_8,unroll_2,pipeline,pipeline,22.5,0.5046938658473654,False
workload_488.cpp,xczu7ev-ffvc1156-2-e,10.0,58.5966,2317,8,39,34,79,block_4_1,block_16_1,block_16_1,block_8_1,cyclic_4_1,unroll_4,pipeline_1,unroll,unroll_2,pipeline_1,pipeline_1,unroll_4,pipeline_1,pipeline,unroll_8,unroll,unroll_2,pipeline_1,unroll_2,unroll_64,unroll_2,unroll_2,unroll_8,pipeline,unroll_2,unroll,pipeline,unroll_2,pipeline_1,unroll,unroll_2,pipeline_1,unroll_2,unroll_8,pipeline_1,pipeline_1,unroll_4,unroll_4,unroll,unroll_2,pipeline_1,pipeline,unroll_8,pipeline,40.0,0.3545362042778386,False
workload_489.cpp,xczu7ev-ffvc1156-2-e,10.0,59.49826,2681,8,37,36,79,block_4_1,block_16_1,block_16_1,block_8_1,cyclic_16_1,pipeline_1,unroll_8,unroll,unroll_2,pipeline_1,pipeline_1,unroll,unroll_8,pipeline,unroll_8,unroll_8,unroll_2,pipeline_1,unroll_2,unroll_64,unroll_2,unroll_2,unroll,pipeline,unroll_2,pipeline_1,pipeline,unroll_2,pipeline,unroll,unroll,pipeline_1,unroll_8,unroll_8,pipeline_1,pipeline,unroll_4,pipeline,unroll,unroll_2,unroll_8,unroll_2,pipeline_1,unroll_4,40.0,0.3541644237882844,False
workload_491.cpp,xczu7ev-ffvc1156-2-e,10.0,58.30644,2481,7,39,34,81,block_2_1,block_16_1,block_16_1,block_8_1,cyclic_4_1,unroll_2,unroll_8,unroll,unroll_2,pipeline_1,unroll_8,unroll_4,pipeline_1,pipeline,unroll_2,unroll,unroll_4,pipeline_1,unroll_2,unroll_64,unroll_2,unroll_2,unroll_8,pipeline,unroll_2,unroll,pipeline,unroll_2,pipeline_1,unroll,unroll_4,pipeline_1,unroll_2,unroll_8,pipeline_1,pipeline_1,unroll_4,unroll_4,unroll,unroll_2,pipeline_1,pipeline,unroll_8,pipeline,40.25,0.35135686840342806,False
workload_492.cpp,xczu7ev-ffvc1156-2-e,10.0,55.557,2539,6,57,39,92,block_4_1,block_16_1,block_16_1,block_8_1,cyclic_16_1,unroll_4,pipeline_1,unroll,unroll,pipeline_1,pipeline,unroll_4,unroll_4,pipeline,unroll_8,unroll,unroll_2,pipeline_1,unroll_2,unroll_64,unroll_2,unroll_2,unroll,pipeline,unroll_2,unroll,unroll_8,unroll_2,pipeline,unroll,unroll,pipeline_1,unroll,unroll_8,pipeline_1,pipeline,unroll_4,pipeline,unroll,unroll_2,unroll_8,pipeline_1,pipeline_1,pipeline,48.5,0.2518090216556657,False
workload_493.cpp,xczu7ev-ffvc1156-2-e,10.0,103.07914,2802,14,30,25,82,cyclic_4_1,block_8_1,cyclic_8_1,cyclic_16_1,cyclic_4_1,unroll_4,unroll_8,unroll,unroll,pipeline_1,unroll_8,unroll,unroll_8,pipeline,unroll_4,unroll_8,unroll_4,pipeline_1,unroll_2,unroll_64,unroll_2,unroll_2,unroll_8,pipeline,unroll_8,pipeline_1,pipeline,unroll_2,unroll_4,unroll_2,unroll_2,pipeline,unroll_8,unroll_8,pipeline_1,unroll_8,pipeline_1,pipeline,unroll,unroll_2,pipeline_1,unroll_2,pipeline_1,pipeline,37.75,0.3658130857201677,False
