Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,OuterLoop_1,OuterLoop_2,OuterLoop_3,OuterLoop_4,InnerLoop_1_1,InnerLoop_1_2,InnerLoop_2_1,Area,Weight,is_pareto
viterbi_197.c,xczu7ev-ffvc1156-2-e,10.0,75.09222,338,8,1,11,36,cyclic_8_2,unroll,unroll_4,pipeline,unroll_4,unroll_16,unroll_2,unroll_4,14.0,0.12584872865543673,False
viterbi_198.c,xczu7ev-ffvc1156-2-e,10.0,6.96502,322,6,1,9,45,cyclic_2_1,unroll_4,unroll_2,unroll_4,unroll_8,unroll_4,unroll_8,unroll,15.25,0.663433541056396,False
viterbi_199.c,xczu7ev-ffvc1156-2-e,10.0,71.63422,76,7,1,1,7,cyclic_4_1,unroll,unroll_4,pipeline,unroll_4,unroll_4,pipeline_1,unroll_2,4.0,0.15503679891777172,False
viterbi_200.c,xczu7ev-ffvc1156-2-e,10.0,8.19288,209,6,1,5,23,cyclic_2_1,unroll_16,unroll_8,unroll,unroll_16,unroll_4,unroll_8,pipeline,8.75,0.8219728740185022,False
viterbi_201.c,xczu7ev-ffvc1156-2-e,10.0,74.53657,144,10,1,5,16,cyclic_32_2,unroll_4,unroll_2,pipeline,pipeline_1,unroll_4,pipeline_1,unroll_8,8.0,0.138283284276507,False
viterbi_202.c,xczu7ev-ffvc1156-2-e,10.0,3.26629,353,7,1,11,46,cyclic_4_2,unroll_2,unroll_8,pipeline_1,unroll_8,pipeline,unroll_8,pipeline_1,16.25,0.6340193045364305,False
viterbi_203.c,xczu7ev-ffvc1156-2-e,10.0,39.8904,212,7,1,6,27,cyclic_4_2,unroll_4,unroll_16,unroll_4,unroll_2,unroll_4,unroll_8,unroll_4,10.25,0.4133686417884437,False
viterbi_204.c,xczu7ev-ffvc1156-2-e,10.0,7.8545,109,5,1,4,14,cyclic_2_2,unroll_16,unroll_2,unroll,unroll_32,unroll_4,pipeline_1,pipeline_1,6.0,0.9047639985941739,False
viterbi_205.c,xczu7ev-ffvc1156-2-e,10.0,3.25712,316,7,1,10,42,cyclic_4_2,unroll_32,unroll_8,pipeline_1,unroll_2,pipeline,unroll_8,unroll,15.0,0.675431247106154,False
viterbi_206.c,xczu7ev-ffvc1156-2-e,10.0,7.82823,122,10,1,4,15,cyclic_16_2,unroll_32,unroll_4,unroll,pipeline,unroll_4,unroll,pipeline_1,7.5,0.8495901914852149,False
viterbi_207.c,xczu7ev-ffvc1156-2-e,10.0,3.1232,567,5,1,13,59,cyclic_2_2,unroll_32,unroll_2,pipeline,unroll_32,pipeline,unroll_16,pipeline_1,19.5,0.5332334498798246,False
viterbi_208.c,xczu7ev-ffvc1156-2-e,10.0,7.84059,59,5,1,1,4,block_128_1,unroll_2,unroll_4,pipeline,unroll_4,unroll_4,pipeline_1,pipeline_1,2.75,0.9945625481765792,False
viterbi_209.c,xczu7ev-ffvc1156-2-e,10.0,7.84255,56,8,1,1,4,cyclic_8_2,pipeline_1,unroll_2,pipeline,unroll_8,unroll_4,pipeline_1,pipeline,3.5,0.9786772739466578,False
viterbi_210.c,xczu7ev-ffvc1156-2-e,10.0,74.50208,96,5,1,2,10,cyclic_2_1,unroll,unroll_2,pipeline,unroll_2,unroll_4,pipeline_1,unroll_8,4.5,0.1408918236435491,False
viterbi_211.c,xczu7ev-ffvc1156-2-e,10.0,3.02762,202,8,1,7,26,cyclic_8_2,unroll,unroll_4,pipeline,pipeline,pipeline,unroll,unroll,10.5,0.8310865129304759,False
viterbi_212.c,xczu7ev-ffvc1156-2-e,10.0,8.06042,77,8,1,2,8,cyclic_8_2,pipeline_1,unroll_8,pipeline,unroll_2,unroll_4,pipeline,pipeline,4.75,0.9501910757755312,False
viterbi_213.c,xczu7ev-ffvc1156-2-e,10.0,3.63586,184,10,1,6,26,block_32_1,pipeline,unroll_4,pipeline,unroll_16,pipeline,unroll_2,unroll_4,10.75,0.822229560451255,False
viterbi_214.c,xczu7ev-ffvc1156-2-e,10.0,3.05003,146,7,1,6,19,cyclic_4_2,unroll_32,unroll_2,unroll,unroll_16,pipeline,pipeline_1,unroll,8.25,0.8721862138351676,False
viterbi_215.c,xczu7ev-ffvc1156-2-e,10.0,3.04172,119,8,1,5,16,cyclic_8_2,unroll_4,unroll_2,unroll,unroll_4,pipeline,pipeline_1,unroll_4,7.5,0.8858204692287827,False
viterbi_216.c,xczu7ev-ffvc1156-2-e,10.0,7.05626,212,7,1,5,26,cyclic_4_1,unroll_4,unroll_2,unroll_4,unroll_16,pipeline,unroll_8,unroll_4,9.75,0.8135957489742698,False
viterbi_217.c,xczu7ev-ffvc1156-2-e,10.0,7.17045,453,5,1,10,45,cyclic_2_1,pipeline,unroll_8,pipeline_1,unroll_2,pipeline_1,unroll_16,pipeline,15.25,0.6627803436256847,False
viterbi_218.c,xczu7ev-ffvc1156-2-e,10.0,7.01717,196,5,1,6,24,block_2_1,unroll_32,unroll_4,pipeline,unroll_2,pipeline,pipeline_1,pipeline_1,9.0,0.8281987841880064,False
viterbi_219.c,xczu7ev-ffvc1156-2-e,10.0,6.91216,342,8,1,7,30,cyclic_2_1,pipeline,unroll_4,unroll,pipeline,pipeline_1,unroll_8,unroll_4,11.5,0.7795512022135938,False
viterbi_220.c,xczu7ev-ffvc1156-2-e,10.0,3.65543,95,7,1,4,12,cyclic_4_2,pipeline,unroll_2,pipeline_1,unroll_2,pipeline,unroll_2,pipeline,6.0,0.9091978073127833,False
viterbi_221.c,xczu7ev-ffvc1156-2-e,10.0,3.05489,156,10,1,6,22,block_128_1,unroll_8,unroll_4,pipeline_1,unroll_2,pipeline,pipeline_1,unroll_8,9.75,0.8446838598710369,False
viterbi_222.c,xczu7ev-ffvc1156-2-e,10.0,3.05809,1510,41,1,15,57,cyclic_32_1,unroll_4,unroll_4,pipeline,unroll_2,pipeline,pipeline_1,pipeline_1,28.5,0.3088645707454428,False
viterbi_223.c,xczu7ev-ffvc1156-2-e,10.0,7.20567,143,7,1,4,16,cyclic_4_1,unroll_4,unroll_2,pipeline,unroll_8,pipeline,unroll_4,unroll_4,7.0,0.866807724597841,False
viterbi_224.c,xczu7ev-ffvc1156-2-e,10.0,3.04401,278,10,1,7,31,block_128_1,unroll_32,unroll_4,unroll,pipeline,pipeline_1,unroll_8,pipeline_1,12.25,0.771295948828021,False
viterbi_225.c,xczu7ev-ffvc1156-2-e,10.0,7.94946,154,8,1,5,17,cyclic_8_2,unroll,unroll_4,unroll_4,unroll_4,unroll_16,unroll_8,pipeline_1,7.75,0.843539085370222,False
viterbi_226.c,xczu7ev-ffvc1156-2-e,10.0,3.12363,621,5,1,13,59,cyclic_2_2,pipeline,unroll_2,unroll_4,unroll_32,pipeline,unroll_16,pipeline,19.5,0.5332338661376629,False
viterbi_227.c,xczu7ev-ffvc1156-2-e,10.0,3.03854,156,8,1,6,22,cyclic_8_2,unroll_32,unroll_4,pipeline_1,unroll_4,pipeline,pipeline_1,pipeline_1,9.25,0.8539740587670996,False
viterbi_228.c,xczu7ev-ffvc1156-2-e,10.0,7.83937,65,5,1,1,5,block_128_1,unroll,unroll_4,pipeline,unroll_2,unroll_4,pipeline_1,pipeline_1,3.0,0.9892816012190176,False
viterbi_229.c,xczu7ev-ffvc1156-2-e,10.0,22.17571,106,8,1,2,13,cyclic_8_2,pipeline_1,unroll_4,pipeline,unroll_2,unroll_4,pipeline,unroll_8,6.0,0.7051115246988292,False
viterbi_230.c,xczu7ev-ffvc1156-2-e,10.0,3.12362,612,5,1,13,58,cyclic_2_2,unroll_4,unroll_2,pipeline,unroll_32,pipeline,unroll_16,unroll,19.25,0.5406081079105636,False
viterbi_231.c,xczu7ev-ffvc1156-2-e,10.0,71.63459,68,5,1,1,6,block_128_1,unroll_8,unroll_4,pipeline,unroll_4,unroll_4,pipeline_1,unroll_2,3.25,0.1551926973342216,False
viterbi_232.c,xczu7ev-ffvc1156-2-e,10.0,3.65474,104,7,1,4,13,cyclic_4_2,unroll,unroll_2,pipeline,unroll_4,pipeline,unroll_2,unroll_2,6.25,0.9048316757554125,False
viterbi_233.c,xczu7ev-ffvc1156-2-e,10.0,3.0388,124,8,1,5,17,cyclic_8_2,unroll_32,unroll_2,unroll,unroll_4,pipeline,pipeline,unroll_8,7.75,0.8813122046581121,False
viterbi_234.c,xczu7ev-ffvc1156-2-e,10.0,3.06243,173,5,1,7,22,cyclic_2_2,unroll_16,unroll_2,unroll,unroll_32,pipeline,pipeline_1,pipeline_1,8.75,0.8629845303712441,False
viterbi_235.c,xczu7ev-ffvc1156-2-e,10.0,22.93257,209,8,1,5,28,cyclic_8_2,unroll,unroll_8,unroll_4,unroll_4,unroll_4,unroll_8,unroll_8,10.5,0.6172583628814249,False
viterbi_237.c,xczu7ev-ffvc1156-2-e,10.0,7.91499,670,5,1,11,55,cyclic_2_2,unroll_16,unroll_4,unroll,unroll_32,unroll_4,unroll_16,pipeline,18.0,0.5749615806818968,False
viterbi_238.c,xczu7ev-ffvc1156-2-e,10.0,8.17224,1742,5,1,20,96,cyclic_2_1,pipeline,unroll_8,pipeline_1,unroll_64,unroll_4,unroll_16,pipeline,30.5,0.26935830288631796,False
viterbi_239.c,xczu7ev-ffvc1156-2-e,10.0,3.03406,131,5,1,5,17,cyclic_2_2,unroll_8,unroll_2,pipeline,pipeline_1,pipeline,pipeline_1,pipeline_1,7.0,0.8948142442383449,False
viterbi_240.c,xczu7ev-ffvc1156-2-e,10.0,3.04142,160,8,1,6,23,cyclic_8_2,unroll_32,unroll_4,pipeline,unroll_8,pipeline,pipeline_1,pipeline_1,9.5,0.8493658640104986,False
viterbi_241.c,xczu7ev-ffvc1156-2-e,10.0,7.01717,191,5,1,6,24,block_2_1,unroll_32,unroll_4,pipeline,unroll_2,pipeline,pipeline_1,unroll_2,9.0,0.8281987841880064,False
viterbi_242.c,xczu7ev-ffvc1156-2-e,10.0,3.06214,262,5,1,9,32,cyclic_2_2,unroll_16,unroll_4,unroll,unroll_32,pipeline,pipeline_1,pipeline_1,11.75,0.7895484377585122,False
viterbi_243.c,xczu7ev-ffvc1156-2-e,10.0,76.63042,140,5,1,6,19,cyclic_2_1,unroll_4,unroll_8,pipeline_1,unroll_8,unroll_4,pipeline_1,unroll_4,7.75,0.1299752169896688,False
viterbi_244.c,xczu7ev-ffvc1156-2-e,10.0,7.05571,285,9,1,6,29,cyclic_4_1,unroll_32,unroll_2,unroll,unroll_16,pipeline,unroll_8,unroll_8,11.25,0.7843701240289189,False
viterbi_245.c,xczu7ev-ffvc1156-2-e,10.0,3.10468,438,5,1,11,50,cyclic_2_2,unroll_32,unroll_4,unroll,unroll_16,pipeline,unroll_16,pipeline_1,16.75,0.6176760717184849,False
viterbi_246.c,xczu7ev-ffvc1156-2-e,10.0,71.63522,55,7,1,1,3,cyclic_4_1,pipeline,unroll_2,pipeline_1,unroll_2,unroll_4,pipeline_1,unroll_2,3.0,0.15522484590546798,False
viterbi_247.c,xczu7ev-ffvc1156-2-e,10.0,3.25741,326,5,1,11,43,cyclic_2_2,unroll_4,unroll_8,pipeline,unroll_4,pipeline,unroll_8,unroll_4,15.0,0.675431622700387,False
viterbi_248.c,xczu7ev-ffvc1156-2-e,10.0,7.83247,367,8,1,9,41,cyclic_8_2,pipeline_1,unroll_2,pipeline,unroll_8,unroll_4,unroll,pipeline,14.75,0.6761953638304217,False
viterbi_249.c,xczu7ev-ffvc1156-2-e,10.0,7.83034,108,7,1,3,14,cyclic_4_2,unroll_4,unroll_4,pipeline,unroll_2,unroll_4,unroll,pipeline_1,6.25,0.8952042419127071,False
viterbi_250.c,xczu7ev-ffvc1156-2-e,10.0,3.04371,182,10,1,5,18,block_128_1,unroll_32,unroll_2,pipeline,pipeline,pipeline,unroll_8,unroll_4,8.5,0.8676696001314872,False
viterbi_251.c,xczu7ev-ffvc1156-2-e,10.0,7.83939,62,5,1,1,4,block_128_1,unroll_8,unroll_4,pipeline,unroll_4,unroll_4,pipeline_1,pipeline_1,2.75,0.9945752486338394,False
viterbi_252.c,xczu7ev-ffvc1156-2-e,10.0,3.05582,123,10,1,4,15,block_128_1,unroll_4,unroll_2,unroll,unroll_4,pipeline,pipeline_1,unroll_4,7.5,0.885740967899732,False
viterbi_253.c,xczu7ev-ffvc1156-2-e,10.0,3.65509,102,7,1,4,12,cyclic_4_2,unroll,unroll_2,pipeline_1,unroll_2,pipeline,unroll_2,unroll_2,6.0,0.9091994755085994,False
viterbi_254.c,xczu7ev-ffvc1156-2-e,10.0,7.19463,124,7,1,3,13,cyclic_4_1,pipeline,unroll_2,pipeline,unroll_2,pipeline,unroll_4,pipeline,6.0,0.9063499272441635,False
viterbi_255.c,xczu7ev-ffvc1156-2-e,10.0,3.05006,118,7,1,5,15,cyclic_4_2,unroll_32,unroll_2,pipeline,unroll_16,pipeline,pipeline_1,unroll,7.0,0.8947296212150272,False
viterbi_256.c,xczu7ev-ffvc1156-2-e,10.0,3.11451,698,8,1,14,63,cyclic_8_2,unroll_32,unroll_2,unroll,unroll_32,pipeline,unroll_16,pipeline_1,21.5,0.47644183577137944,False
viterbi_257.c,xczu7ev-ffvc1156-2-e,10.0,6.97623,120,5,1,3,14,cyclic_2_1,pipeline,unroll_2,pipeline,unroll_2,pipeline,unroll_16,unroll,5.75,0.9164125650003335,False
viterbi_258.c,xczu7ev-ffvc1156-2-e,10.0,3.20712,1247,5,1,19,86,cyclic_2_2,unroll_4,unroll_8,pipeline_1,unroll_32,pipeline_1,unroll_16,pipeline,27.75,0.32455327683237234,False
viterbi_259.c,xczu7ev-ffvc1156-2-e,10.0,3.75058,648,10,1,15,60,cyclic_32_2,unroll_32,unroll_8,unroll_4,unroll_16,pipeline,unroll_8,unroll_8,21.5,0.4768611834896228,False
viterbi_260.c,xczu7ev-ffvc1156-2-e,10.0,3.04973,168,5,1,6,23,cyclic_2_2,unroll,unroll_4,pipeline,unroll_8,pipeline,pipeline_1,unroll,8.75,0.8630643533678838,False
viterbi_261.c,xczu7ev-ffvc1156-2-e,10.0,3.04299,97,8,1,4,12,cyclic_8_2,unroll_4,unroll_2,unroll_4,unroll_4,pipeline,pipeline,unroll_4,6.25,0.907826127039118,False
viterbi_262.c,xczu7ev-ffvc1156-2-e,10.0,3.04295,111,8,1,4,14,cyclic_8_2,unroll_32,unroll_2,unroll_4,unroll_8,pipeline,pipeline_1,unroll,6.75,0.8991846645721447,False
viterbi_263.c,xczu7ev-ffvc1156-2-e,10.0,3.6548,159,7,1,6,22,cyclic_4_2,unroll,unroll_4,pipeline,unroll_2,pipeline,unroll_2,pipeline,9.0,0.8545165354956388,False
viterbi_264.c,xczu7ev-ffvc1156-2-e,10.0,6.95869,996,6,1,16,78,cyclic_2_1,unroll_4,unroll_2,unroll,unroll_4,unroll_8,unroll_8,unroll,25.25,0.3804520488401195,False
viterbi_265.c,xczu7ev-ffvc1156-2-e,10.0,3.02762,251,8,1,7,26,cyclic_8_2,unroll,unroll_4,pipeline,pipeline,pipeline,unroll_2,unroll,10.5,0.8310865129304759,False
viterbi_267.c,xczu7ev-ffvc1156-2-e,10.0,3.28224,409,10,1,10,47,block_128_1,pipeline_1,unroll_2,unroll,pipeline,unroll_4,pipeline_1,unroll,17.0,0.6098996795071868,False
viterbi_268.c,xczu7ev-ffvc1156-2-e,10.0,7.8425,55,8,1,1,3,cyclic_8_2,unroll_2,unroll_2,pipeline,unroll_4,unroll_4,pipeline_1,pipeline_1,3.25,0.9839672752899774,False
viterbi_269.c,xczu7ev-ffvc1156-2-e,10.0,3.64674,153,8,1,6,22,cyclic_8_2,pipeline_1,unroll_4,pipeline,unroll_2,pipeline,unroll_4,pipeline_1,9.25,0.8499351035672598,False
viterbi_271.c,xczu7ev-ffvc1156-2-e,10.0,7.84032,59,5,1,1,4,cyclic_2_1,unroll_32,unroll_2,unroll_2,unroll_4,unroll_4,pipeline_1,pipeline,2.75,0.9945654084223362,False
viterbi_272.c,xczu7ev-ffvc1156-2-e,10.0,3.05623,274,20,1,8,20,cyclic_16_1,pipeline,unroll_2,pipeline_1,unroll_2,pipeline,pipeline_1,pipeline,12.25,0.7713216659582376,False
viterbi_273.c,xczu7ev-ffvc1156-2-e,10.0,3.10586,268,5,1,8,36,cyclic_2_2,unroll_4,unroll_2,unroll_4,unroll_16,pipeline,unroll_16,unroll_4,12.5,0.7623931657445124,False
viterbi_274.c,xczu7ev-ffvc1156-2-e,10.0,3.1229,809,7,1,15,67,cyclic_4_2,pipeline,unroll_4,pipeline,unroll_32,pipeline,unroll_16,pipeline_1,22.5,0.44953497978290213,False
viterbi_275.c,xczu7ev-ffvc1156-2-e,10.0,7.17045,497,5,1,10,45,cyclic_2_1,pipeline,unroll_8,pipeline_1,unroll_2,pipeline_1,unroll_16,unroll_4,15.25,0.6627803436256847,False
viterbi_276.c,xczu7ev-ffvc1156-2-e,10.0,7.50406,204,5,1,6,26,cyclic_2_1,pipeline,unroll_4,pipeline,unroll_16,pipeline,unroll_2,pipeline,9.5,0.8142613439622116,False
viterbi_278.c,xczu7ev-ffvc1156-2-e,10.0,3.12234,275,8,1,10,40,cyclic_8_2,pipeline,unroll_8,pipeline_1,unroll_4,pipeline,pipeline_1,unroll,14.75,0.6837027021071735,False
viterbi_279.c,xczu7ev-ffvc1156-2-e,10.0,7.8397,52,5,1,1,3,block_64_1,unroll_8,unroll_2,pipeline,unroll_4,unroll_4,pipeline_1,pipeline_1,2.5,0.9999993633009622,False
viterbi_280.c,xczu7ev-ffvc1156-2-e,10.0,7.83936,58,5,1,1,4,block_128_1,pipeline,unroll_4,pipeline,unroll_4,unroll_4,pipeline_1,pipeline_1,2.75,0.9945755657568889,False
viterbi_281.c,xczu7ev-ffvc1156-2-e,10.0,8.44697,62,7,1,1,5,cyclic_4_2,unroll,unroll_4,pipeline,unroll_2,unroll_4,unroll_2,pipeline_1,3.5,0.9714115199875496,False
viterbi_282.c,xczu7ev-ffvc1156-2-e,10.0,3.04587,101,8,1,4,13,cyclic_8_2,unroll_4,unroll_2,unroll_4,unroll_8,pipeline,pipeline_1,unroll,6.5,0.9035310406903201,False
viterbi_283.c,xczu7ev-ffvc1156-2-e,10.0,3.65546,92,7,1,4,12,cyclic_4_2,unroll_8,unroll_2,pipeline,unroll_2,pipeline,unroll_2,unroll_8,6.0,0.9091976601140748,False
viterbi_284.c,xczu7ev-ffvc1156-2-e,10.0,3.0507,110,7,1,5,14,cyclic_4_2,unroll_4,unroll_2,pipeline,unroll_16,pipeline,pipeline_1,unroll,6.75,0.8991451692366229,False
viterbi_285.c,xczu7ev-ffvc1156-2-e,10.0,3.04188,117,8,1,5,16,cyclic_8_2,unroll_2,unroll_2,unroll,unroll_4,pipeline,pipeline_1,pipeline_1,7.5,0.8858195678735745,False
viterbi_286.c,xczu7ev-ffvc1156-2-e,10.0,74.50239,117,6,1,3,13,cyclic_2_1,unroll_32,unroll_2,unroll,unroll_4,unroll_4,pipeline_1,unroll_8,5.75,0.14037468845945344,False
viterbi_287.c,xczu7ev-ffvc1156-2-e,10.0,3.05483,89,10,1,4,12,block_128_1,pipeline,unroll_2,pipeline_1,unroll_2,pipeline,pipeline_1,pipeline,6.75,0.8991241033734345,False
viterbi_288.c,xczu7ev-ffvc1156-2-e,10.0,3.10923,123,10,1,4,18,block_128_1,unroll_2,unroll_2,pipeline,unroll_4,pipeline,unroll_16,unroll,8.25,0.871826491263873,False
viterbi_289.c,xczu7ev-ffvc1156-2-e,10.0,3.02513,143,10,1,5,18,cyclic_32_2,unroll,unroll_2,pipeline_1,pipeline_1,pipeline,pipeline_1,unroll_2,8.5,0.8677840599925876,False
viterbi_290.c,xczu7ev-ffvc1156-2-e,10.0,7.82851,73,8,1,2,8,cyclic_8_2,pipeline_1,unroll_4,pipeline,unroll_2,unroll_8,pipeline_1,pipeline_1,4.75,0.9526402566302794,False
viterbi_291.c,xczu7ev-ffvc1156-2-e,10.0,6.91216,333,9,1,7,31,cyclic_4_1,pipeline,unroll_4,unroll,pipeline,pipeline,unroll_8,unroll_4,12.0,0.7661750295657305,False
viterbi_292.c,xczu7ev-ffvc1156-2-e,10.0,71.63522,52,5,1,1,3,block_128_1,pipeline,unroll_2,pipeline_1,unroll_2,unroll_4,pipeline_1,unroll_2,2.5,0.15526623526110672,False
viterbi_293.c,xczu7ev-ffvc1156-2-e,10.0,3.04005,101,10,1,4,13,cyclic_16_2,unroll_32,unroll_2,unroll_4,unroll_4,pipeline,pipeline,unroll_4,7.0,0.8947825857742969,False
viterbi_294.c,xczu7ev-ffvc1156-2-e,10.0,7.05556,219,7,1,5,26,cyclic_4_1,unroll_32,unroll_2,unroll_4,unroll_16,pipeline,unroll_8,unroll_4,9.75,0.8136020070956099,False
viterbi_295.c,xczu7ev-ffvc1156-2-e,10.0,3.32964,138,5,1,5,19,cyclic_2_2,unroll_32,unroll_2,pipeline,unroll_16,pipeline,unroll_4,unroll,7.5,0.8841689368825679,False
viterbi_296.c,xczu7ev-ffvc1156-2-e,10.0,3.33015,106,5,1,4,15,cyclic_2_2,unroll_4,unroll_2,pipeline,unroll_8,pipeline,unroll_4,unroll_4,6.25,0.9064591790365518,False
viterbi_297.c,xczu7ev-ffvc1156-2-e,10.0,3.64605,160,8,1,6,23,cyclic_8_2,unroll,unroll_4,pipeline,unroll_4,pipeline,unroll_2,unroll_2,9.5,0.8453029899090432,False
viterbi_298.c,xczu7ev-ffvc1156-2-e,10.0,3.04007,96,8,1,4,13,cyclic_8_2,unroll_32,unroll_2,unroll_2,unroll_4,pipeline,pipeline,pipeline,6.5,0.9035593388232119,False
viterbi_299.c,xczu7ev-ffvc1156-2-e,10.0,7.84338,67,5,1,2,6,block_128_1,unroll_2,unroll_4,pipeline,unroll_16,unroll_4,pipeline_1,pipeline_1,3.5,0.9786685570784218,False
viterbi_300.c,xczu7ev-ffvc1156-2-e,10.0,3.04342,248,10,1,7,28,block_128_1,unroll_32,unroll_4,pipeline,pipeline,pipeline,unroll_8,unroll_4,11.5,0.7986937589331772,False
viterbi_301.c,xczu7ev-ffvc1156-2-e,10.0,3.04274,175,10,1,7,24,block_32_2,unroll,unroll_4,pipeline,unroll_8,pipeline,pipeline_1,unroll,10.5,0.8309834125235778,False
viterbi_302.c,xczu7ev-ffvc1156-2-e,10.0,3.04749,98,7,1,4,12,cyclic_4_2,unroll,unroll_2,pipeline_1,unroll_2,pipeline,pipeline,unroll_8,6.0,0.912021604263736,False
viterbi_303.c,xczu7ev-ffvc1156-2-e,10.0,3.03989,163,8,1,6,22,block_8_2,unroll,unroll_4,pipeline,unroll_4,pipeline,pipeline_1,unroll,9.25,0.8539653312080386,False
viterbi_304.c,xczu7ev-ffvc1156-2-e,10.0,3.05067,136,7,1,6,18,cyclic_4_2,unroll_4,unroll_2,unroll,unroll_16,pipeline,pipeline_1,unroll,8.0,0.8767222709418058,False
viterbi_305.c,xczu7ev-ffvc1156-2-e,10.0,7.19538,124,7,1,3,13,cyclic_4_1,unroll_4,unroll_2,pipeline,unroll_2,pipeline,unroll_4,unroll_4,6.0,0.9063496036878413,False
viterbi_306.c,xczu7ev-ffvc1156-2-e,10.0,6.91191,192,5,1,4,17,cyclic_2_1,unroll_32,unroll_2,pipeline,pipeline,pipeline,pipeline_1,unroll_4,6.75,0.8767089492640839,False
viterbi_307.c,xczu7ev-ffvc1156-2-e,10.0,6.7642,300,9,1,9,40,cyclic_8_2,unroll_32,unroll_2,pipeline,unroll_4,unroll_4,pipeline_1,unroll,14.75,0.6802634009776946,False
viterbi_308.c,xczu7ev-ffvc1156-2-e,10.0,3.32011,106,7,1,4,13,cyclic_4_2,unroll_32,unroll_2,unroll_2,unroll_4,pipeline,unroll_4,unroll,6.25,0.9065081042067347,False
viterbi_309.c,xczu7ev-ffvc1156-2-e,10.0,3.6464,125,8,1,5,18,cyclic_8_2,unroll_32,unroll_2,unroll,unroll_4,pipeline,unroll_2,unroll_2,8.0,0.873068922831495,False
viterbi_310.c,xczu7ev-ffvc1156-2-e,10.0,3.05507,123,10,1,4,15,block_128_1,pipeline,unroll_2,unroll,unroll_4,pipeline,pipeline_1,pipeline,7.5,0.885745200230839,False
viterbi_311.c,xczu7ev-ffvc1156-2-e,10.0,6.76579,298,9,1,9,40,cyclic_8_2,unroll_32,unroll_2,unroll_4,unroll_2,unroll_4,pipeline_1,unroll,14.75,0.6802582658692966,False
viterbi_312.c,xczu7ev-ffvc1156-2-e,10.0,3.17958,245,7,1,8,33,cyclic_4_2,pipeline,unroll_4,pipeline,unroll_16,pipeline,unroll_8,unroll,12.25,0.7715522175977284,False
viterbi_313.c,xczu7ev-ffvc1156-2-e,10.0,3.0625,260,5,1,9,32,cyclic_2_2,unroll_4,unroll_4,unroll,unroll_32,pipeline,pipeline_1,unroll,11.75,0.7895492096058521,False
viterbi_314.c,xczu7ev-ffvc1156-2-e,10.0,6.93804,394,9,1,9,32,cyclic_4_1,unroll_16,unroll_4,unroll,unroll_32,pipeline,pipeline_1,pipeline_1,12.75,0.7437458969448169,False
viterbi_315.c,xczu7ev-ffvc1156-2-e,10.0,3.32947,155,7,1,6,23,cyclic_4_2,unroll_16,unroll_2,unroll,unroll_16,pipeline,unroll_4,pipeline_1,9.25,0.8520689542407828,False
viterbi_316.c,xczu7ev-ffvc1156-2-e,10.0,3.02796,228,8,1,7,25,cyclic_8_2,pipeline_1,unroll_4,pipeline,pipeline,pipeline,unroll_2,unroll,10.25,0.8356759954980438,False
viterbi_317.c,xczu7ev-ffvc1156-2-e,10.0,3.04042,582,7,1,14,59,cyclic_4_2,unroll_4,unroll_4,pipeline,unroll_8,pipeline,unroll,pipeline_1,20.25,0.5114013976046043,False
viterbi_318.c,xczu7ev-ffvc1156-2-e,10.0,3.04851,100,7,1,4,12,cyclic_4_2,unroll_32,unroll_2,unroll_2,unroll_4,pipeline,pipeline,unroll,6.0,0.9120171230788929,False
viterbi_319.c,xczu7ev-ffvc1156-2-e,10.0,3.03881,102,10,1,4,13,cyclic_32_2,unroll_32,unroll_2,pipeline_1,unroll_4,pipeline,pipeline_1,unroll,7.0,0.8947891416338914,False
viterbi_320.c,xczu7ev-ffvc1156-2-e,10.0,6.92303,103,5,1,3,11,cyclic_2_1,pipeline,unroll_2,pipeline_1,unroll_2,pipeline,pipeline_1,pipeline,5.0,1.0,True
viterbi_321.c,xczu7ev-ffvc1156-2-e,10.0,6.92308,125,7,1,3,13,cyclic_4_1,unroll_32,unroll_2,pipeline,unroll_2,pipeline,pipeline_1,pipeline,6.0,0.9063984221093248,False
viterbi_322.c,xczu7ev-ffvc1156-2-e,10.0,74.50294,63,5,1,1,7,cyclic_2_1,unroll_4,unroll_2,unroll_4,unroll_4,unroll_4,pipeline_1,unroll_4,3.5,0.14111477071964,False
viterbi_323.c,xczu7ev-ffvc1156-2-e,10.0,8.111,60,5,1,1,4,block_128_1,unroll_32,unroll_2,pipeline,unroll_4,unroll_4,unroll_4,pipeline_1,2.75,0.9909787675803431,False
viterbi_324.c,xczu7ev-ffvc1156-2-e,10.0,3.61761,101,10,1,4,13,block_128_1,unroll,unroll_2,pipeline_1,unroll_2,pipeline,unroll_2,unroll_2,7.0,0.8916017192995311,False
viterbi_325.c,xczu7ev-ffvc1156-2-e,10.0,3.0497,204,5,1,7,28,cyclic_2_2,unroll,unroll_4,unroll,unroll_8,pipeline,pipeline_1,unroll_4,10.25,0.8355290143406491,False
viterbi_326.c,xczu7ev-ffvc1156-2-e,10.0,6.92303,105,5,1,3,11,cyclic_2_1,pipeline,unroll_2,pipeline,unroll_2,pipeline,pipeline_1,unroll,5.0,1.0,True
