Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,OuterLoop_1,InnerLoop_1_1,InnerLoop_2_1,InnerLoop_3_1,InnerLoop_4_1,Area,Weight,is_pareto
bbgemm_288.c,xczu7ev-ffvc1156-2-e,10.0,12.87237,80,1,1,8,12,unroll_2,unroll_8,unroll_2,pipeline,pipeline_1,5.5,0.5065260626728909,False
bbgemm_289.c,xczu7ev-ffvc1156-2-e,10.0,0.95949,81,1,6,22,18,unroll_2,unroll_4,pipeline_1,unroll,pipeline,11.75,0.7327166252217248,False
bbgemm_290.c,xczu7ev-ffvc1156-2-e,10.0,12.87277,51,1,1,4,6,unroll_2,unroll_2,unroll_4,pipeline,pipeline_1,3.0,0.5586916020308133,False
bbgemm_291.c,xczu7ev-ffvc1156-2-e,10.0,10.90669,41,1,1,2,3,unroll_2,unroll_2,unroll_2,pipeline_1,pipeline,1.75,0.6604430732708156,False
bbgemm_292.c,xczu7ev-ffvc1156-2-e,10.0,0.37896,143,1,6,60,40,unroll_16,unroll_2,pipeline_1,unroll_2,pipeline_1,26.75,1.0,True
bbgemm_294.c,xczu7ev-ffvc1156-2-e,10.0,3.19552,353,1,1,40,48,unroll_32,unroll_16,unroll_2,pipeline,pipeline_1,22.5,0.45290004194477307,False
bbgemm_296.c,xczu7ev-ffvc1156-2-e,10.0,2.8064,1275,1,1,26,45,unroll_16,unroll_32,unroll_2,unroll_4,unroll,18.25,0.5483788177787224,False
bbgemm_302.c,xczu7ev-ffvc1156-2-e,10.0,0.95981,47,1,6,12,10,unroll_2,unroll_2,pipeline_1,pipeline_1,pipeline,7.25,1.0,True
bbgemm_303.c,xczu7ev-ffvc1156-2-e,10.0,1.10349,50,1,6,12,10,unroll_2,unroll_2,pipeline,pipeline,pipeline,7.25,0.8223623812269316,False
bbgemm_304.c,xczu7ev-ffvc1156-2-e,10.0,14.31621,85,1,1,6,10,unroll_2,unroll,unroll_2,unroll_2,pipeline,4.5,0.4778946868300644,False
bbgemm_305.c,xczu7ev-ffvc1156-2-e,10.0,10.90629,97,1,1,9,13,unroll_2,unroll,unroll_2,pipeline_1,unroll,6.0,0.5632137169512771,False
bbgemm_306.c,xczu7ev-ffvc1156-2-e,10.0,0.37896,124,1,6,60,40,unroll_16,unroll_2,pipeline_1,pipeline,pipeline,26.75,1.0,True
bbgemm_307.c,xczu7ev-ffvc1156-2-e,10.0,2.13096,75,1,1,13,14,unroll_8,unroll_2,unroll_2,pipeline,unroll,7.25,0.8240436196779615,False
bbgemm_308.c,xczu7ev-ffvc1156-2-e,10.0,3.19592,77,1,1,10,12,unroll_16,unroll_2,unroll_2,pipeline,pipeline,6.0,0.8614371623326819,False
bbgemm_309.c,xczu7ev-ffvc1156-2-e,10.0,12.87261,59,1,1,4,7,unroll_2,unroll_4,unroll_2,pipeline,unroll,3.25,0.5536280121553057,False
bbgemm_310.c,xczu7ev-ffvc1156-2-e,10.0,2.1308,170,1,1,27,28,unroll_32,unroll_4,unroll_2,pipeline,unroll,14.25,0.6484338776140389,False
bbgemm_311.c,xczu7ev-ffvc1156-2-e,10.0,0.37896,124,1,6,60,40,unroll_32,unroll_2,pipeline_1,pipeline,pipeline_1,26.75,1.0,True
bbgemm_312.c,xczu7ev-ffvc1156-2-e,10.0,0.37896,149,1,6,60,40,unroll,unroll_2,pipeline,pipeline,unroll,26.75,1.0,True
bbgemm_314.c,xczu7ev-ffvc1156-2-e,10.0,2.85229,124,1,4,8,8,unroll_2,unroll_2,pipeline,pipeline,unroll,5.25,0.9012040269940337,False
bbgemm_315.c,xczu7ev-ffvc1156-2-e,10.0,3.19552,377,1,1,40,48,unroll,unroll_8,unroll_2,pipeline,pipeline,22.5,0.45290004194477307,False
bbgemm_316.c,xczu7ev-ffvc1156-2-e,10.0,12.87237,83,1,1,8,12,unroll_2,unroll_8,unroll_2,pipeline,pipeline,5.5,0.5065260626728909,False
bbgemm_317.c,xczu7ev-ffvc1156-2-e,10.0,9.5648,491,1,1,25,39,unroll_16,unroll,unroll_2,unroll_2,pipeline_1,16.5,0.32893041531487016,False
bbgemm_318.c,xczu7ev-ffvc1156-2-e,10.0,10.90653,53,1,1,4,7,unroll_2,unroll_4,unroll_2,pipeline_1,unroll,3.25,0.6279363979202539,False
bbgemm_319.c,xczu7ev-ffvc1156-2-e,10.0,2.1308,172,1,1,27,28,unroll_8,unroll_4,unroll_2,pipeline,unroll,14.25,0.6484338776140389,False
bbgemm_321.c,xczu7ev-ffvc1156-2-e,10.0,2.85229,125,1,3,8,8,unroll_2,unroll_2,pipeline_1,pipeline,unroll,5.0,1.0,True
bbgemm_323.c,xczu7ev-ffvc1156-2-e,10.0,3.19552,390,1,1,42,49,unroll,unroll_8,unroll_2,pipeline_1,pipeline,23.25,0.43893251186578963,False
bbgemm_324.c,xczu7ev-ffvc1156-2-e,10.0,9.5548,526,1,1,25,39,unroll_32,unroll_4,unroll_4,unroll_2,pipeline_1,16.5,0.32908908585115415,False
bbgemm_330.c,xczu7ev-ffvc1156-2-e,10.0,1.74797,62,1,5,11,9,unroll_2,unroll_2,pipeline,unroll_2,unroll,6.5,1.0,True
bbgemm_331.c,xczu7ev-ffvc1156-2-e,10.0,2.13096,79,1,1,13,14,unroll,unroll_2,unroll_2,pipeline,unroll,7.25,0.8240436196779615,False
bbgemm_332.c,xczu7ev-ffvc1156-2-e,10.0,0.37896,126,1,6,60,40,unroll,unroll_2,pipeline_1,pipeline,pipeline_1,26.75,1.0,True
bbgemm_333.c,xczu7ev-ffvc1156-2-e,10.0,3.19576,129,1,1,21,25,unroll_32,unroll_4,unroll_2,pipeline_1,pipeline,12.0,0.6580975932480537,False
bbgemm_334.c,xczu7ev-ffvc1156-2-e,10.0,0.95913,133,1,6,41,27,unroll_2,unroll_16,pipeline_1,pipeline,pipeline_1,18.75,1.0,True
bbgemm_335.c,xczu7ev-ffvc1156-2-e,10.0,3.19576,149,1,1,21,25,unroll_16,unroll_4,unroll_2,pipeline_1,pipeline_1,12.0,0.6580975932480537,False
bbgemm_336.c,xczu7ev-ffvc1156-2-e,10.0,0.95981,47,1,6,12,10,unroll_2,unroll_2,pipeline_1,unroll_2,pipeline_1,7.25,1.0,True
bbgemm_338.c,xczu7ev-ffvc1156-2-e,10.0,0.37896,120,1,6,60,40,unroll,unroll_2,pipeline_1,pipeline_1,pipeline_1,26.75,1.0,True
bbgemm_340.c,xczu7ev-ffvc1156-2-e,10.0,0.37896,149,1,6,60,40,unroll_16,unroll_2,pipeline_1,pipeline_1,unroll,26.75,1.0,True
bbgemm_341.c,xczu7ev-ffvc1156-2-e,10.0,2.13056,382,1,1,54,52,unroll,unroll_8,unroll_2,pipeline,unroll,27.0,0.4013241150738055,False
bbgemm_342.c,xczu7ev-ffvc1156-2-e,10.0,12.19179,47,1,1,4,6,unroll_4,unroll_2,unroll_2,pipeline_1,pipeline,3.0,0.5843336463113734,False
bbgemm_343.c,xczu7ev-ffvc1156-2-e,10.0,2.13056,442,1,1,54,52,unroll_16,unroll_8,unroll_2,pipeline,unroll,27.0,0.4013241150738055,False
bbgemm_344.c,xczu7ev-ffvc1156-2-e,10.0,3.19576,129,1,1,21,25,unroll_16,unroll_4,unroll_2,pipeline_1,pipeline,12.0,0.6580975932480537,False
bbgemm_345.c,xczu7ev-ffvc1156-2-e,10.0,2.13056,446,1,1,54,52,unroll_32,unroll,unroll_2,pipeline,unroll,27.0,0.4013241150738055,False
bbgemm_346.c,xczu7ev-ffvc1156-2-e,10.0,2.13056,380,1,1,54,52,unroll_32,unroll_8,unroll_2,pipeline,unroll,27.0,0.4013241150738055,False
bbgemm_347.c,xczu7ev-ffvc1156-2-e,10.0,1.24987,111,1,6,32,26,unroll_4,unroll_4,pipeline_1,pipeline_1,pipeline,16.25,0.6346499730415681,False
bbgemm_348.c,xczu7ev-ffvc1156-2-e,10.0,3.80645,415,1,10,30,24,unroll_2,unroll_32,pipeline_1,pipeline,unroll,16.25,0.5509703620983845,False
bbgemm_349.c,xczu7ev-ffvc1156-2-e,10.0,0.37896,128,1,6,60,40,unroll,unroll_2,pipeline,unroll_2,unroll,26.75,1.0,True
bbgemm_350.c,xczu7ev-ffvc1156-2-e,10.0,2.85197,226,1,4,16,15,unroll_2,unroll_4,pipeline,pipeline,unroll,9.0,0.7421981964261904,False
bbgemm_351.c,xczu7ev-ffvc1156-2-e,10.0,3.19592,68,1,1,10,12,unroll_8,unroll_2,unroll_2,pipeline,pipeline,6.0,0.8614371623326819,False
bbgemm_353.c,xczu7ev-ffvc1156-2-e,10.0,3.19552,383,1,1,42,49,unroll,unroll_8,unroll_2,pipeline_1,pipeline_1,23.25,0.43893251186578963,False
bbgemm_354.c,xczu7ev-ffvc1156-2-e,10.0,9.5648,516,1,1,25,39,unroll_16,unroll_8,unroll_2,unroll_2,pipeline_1,16.5,0.32893041531487016,False
bbgemm_355.c,xczu7ev-ffvc1156-2-e,10.0,3.19552,1309,1,1,81,96,unroll_16,unroll,unroll_4,pipeline,pipeline_1,44.75,0.10753845404765516,False
bbgemm_356.c,xczu7ev-ffvc1156-2-e,10.0,3.19552,1232,1,1,81,96,unroll_8,unroll_8,unroll_4,pipeline,pipeline,44.75,0.10753845404765516,False
bbgemm_359.c,xczu7ev-ffvc1156-2-e,10.0,0.95981,51,1,6,12,10,unroll_2,unroll_2,pipeline_1,pipeline,pipeline,7.25,1.0,True
bbgemm_360.c,xczu7ev-ffvc1156-2-e,10.0,1.10317,67,1,6,22,17,unroll_2,unroll_4,pipeline,pipeline,pipeline,11.5,0.7342424871298999,False
bbgemm_361.c,xczu7ev-ffvc1156-2-e,10.0,2.13096,74,1,1,13,14,unroll_32,unroll_2,unroll_2,pipeline,unroll,7.25,0.8240436196779615,False
bbgemm_362.c,xczu7ev-ffvc1156-2-e,10.0,3.19592,77,1,1,10,13,unroll,unroll_2,unroll_2,pipeline_1,pipeline,6.25,0.8504767923727516,False
bbgemm_363.c,xczu7ev-ffvc1156-2-e,10.0,11.69477,87,1,1,7,12,unroll_2,unroll_16,unroll_2,unroll_2,pipeline_1,5.25,0.5535043641805779,False
bbgemm_364.c,xczu7ev-ffvc1156-2-e,10.0,0.95981,54,1,6,12,10,unroll_2,unroll_2,pipeline_1,pipeline_1,pipeline_1,7.25,1.0,True
bbgemm_365.c,xczu7ev-ffvc1156-2-e,10.0,0.37896,121,1,6,60,40,unroll_16,unroll_2,pipeline,unroll_2,pipeline_1,26.75,1.0,True
bbgemm_366.c,xczu7ev-ffvc1156-2-e,10.0,23.98312,61,1,1,2,6,unroll_16,unroll_2,unroll_2,unroll_2,unroll_2,2.5,0.12436842149794769,False
bbgemm_367.c,xczu7ev-ffvc1156-2-e,10.0,0.95913,135,1,6,41,27,unroll_2,unroll,pipeline_1,pipeline,pipeline_1,18.75,1.0,True
bbgemm_368.c,xczu7ev-ffvc1156-2-e,10.0,1.52205,59,1,5,10,11,unroll_2,unroll_2,pipeline_1,unroll_2,unroll,6.75,1.0,True
bbgemm_369.c,xczu7ev-ffvc1156-2-e,10.0,0.37896,123,1,6,60,40,unroll_32,unroll_2,pipeline_1,pipeline_1,pipeline,26.75,1.0,True
bbgemm_370.c,xczu7ev-ffvc1156-2-e,10.0,1.10281,136,1,6,43,27,unroll_2,unroll_16,pipeline,unroll_2,pipeline_1,19.25,0.579754528011923,False
bbgemm_371.c,xczu7ev-ffvc1156-2-e,10.0,3.19552,334,1,1,42,49,unroll_32,unroll_8,unroll_2,pipeline_1,pipeline,23.25,0.43893251186578963,False
bbgemm_372.c,xczu7ev-ffvc1156-2-e,10.0,3.80645,341,1,10,30,24,unroll_2,unroll_16,pipeline_1,pipeline,unroll,16.25,0.5509703620983845,False
bbgemm_375.c,xczu7ev-ffvc1156-2-e,10.0,3.19552,368,1,1,40,48,unroll,unroll,unroll_2,pipeline,pipeline,22.5,0.45290004194477307,False
bbgemm_380.c,xczu7ev-ffvc1156-2-e,10.0,0.95949,66,1,6,22,17,unroll_2,unroll_4,pipeline_1,unroll_2,pipeline,11.5,1.0,True
bbgemm_381.c,xczu7ev-ffvc1156-2-e,10.0,9.5652,69,1,1,6,10,unroll_8,unroll_2,unroll_2,unroll_2,pipeline_1,4.5,0.649710925043015,False
bbgemm_382.c,xczu7ev-ffvc1156-2-e,10.0,2.13096,72,1,1,13,14,unroll_16,unroll_2,unroll_2,pipeline,unroll,7.25,0.8240436196779615,False
bbgemm_383.c,xczu7ev-ffvc1156-2-e,10.0,12.87237,158,1,1,17,25,unroll_2,unroll_8,unroll_4,pipeline,pipeline_1,11.0,0.3860626240357018,False
bbgemm_384.c,xczu7ev-ffvc1156-2-e,10.0,2.1308,171,1,1,27,28,unroll,unroll_4,unroll_2,pipeline,unroll,14.25,0.6484338776140389,False
bbgemm_385.c,xczu7ev-ffvc1156-2-e,10.0,1.10349,45,1,6,12,10,unroll_2,unroll_2,pipeline,unroll_2,pipeline,7.25,0.8223623812269316,False
bbgemm_386.c,xczu7ev-ffvc1156-2-e,10.0,1.57013,162,1,5,36,26,unroll_2,unroll,pipeline_1,unroll_2,unroll,17.0,0.6107706383173416,False
bbgemm_387.c,xczu7ev-ffvc1156-2-e,10.0,10.87576,178,1,1,12,18,unroll_32,unroll_4,unroll_2,unroll_2,pipeline,8.0,0.5143751040166072,False
bbgemm_389.c,xczu7ev-ffvc1156-2-e,10.0,14.31661,38,1,1,1,2,unroll_2,unroll_2,unroll_2,unroll_2,pipeline,1.25,1.0,True
bbgemm_390.c,xczu7ev-ffvc1156-2-e,10.0,0.95913,137,1,6,41,27,unroll_2,unroll_8,pipeline_1,unroll_2,pipeline_1,18.75,1.0,True
bbgemm_391.c,xczu7ev-ffvc1156-2-e,10.0,3.626,106,1,1,6,13,unroll_16,unroll_2,unroll_2,unroll_2,unroll,5.25,0.8782290216182504,False
bbgemm_392.c,xczu7ev-ffvc1156-2-e,10.0,2.85197,187,1,3,16,15,unroll_2,unroll_4,pipeline_1,pipeline,unroll,8.75,0.7523039126103032,False
bbgemm_393.c,xczu7ev-ffvc1156-2-e,10.0,11.68493,44,1,1,3,6,unroll_2,unroll_2,unroll_4,unroll_2,pipeline_1,2.75,0.6091400200936758,False
bbgemm_394.c,xczu7ev-ffvc1156-2-e,10.0,2.0896,446,1,1,54,48,unroll_16,unroll_16,unroll_2,pipeline_1,unroll,26.0,0.4199710708546125,False
bbgemm_395.c,xczu7ev-ffvc1156-2-e,10.0,3.38029,42,1,1,1,4,unroll_2,unroll_2,unroll_2,unroll_2,unroll,1.75,1.0,True
bbgemm_396.c,xczu7ev-ffvc1156-2-e,10.0,10.87552,549,1,1,23,36,unroll_32,unroll_8,unroll_2,unroll_2,pipeline,15.25,0.3354684737190272,False
bbgemm_397.c,xczu7ev-ffvc1156-2-e,10.0,3.19552,325,1,1,40,48,unroll,unroll_16,unroll_2,pipeline,pipeline,22.5,0.45290004194477307,False
bbgemm_398.c,xczu7ev-ffvc1156-2-e,10.0,3.80645,410,1,10,30,24,unroll_2,unroll_16,pipeline_1,pipeline_1,unroll,16.25,0.5509703620983845,False
bbgemm_403.c,xczu7ev-ffvc1156-2-e,10.0,0.95981,52,1,6,12,10,unroll_2,unroll_2,pipeline_1,unroll_2,pipeline,7.25,1.0,True
bbgemm_404.c,xczu7ev-ffvc1156-2-e,10.0,14.48555,52,1,1,4,6,unroll_4,unroll_2,unroll_2,pipeline,pipeline_1,3.0,0.5004575668574798,False
bbgemm_405.c,xczu7ev-ffvc1156-2-e,10.0,3.40075,55,1,1,1,6,unroll_4,unroll_2,unroll_2,unroll_2,unroll,2.25,0.9853675141710646,False
bbgemm_406.c,xczu7ev-ffvc1156-2-e,10.0,2.09,74,1,1,13,13,unroll_16,unroll_2,unroll_2,pipeline_1,unroll,7.0,0.8346496697760649,False
bbgemm_407.c,xczu7ev-ffvc1156-2-e,10.0,12.87237,96,1,1,9,13,unroll_2,unroll,unroll_2,pipeline,unroll,6.0,0.49576093867285786,False
bbgemm_408.c,xczu7ev-ffvc1156-2-e,10.0,14.31645,52,1,1,3,5,unroll_2,unroll_4,unroll_2,unroll_2,pipeline,2.5,0.5159860085985507,False
bbgemm_409.c,xczu7ev-ffvc1156-2-e,10.0,0.37896,123,1,6,60,40,unroll_32,unroll_2,pipeline,unroll_2,unroll,26.75,1.0,True
bbgemm_410.c,xczu7ev-ffvc1156-2-e,10.0,0.37896,123,1,6,60,40,unroll_16,unroll_2,pipeline_1,unroll_2,unroll,26.75,1.0,True
bbgemm_411.c,xczu7ev-ffvc1156-2-e,10.0,3.19576,123,1,1,20,24,unroll_8,unroll_4,unroll_2,pipeline,pipeline,11.5,0.6685661806023799,False
bbgemm_412.c,xczu7ev-ffvc1156-2-e,10.0,0.95913,137,1,6,41,27,unroll_2,unroll_8,pipeline_1,pipeline_1,pipeline_1,18.75,1.0,True
bbgemm_413.c,xczu7ev-ffvc1156-2-e,10.0,12.87277,44,1,1,2,4,unroll_2,unroll_2,unroll_2,pipeline,unroll,2.0,0.5785763456922077,False
bbgemm_414.c,xczu7ev-ffvc1156-2-e,10.0,10.87592,83,1,1,6,9,unroll_32,unroll_2,unroll_2,unroll_2,pipeline,4.25,0.6062080975552723,False
bbgemm_415.c,xczu7ev-ffvc1156-2-e,10.0,9.56504,179,1,1,13,20,unroll_16,unroll_4,unroll_2,unroll_2,pipeline_1,8.75,0.5348282566237219,False
bbgemm_416.c,xczu7ev-ffvc1156-2-e,10.0,0.95913,139,1,6,41,27,unroll_2,unroll_16,pipeline_1,unroll_2,pipeline,18.75,1.0,True
bbgemm_417.c,xczu7ev-ffvc1156-2-e,10.0,3.19592,79,1,1,10,13,unroll_8,unroll_2,unroll_2,pipeline_1,pipeline,6.25,0.8504767923727516,False
bbgemm_418.c,xczu7ev-ffvc1156-2-e,10.0,0.37896,145,1,6,60,40,unroll_32,unroll_2,pipeline,pipeline,unroll,26.75,1.0,True
bbgemm_419.c,xczu7ev-ffvc1156-2-e,10.0,0.37896,141,1,6,60,40,unroll,unroll_2,pipeline_1,pipeline,pipeline,26.75,1.0,True
bbgemm_420.c,xczu7ev-ffvc1156-2-e,10.0,0.37896,143,1,6,60,40,unroll_16,unroll_2,pipeline_1,pipeline,unroll,26.75,1.0,True
bbgemm_422.c,xczu7ev-ffvc1156-2-e,10.0,3.19552,360,1,1,40,48,unroll_8,unroll_16,unroll_2,pipeline,pipeline,22.5,0.45290004194477307,False
bbgemm_423.c,xczu7ev-ffvc1156-2-e,10.0,3.19552,353,1,1,42,49,unroll_32,unroll,unroll_2,pipeline_1,unroll_2,23.25,0.43893251186578963,False
bbgemm_424.c,xczu7ev-ffvc1156-2-e,10.0,9.5648,477,1,1,25,39,unroll_8,unroll,unroll_2,unroll_2,pipeline_1,16.5,0.32893041531487016,False
bbgemm_425.c,xczu7ev-ffvc1156-2-e,10.0,10.90669,44,1,1,2,4,unroll_2,unroll_2,unroll_2,pipeline_1,unroll,2.0,0.6551863066007176,False
bbgemm_426.c,xczu7ev-ffvc1156-2-e,10.0,11.69477,77,1,1,7,12,unroll_2,unroll_8,unroll_2,unroll_2,pipeline_1,5.25,0.5535043641805779,False
bbgemm_427.c,xczu7ev-ffvc1156-2-e,10.0,9.5652,86,1,1,6,10,unroll,unroll_2,unroll_2,unroll_2,pipeline_1,4.5,0.649710925043015,False
bbgemm_428.c,xczu7ev-ffvc1156-2-e,10.0,3.626,105,1,1,6,13,unroll_32,unroll_2,unroll_2,unroll_2,unroll,5.25,0.8782290216182504,False
bbgemm_429.c,xczu7ev-ffvc1156-2-e,10.0,0.37896,145,1,6,60,40,unroll_32,unroll_2,pipeline_1,unroll_2,pipeline,26.75,1.0,True
bbgemm_430.c,xczu7ev-ffvc1156-2-e,10.0,0.37896,145,1,6,60,40,unroll_8,unroll_2,pipeline,unroll_2,pipeline_1,26.75,1.0,True
bbgemm_431.c,xczu7ev-ffvc1156-2-e,10.0,2.1308,148,1,1,27,28,unroll_16,unroll_4,unroll_2,pipeline,unroll,14.25,0.6484338776140389,False
bbgemm_432.c,xczu7ev-ffvc1156-2-e,10.0,0.37896,145,1,6,60,40,unroll_8,unroll_2,pipeline_1,pipeline,pipeline,26.75,1.0,True
bbgemm_433.c,xczu7ev-ffvc1156-2-e,10.0,3.34405,116,1,1,2,12,unroll_2,unroll_8,unroll_2,unroll_2,unroll,4.0,1.0,True
bbgemm_434.c,xczu7ev-ffvc1156-2-e,10.0,10.90629,85,1,1,9,12,unroll_2,unroll_8,unroll_2,pipeline_1,pipeline,5.75,0.5693145386487025,False
bbgemm_435.c,xczu7ev-ffvc1156-2-e,10.0,9.55496,171,1,1,13,20,unroll_8,unroll_2,unroll_4,unroll_2,pipeline_1,8.75,0.5351315476605579,False
bbgemm_436.c,xczu7ev-ffvc1156-2-e,10.0,3.19592,356,1,1,40,49,unroll_32,unroll_2,unroll_8,pipeline,pipeline_1,22.75,0.4482008421534739,False
bbgemm_437.c,xczu7ev-ffvc1156-2-e,10.0,3.34659,230,1,1,4,20,unroll_4,unroll,unroll_2,unroll_2,unroll,6.5,0.8359120226635732,False
bbgemm_438.c,xczu7ev-ffvc1156-2-e,10.0,2.13056,387,1,1,54,52,unroll_16,unroll,unroll_2,pipeline,unroll,27.0,0.4013241150738055,False
bbgemm_439.c,xczu7ev-ffvc1156-2-e,10.0,10.87552,488,1,1,23,36,unroll_16,unroll_16,unroll_2,unroll_2,pipeline,15.25,0.3354684737190272,False
bbgemm_442.c,xczu7ev-ffvc1156-2-e,10.0,9.5652,82,1,1,6,10,unroll_32,unroll_2,unroll_2,unroll_2,pipeline_1,4.5,0.649710925043015,False
bbgemm_443.c,xczu7ev-ffvc1156-2-e,10.0,0.95913,135,1,6,41,27,unroll_2,unroll_8,pipeline_1,unroll_2,pipeline,18.75,1.0,True
bbgemm_444.c,xczu7ev-ffvc1156-2-e,10.0,0.37896,138,1,6,60,40,unroll_8,unroll_2,pipeline,pipeline,pipeline_1,26.75,1.0,True
bbgemm_445.c,xczu7ev-ffvc1156-2-e,10.0,0.37896,146,1,6,60,40,unroll_8,unroll_2,pipeline_1,pipeline,unroll,26.75,1.0,True
bbgemm_446.c,xczu7ev-ffvc1156-2-e,10.0,0.37896,146,1,6,60,40,unroll_16,unroll_2,pipeline,unroll_2,unroll,26.75,1.0,True
bbgemm_447.c,xczu7ev-ffvc1156-2-e,10.0,2.08984,169,1,1,27,26,unroll_8,unroll_4,unroll_2,pipeline_1,unroll,13.75,0.6599232303693566,False
bbgemm_448.c,xczu7ev-ffvc1156-2-e,10.0,1.61227,100,1,5,18,17,unroll_4,unroll_2,pipeline_1,unroll_2,unroll,10.25,0.7468854729495135,False
bbgemm_449.c,xczu7ev-ffvc1156-2-e,10.0,0.37896,145,1,6,60,40,unroll_8,unroll_2,pipeline_1,unroll_2,pipeline_1,26.75,1.0,True
bbgemm_450.c,xczu7ev-ffvc1156-2-e,10.0,2.09,171,1,1,27,26,unroll_16,unroll_2,unroll_4,pipeline_1,unroll,13.75,0.6599182040087347,False
bbgemm_452.c,xczu7ev-ffvc1156-2-e,10.0,0.37896,127,1,6,60,40,unroll_8,unroll_2,pipeline_1,unroll_2,unroll,26.75,1.0,True
bbgemm_453.c,xczu7ev-ffvc1156-2-e,10.0,2.0896,391,1,1,54,48,unroll_8,unroll,unroll_2,pipeline_1,unroll,26.0,0.4199710708546125,False
bbgemm_454.c,xczu7ev-ffvc1156-2-e,10.0,2.85229,110,1,3,8,8,unroll_2,unroll_2,pipeline_1,pipeline_1,unroll,5.0,1.0,True
bbgemm_455.c,xczu7ev-ffvc1156-2-e,10.0,9.5548,541,1,1,25,39,unroll_16,unroll_4,unroll_4,unroll_2,pipeline_1,16.5,0.32908908585115415,False
bbgemm_456.c,xczu7ev-ffvc1156-2-e,10.0,0.37896,143,1,6,60,40,unroll_8,unroll_2,pipeline_1,pipeline_1,pipeline_1,26.75,1.0,True
bbgemm_457.c,xczu7ev-ffvc1156-2-e,10.0,12.87237,84,1,1,9,13,unroll_2,unroll_16,unroll_2,pipeline,unroll,6.0,0.49576093867285786,False
bbgemm_458.c,xczu7ev-ffvc1156-2-e,10.0,3.62584,219,1,1,13,24,unroll_8,unroll_4,unroll_2,unroll_2,unroll,9.75,0.6949154023248072,False
bbgemm_461.c,xczu7ev-ffvc1156-2-e,10.0,3.6256,537,1,1,22,36,unroll_32,unroll_8,unroll_2,unroll_2,unroll,15.0,0.581518631037993,False
bbgemm_462.c,xczu7ev-ffvc1156-2-e,10.0,11.64077,2417,1,1,56,90,unroll_2,unroll_2,unroll,unroll_2,pipeline_1,37.0,0.10703692673748864,False
bbgemm_465.c,xczu7ev-ffvc1156-2-e,10.0,0.95949,70,1,6,22,17,unroll_2,unroll_4,pipeline_1,pipeline_1,pipeline_1,11.5,1.0,True
bbgemm_466.c,xczu7ev-ffvc1156-2-e,10.0,0.95949,70,1,6,22,17,unroll_2,unroll_4,pipeline_1,unroll_2,pipeline_1,11.5,1.0,True
bbgemm_467.c,xczu7ev-ffvc1156-2-e,10.0,11.49037,80,1,1,7,11,unroll_2,unroll_2,unroll_2,unroll,pipeline_1,5.0,0.566450271591953,False
bbgemm_468.c,xczu7ev-ffvc1156-2-e,10.0,2.09,87,1,1,13,13,unroll_8,unroll_2,unroll_2,pipeline_1,unroll,7.0,0.8346496697760649,False
bbgemm_469.c,xczu7ev-ffvc1156-2-e,10.0,0.37896,124,1,6,60,40,unroll_16,unroll_2,pipeline_1,pipeline,pipeline_1,26.75,1.0,True
bbgemm_470.c,xczu7ev-ffvc1156-2-e,10.0,1.10281,135,1,6,43,27,unroll_2,unroll_8,pipeline,pipeline,pipeline_1,19.25,0.579754528011923,False
bbgemm_471.c,xczu7ev-ffvc1156-2-e,10.0,0.37896,144,1,6,60,40,unroll_8,unroll_2,pipeline_1,pipeline_1,pipeline,26.75,1.0,True
bbgemm_472.c,xczu7ev-ffvc1156-2-e,10.0,0.37896,151,1,6,60,40,unroll,unroll_2,pipeline,pipeline_1,unroll,26.75,1.0,True
bbgemm_473.c,xczu7ev-ffvc1156-2-e,10.0,0.37896,152,1,6,60,40,unroll_8,unroll_2,pipeline_1,unroll_2,unroll_2,26.75,1.0,True
bbgemm_475.c,xczu7ev-ffvc1156-2-e,10.0,0.37896,146,1,6,60,40,unroll_32,unroll_2,pipeline,unroll_2,pipeline_1,26.75,1.0,True
bbgemm_476.c,xczu7ev-ffvc1156-2-e,10.0,10.87592,85,1,1,6,9,unroll_8,unroll_2,unroll_2,unroll_2,pipeline,4.25,0.6062080975552723,False
bbgemm_477.c,xczu7ev-ffvc1156-2-e,10.0,3.19576,155,1,1,21,25,unroll_8,unroll_4,unroll_2,pipeline_1,pipeline_1,12.0,0.6580975932480537,False
bbgemm_478.c,xczu7ev-ffvc1156-2-e,10.0,0.37896,149,1,6,60,40,unroll_32,unroll_2,pipeline,unroll_4,pipeline_1,26.75,1.0,True
bbgemm_479.c,xczu7ev-ffvc1156-2-e,10.0,2.80664,410,1,1,15,31,unroll_8,unroll_4,unroll_2,unroll_4,unroll,12.0,0.6723458205048383,False
bbgemm_480.c,xczu7ev-ffvc1156-2-e,10.0,2.09,90,1,1,13,13,unroll_32,unroll_2,unroll_2,pipeline_1,unroll,7.0,0.8346496697760649,False
bbgemm_481.c,xczu7ev-ffvc1156-2-e,10.0,0.37896,129,1,6,60,40,unroll_8,unroll_2,pipeline,pipeline_1,pipeline_1,26.75,1.0,True
bbgemm_482.c,xczu7ev-ffvc1156-2-e,10.0,1.10349,53,1,6,12,10,unroll_2,unroll_2,pipeline,unroll_2,pipeline_1,7.25,0.8223623812269316,False
